,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,test_set,val_set,Model
0,Base Tree,350.5,1124.3984110894903,772.2882205513785,0.9197707522804114,0.9774937343358395,0.06962406015037595,0.0,0.04235498257112273,0.942908653846154,0.3966234198270127,0.10336538461538462,0.9859447771124418,0.9170673076923077,0.04235498257112273,0.057722982055428175,kNN,0.0,adv_0.025,OoD Val,resnet
1,Detector Tree,350.5,1124.6111263558198,857.229573934837,0.9174094201188768,0.9774937343358395,0.06962406015037595,0.0,0.04235498257112273,0.942908653846154,0.3966234198270127,0.10336538461538462,0.9859447771124418,0.9170673076923077,0.04235498257112273,0.06008431421696272,kNN,0.0,adv_0.025,OoD Val,resnet
0,Base Tree,350.5,1167.8367852086712,1089.0601503759399,0.9126497073428408,0.9255639097744361,0.12899749373433583,0.06671679197994988,0.05539037963865746,0.942908653846154,0.3966234198270127,0.10336538461538462,0.9859447771124418,0.9170673076923077,0.04460962036134255,0.02804084270930091,kNN,0.1,adv_0.025,OoD Val,resnet
1,Detector Tree,350.5,1135.3806690644274,914.3769423558898,0.9105321497666476,0.9255639097744361,0.12899749373433583,0.06671679197994988,0.05539037963865746,0.942908653846154,0.3966234198270127,0.10336538461538462,0.9859447771124418,0.9170673076923077,0.04460962036134255,0.02840818724843954,kNN,0.1,adv_0.025,OoD Val,resnet
0,Base Tree,350.5,1469.1442824876947,1584.857142857143,0.863255035657755,0.8442857142857143,0.22263157894736843,0.16583959899749373,0.14580957570895628,0.942908653846154,0.3966234198270127,0.10336538461538462,0.9859447771124418,0.9170673076923077,0.05427004409110202,0.028145932849406356,kNN,0.2,adv_0.025,OoD Val,resnet
1,Detector Tree,350.5,1210.082911636101,980.9112781954886,0.8628284048645926,0.8442857142857143,0.22263157894736843,0.16583959899749373,0.14580957570895628,0.942908653846154,0.3966234198270127,0.10336538461538462,0.9859447771124418,0.9170673076923077,0.05427004409110202,0.027869672230832723,kNN,0.2,adv_0.025,OoD Val,resnet
0,Base Tree,350.5,1802.280403313229,2174.370927318296,0.8086425568338969,0.7476441102756892,0.31601503759398497,0.2692481203007519,0.2457802053781166,0.942908653846154,0.3966234198270127,0.10336538461538462,0.9859447771124418,0.9170673076923077,0.06046290778775069,0.06099844655820763,kNN,0.30000000000000004,adv_0.025,OoD Val,resnet
1,Detector Tree,350.5,1292.6763271071072,1093.0045112781954,0.8100854739085636,0.7476441102756892,0.31601503759398497,0.2692481203007519,0.2457802053781166,0.942908653846154,0.3966234198270127,0.10336538461538462,0.9859447771124418,0.9170673076923077,0.06046290778775069,0.062441363632874294,kNN,0.30000000000000004,adv_0.025,OoD Val,resnet
0,Base Tree,350.5,2280.8854209728324,2897.809523809524,0.7301827178733061,0.6290476190476191,0.4476942355889724,0.40406015037593984,0.38940451384302666,0.942908653846154,0.3966234198270127,0.10336538461538462,0.9859447771124418,0.9170673076923077,0.0347660299877449,0.10113509882568708,kNN,0.4,adv_0.025,OoD Val,resnet
1,Detector Tree,350.5,1411.3353994770164,1253.6531328320802,0.7343115490064078,0.6290476190476191,0.4476942355889724,0.40406015037593984,0.38940451384302666,0.942908653846154,0.3966234198270127,0.10336538461538462,0.9859447771124418,0.9170673076923077,0.0347660299877449,0.10526392995878871,kNN,0.4,adv_0.025,OoD Val,resnet
