Dataset,feature_name,Threshold Method,OoD Val Fold,InD Val Fold,OoD Test Fold,InD Test Fold,Shift,Shift Intensity,tpr,tnr,ba
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.025,ind_val,contrast,0.025,0.26071428571428573,0.7035714285714285,0.4821428571428571
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.05,ind_val,contrast,0.05,0.2571428571428571,0.7035714285714285,0.4803571428571428
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.07500000000000001,ind_val,contrast,0.07500000000000001,0.2642857142857143,0.7035714285714285,0.4839285714285714
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.1,ind_val,contrast,0.1,0.26785714285714285,0.7035714285714285,0.48571428571428565
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.125,ind_val,contrast,0.125,0.2714285714285714,0.7035714285714285,0.48749999999999993
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.15000000000000002,ind_val,contrast,0.15000000000000002,0.2785714285714286,0.7035714285714285,0.49107142857142855
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.17500000000000002,ind_val,contrast,0.17500000000000002,0.2910714285714286,0.7035714285714285,0.4973214285714286
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.2,ind_val,contrast,0.2,0.3,0.7035714285714285,0.5017857142857143
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.225,ind_val,contrast,0.225,0.3125,0.7035714285714285,0.5080357142857143
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.25,ind_val,contrast,0.25,0.325,0.7035714285714285,0.5142857142857142
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.275,ind_val,contrast,0.275,0.3392857142857143,0.7035714285714285,0.5214285714285714
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.30000000000000004,ind_val,contrast,0.30000000000000004,0.3464285714285714,0.7035714285714285,0.5249999999999999
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.325,ind_val,contrast,0.325,0.36607142857142855,0.7035714285714285,0.5348214285714286
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.35000000000000003,ind_val,contrast,0.35000000000000003,0.36607142857142855,0.7035714285714285,0.5348214285714286
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.375,ind_val,contrast,0.375,0.35892857142857143,0.7035714285714285,0.53125
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.4,ind_val,contrast,0.4,0.3517857142857143,0.7035714285714285,0.5276785714285714
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.42500000000000004,ind_val,contrast,0.42500000000000004,0.34464285714285714,0.7035714285714285,0.5241071428571429
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.45,ind_val,contrast,0.45,0.3410714285714286,0.7035714285714285,0.5223214285714286
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.47500000000000003,ind_val,contrast,0.47500000000000003,0.33214285714285713,0.7035714285714285,0.5178571428571428
Office31,Entropy,val_optimal,webcam,ind_val,contrast_0.5,ind_val,contrast,0.5,0.3267857142857143,0.7035714285714285,0.5151785714285714
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.025,ind_val,hue,0.025,0.26785714285714285,0.7035714285714285,0.48571428571428565
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.05,ind_val,hue,0.05,0.2714285714285714,0.7035714285714285,0.48749999999999993
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.07500000000000001,ind_val,hue,0.07500000000000001,0.2714285714285714,0.7035714285714285,0.48749999999999993
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.1,ind_val,hue,0.1,0.2857142857142857,0.7035714285714285,0.4946428571428571
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.125,ind_val,hue,0.125,0.29285714285714287,0.7035714285714285,0.4982142857142857
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.15000000000000002,ind_val,hue,0.15000000000000002,0.29285714285714287,0.7035714285714285,0.4982142857142857
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.17500000000000002,ind_val,hue,0.17500000000000002,0.3,0.7035714285714285,0.5017857142857143
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.2,ind_val,hue,0.2,0.3,0.7035714285714285,0.5017857142857143
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.225,ind_val,hue,0.225,0.3,0.7035714285714285,0.5017857142857143
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.25,ind_val,hue,0.25,0.29285714285714287,0.7035714285714285,0.4982142857142857
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.275,ind_val,hue,0.275,0.29285714285714287,0.7035714285714285,0.4982142857142857
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.30000000000000004,ind_val,hue,0.30000000000000004,0.29285714285714287,0.7035714285714285,0.4982142857142857
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.325,ind_val,hue,0.325,0.3,0.7035714285714285,0.5017857142857143
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.35000000000000003,ind_val,hue,0.35000000000000003,0.30714285714285716,0.7035714285714285,0.5053571428571428
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.375,ind_val,hue,0.375,0.30714285714285716,0.7035714285714285,0.5053571428571428
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.4,ind_val,hue,0.4,0.3107142857142857,0.7035714285714285,0.5071428571428571
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.42500000000000004,ind_val,hue,0.42500000000000004,0.33214285714285713,0.7035714285714285,0.5178571428571428
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.45,ind_val,hue,0.45,0.34285714285714286,0.7035714285714285,0.5232142857142856
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.47500000000000003,ind_val,hue,0.47500000000000003,0.35,0.7035714285714285,0.5267857142857142
Office31,Entropy,val_optimal,webcam,ind_val,hue_0.5,ind_val,hue,0.5,0.3464285714285714,0.7035714285714285,0.5249999999999999
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.025,ind_val,brightness,0.025,0.2571428571428571,0.7035714285714285,0.4803571428571428
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.05,ind_val,brightness,0.05,0.2642857142857143,0.7035714285714285,0.4839285714285714
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.07500000000000001,ind_val,brightness,0.07500000000000001,0.2714285714285714,0.7035714285714285,0.48749999999999993
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.1,ind_val,brightness,0.1,0.2892857142857143,0.7035714285714285,0.49642857142857144
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.125,ind_val,brightness,0.125,0.3142857142857143,0.7035714285714285,0.5089285714285714
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.15000000000000002,ind_val,brightness,0.15000000000000002,0.325,0.7035714285714285,0.5142857142857142
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.17500000000000002,ind_val,brightness,0.17500000000000002,0.33214285714285713,0.7035714285714285,0.5178571428571428
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.2,ind_val,brightness,0.2,0.3357142857142857,0.7035714285714285,0.5196428571428571
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.225,ind_val,brightness,0.225,0.35,0.7035714285714285,0.5267857142857142
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.25,ind_val,brightness,0.25,0.3535714285714286,0.7035714285714285,0.5285714285714286
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.275,ind_val,brightness,0.275,0.35714285714285715,0.7035714285714285,0.5303571428571429
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.30000000000000004,ind_val,brightness,0.30000000000000004,0.3535714285714286,0.7035714285714285,0.5285714285714286
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.325,ind_val,brightness,0.325,0.3535714285714286,0.7035714285714285,0.5285714285714286
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.35000000000000003,ind_val,brightness,0.35000000000000003,0.36428571428571427,0.7035714285714285,0.5339285714285714
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.375,ind_val,brightness,0.375,0.3464285714285714,0.7035714285714285,0.5249999999999999
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.4,ind_val,brightness,0.4,0.325,0.7035714285714285,0.5142857142857142
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.42500000000000004,ind_val,brightness,0.42500000000000004,0.2857142857142857,0.7035714285714285,0.4946428571428571
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.45,ind_val,brightness,0.45,0.2571428571428571,0.7035714285714285,0.4803571428571428
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.47500000000000003,ind_val,brightness,0.47500000000000003,0.25357142857142856,0.7035714285714285,0.47857142857142854
Office31,Entropy,val_optimal,webcam,ind_val,brightness_0.5,ind_val,brightness,0.5,0.2642857142857143,0.7035714285714285,0.4839285714285714
Office31,Entropy,val_optimal,webcam,ind_val,webcam,ind_val,webcam,Organic,0.8409090909090909,0.7035714285714285,0.7722402597402598
Office31,Entropy,val_optimal,webcam,ind_val,dslr,ind_val,dslr,Organic,0.7419354838709677,0.7035714285714285,0.7227534562211981
Office31,Entropy,val_optimal,webcam,ind_val,saltpepper_0.025,ind_val,saltpepper,0.025,0.24285714285714285,0.7035714285714285,0.4732142857142857
Office31,Entropy,val_optimal,webcam,ind_val,saltpepper_0.05,ind_val,saltpepper,0.05,0.03214285714285714,0.7035714285714285,0.3678571428571428
Office31,Entropy,val_optimal,webcam,ind_val,saltpepper_0.07500000000000001,ind_val,saltpepper,0.07500000000000001,0.0035714285714285713,0.7035714285714285,0.35357142857142854
Office31,Entropy,val_optimal,webcam,ind_val,saltpepper_0.1,ind_val,saltpepper,0.1,0.0035714285714285713,0.7035714285714285,0.35357142857142854
