,feature,monotonic_pred_loss,monotonic_pred_loss_lower,monotonic_pred_loss_upper,Dataset,train_shift,feature_name,sample_size
0,34.90868440270424,0.4191450777774576,0.24707088102789224,0.5912192745270229,Polyp,CVC-ClinicDB,energy,16
1,35.21508316138778,0.41509008623841037,0.2502255219069113,0.5799546505699095,Polyp,CVC-ClinicDB,energy,16
2,35.521481920071324,0.41091478776338564,0.25243999071730083,0.5693895848094704,Polyp,CVC-ClinicDB,energy,16
3,35.827880678754866,0.406617555979596,0.25366944165041627,0.5595656703087757,Polyp,CVC-ClinicDB,energy,16
4,36.13427943743841,0.40219676451425385,0.2539155705350066,0.5504779584935011,Polyp,CVC-ClinicDB,energy,16
5,36.44067819612195,0.3976507869945717,0.2532226528148903,0.542078921174253,Polyp,CVC-ClinicDB,energy,16
6,36.74707695480549,0.39297815608999026,0.251665942913462,0.5342903692665185,Polyp,CVC-ClinicDB,energy,16
7,37.05347571348903,0.3882238919242262,0.2493617733068281,0.5270860105416243,Polyp,CVC-ClinicDB,energy,16
8,37.35987447217257,0.38354384349228227,0.24649893968861267,0.5205887472959518,Polyp,CVC-ClinicDB,energy,16
9,37.66627323085611,0.37911002319191583,0.24329562304806074,0.5149244233357709,Polyp,CVC-ClinicDB,energy,16
10,37.972671989539656,0.3750944434208838,0.240002909458353,0.5101859773834146,Polyp,CVC-ClinicDB,energy,16
11,38.2790707482232,0.3716691165769433,0.23690656242920147,0.5064316707246851,Polyp,CVC-ClinicDB,energy,16
12,38.58546950690674,0.3690036954646167,0.23431433755463593,0.5036930533745975,Polyp,CVC-ClinicDB,energy,16
13,38.89186826559028,0.36714435843319887,0.23241026471326456,0.5018784521531332,Polyp,CVC-ClinicDB,energy,16
14,39.198267024273825,0.365955638849101,0.23115163915917658,0.5007596385390254,Polyp,CVC-ClinicDB,energy,16
15,39.50466578295737,0.36528753017783155,0.2304301184052238,0.5001449419504393,Polyp,CVC-ClinicDB,energy,16
16,39.81106454164091,0.3649900258848988,0.23010556376563684,0.4998744880041608,Polyp,CVC-ClinicDB,energy,16
17,40.11746330032445,0.3649131194358111,0.2300213374836855,0.49980490138793676,Polyp,CVC-ClinicDB,energy,16
18,40.423862059007995,0.3649081398982424,0.2300169233494471,0.49979935644703766,Polyp,CVC-ClinicDB,energy,16
19,40.73026081769153,0.36485327495131803,0.229980862768199,0.49972568713443705,Polyp,CVC-ClinicDB,energy,16
20,41.03665957637507,0.3646515867194345,0.2298475239339545,0.4994556495049145,Polyp,CVC-ClinicDB,energy,16
21,41.343058335058615,0.36420707536307695,0.22954933031423105,0.4988648204119228,Polyp,CVC-ClinicDB,energy,16
22,41.64945709374216,0.36342374104273134,0.22900932359593634,0.49783815848952634,Polyp,CVC-ClinicDB,energy,16
23,41.9558558524257,0.3622055839188825,0.22813255424962314,0.4962786135881419,Polyp,CVC-ClinicDB,energy,16
24,42.26225461110924,0.3604734866802957,0.22680771650295337,0.49413925685763804,Polyp,CVC-ClinicDB,energy,16
25,42.568653369792784,0.3583190819849126,0.2250306812710958,0.49160748269872934,Polyp,CVC-ClinicDB,energy,16
26,42.87505212847633,0.35593314826438954,0.22289419441794944,0.48897210211082964,Polyp,CVC-ClinicDB,energy,16
27,43.18145088715987,0.3535076851980889,0.22053984327895026,0.4864755271172275,Polyp,CVC-ClinicDB,energy,16
28,43.48784964584341,0.35123469246537203,0.21816624030361395,0.4843031446271301,Polyp,CVC-ClinicDB,energy,16
29,43.794248404526954,0.34930616974560114,0.21602571326450176,0.4825866262267005,Polyp,CVC-ClinicDB,energy,16
30,44.100647163210496,0.34786954427907213,0.2143601628574853,0.481378925700659,Polyp,CVC-ClinicDB,energy,16
31,44.40704592189404,0.3468177776006227,0.2131385494785346,0.4804970057227108,Polyp,CVC-ClinicDB,energy,16
32,44.71344468057758,0.34595366945501604,0.21220334228159893,0.47970399662843316,Polyp,CVC-ClinicDB,energy,16
33,45.01984343926112,0.3450799139338258,0.21136832135384992,0.4787915065138017,Polyp,CVC-ClinicDB,energy,16
34,45.32624219794466,0.34399920512862603,0.21042075147034517,0.4775776587869069,Polyp,CVC-ClinicDB,energy,16
35,45.6326409566282,0.3425142480092139,0.20911958438618652,0.47590891163224125,Polyp,CVC-ClinicDB,energy,16
36,45.93903971531174,0.3404911458290868,0.20725613562549008,0.47372615603268353,Polyp,CVC-ClinicDB,energy,16
37,46.245438473995286,0.33800870373625064,0.20483430422908067,0.4711831032434206,Polyp,CVC-ClinicDB,energy,16
38,46.55183723267883,0.33519028408015933,0.201951492306373,0.46842907585394566,Polyp,CVC-ClinicDB,energy,16
39,46.85823599136237,0.3321592492102665,0.19876725250534963,0.4655512459151834,Polyp,CVC-ClinicDB,energy,16
40,47.16463475004591,0.32903896147602596,0.1954927269413209,0.462585196010731,Polyp,CVC-ClinicDB,energy,16
41,47.471033508729455,0.3259526395670137,0.1923588420670155,0.4595464370670119,Polyp,CVC-ClinicDB,energy,16
42,47.777432267413,0.32300328877906026,0.18950981799982192,0.4564967595582986,Polyp,CVC-ClinicDB,energy,16
43,48.08383102609654,0.32025303419401707,0.1869230109063668,0.4535830574816674,Polyp,CVC-ClinicDB,energy,16
44,48.390229784780075,0.31775906931949255,0.18455440104360218,0.4509637375953829,Polyp,CVC-ClinicDB,energy,16
45,48.69662854346362,0.31557858766309477,0.18239450372281305,0.44876267160337646,Polyp,CVC-ClinicDB,energy,16
46,49.00302730214716,0.31376878273243214,0.18049032029466144,0.44704724517020283,Polyp,CVC-ClinicDB,energy,16
47,49.3094260608307,0.3123852604087246,0.17894460258632508,0.44582591823112416,Polyp,CVC-ClinicDB,energy,16
48,49.615824819514245,0.3114259906437837,0.17782380190215913,0.44502817938540823,Polyp,CVC-ClinicDB,energy,16
49,49.92222357819779,0.31081635229715354,0.1770906733337337,0.44454203126057334,Polyp,CVC-ClinicDB,energy,16
50,50.22862233688133,0.310477095580016,0.17667570333897425,0.4442784878210578,Polyp,CVC-ClinicDB,energy,16
51,50.53502109556487,0.3103289707035528,0.17649295553504354,0.4441649858720621,Polyp,CVC-ClinicDB,energy,16
