,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,test_set,val_set,Model
0,Base Tree,350.5,3003.130221217252,2558.4110275689222,0.6117819309479916,0.6846867167919799,0.5168671679197996,0.0,0.2742957412912125,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.2742957412912125,0.07913592466577725,kNN,0.0,saltpepper_0.025,Clipart,vit
1,Detector Tree,350.5,2247.048784492585,2336.364912280702,0.6048472999261387,0.6846867167919799,0.5168671679197996,0.0,0.2742957412912125,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.2742957412912125,0.08399106869760807,kNN,0.0,saltpepper_0.025,Clipart,vit
0,Base Tree,350.5,3051.088614140505,2700.7443609022557,0.6039198993212288,0.6613533834586466,0.5490977443609023,0.07904761904761905,0.29513253676827716,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.19513253676827713,0.06879235533205678,kNN,0.1,saltpepper_0.025,Clipart,vit
1,Detector Tree,350.5,2251.5539044164598,2319.272681704261,0.5973668771553066,0.6613533834586466,0.5490977443609023,0.07904761904761905,0.29513253676827716,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.19513253676827713,0.0727386610642527,kNN,0.1,saltpepper_0.025,Clipart,vit
0,Base Tree,350.5,3112.480700923281,2965.2305764411026,0.5938556227994621,0.6179949874686718,0.5629573934837093,0.18411027568922309,0.32180595675234586,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.12180595675234583,0.06164046096255568,kNN,0.2,saltpepper_0.025,Clipart,vit
1,Detector Tree,350.5,2257.3209599092474,2362.477192982456,0.5877911024905114,0.6179949874686718,0.5629573934837093,0.18411027568922309,0.32180595675234586,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.12180595675234583,0.06324423551293372,kNN,0.2,saltpepper_0.025,Clipart,vit
0,Base Tree,350.5,3257.0806636189236,3265.3383458646617,0.5701507108821438,0.568796992481203,0.5847117794486216,0.2945363408521303,0.38463124477861305,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.08489401021934666,0.050521720267507696,kNN,0.30000000000000004,saltpepper_0.025,Clipart,vit
1,Detector Tree,350.5,2270.904404499939,2444.6666666666665,0.5652367843059773,0.568796992481203,0.5847117794486216,0.2945363408521303,0.38463124477861305,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.08489401021934666,0.0508667380357094,kNN,0.30000000000000004,saltpepper_0.025,Clipart,vit
0,Base Tree,350.5,3251.923542235577,3448.6441102756894,0.5709961406171186,0.5387468671679199,0.5954636591478697,0.38654135338345863,0.38239059664665526,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.05071498902294502,0.05111974237380707,kNN,0.4,saltpepper_0.025,Clipart,vit
1,Detector Tree,350.5,2270.4199543572677,2517.713784461153,0.5660411784042046,0.5387468671679199,0.5954636591478697,0.38654135338345863,0.38239059664665526,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.05071498902294502,0.04822388822884428,kNN,0.4,saltpepper_0.025,Clipart,vit
0,Base Tree,350.5,3192.7227772704796,3734.3809523809523,0.5807011840540197,0.49190476190476196,0.6213784461152883,0.49270676691729326,0.35666925453167786,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.144891235841542,0.09557388158884153,kNN,0.5,saltpepper_0.025,Clipart,vit
1,Detector Tree,350.5,2264.8587474548667,2579.9062656641604,0.575275156511108,0.49190476190476196,0.6213784461152883,0.49270676691729326,0.35666925453167786,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.144891235841542,0.09052699951595969,kNN,0.5,saltpepper_0.025,Clipart,vit
0,Base Tree,350.5,3655.3347078721777,3517.74686716792,0.5048631626439053,0.5274185463659148,0.6741604010025063,0.6134586466165414,0.5576632744652326,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.05996448485554976,0.04593946091182589,kNN,0.6000000000000001,saltpepper_0.025,Clipart,vit
1,Detector Tree,350.5,2308.3156295257672,2359.0220551378447,0.5031181760787286,0.5274185463659148,0.6741604010025063,0.6134586466165414,0.5576632744652326,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.05996448485554976,0.04593622205050994,kNN,0.6000000000000001,saltpepper_0.025,Clipart,vit
0,Base Tree,350.5,3716.0173173027306,3701.0526315789475,0.49491519388479827,0.49736842105263157,0.6849122807017544,0.7054636591478697,0.5840284432010255,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.11597155679897453,0.033653121246987674,kNN,0.7000000000000001,saltpepper_0.025,Clipart,vit
1,Detector Tree,350.5,2314.01603806981,2432.0691729323307,0.49365306380725943,0.49736842105263157,0.6849122807017544,0.7054636591478697,0.5840284432010255,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.11597155679897453,0.03302121709277947,kNN,0.7000000000000001,saltpepper_0.025,Clipart,vit
0,Base Tree,350.5,3873.547153715468,4001.160401002506,0.46909063053844785,0.4481704260651629,0.7066666666666667,0.815889724310777,0.6524714577140522,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.14752854228594775,0.03325364358354977,kNN,0.8,saltpepper_0.025,Clipart,vit
1,Detector Tree,350.5,2328.8140903265526,2514.2586466165412,0.46908197825664366,0.4481704260651629,0.7066666666666667,0.815889724310777,0.6524714577140522,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.14752854228594775,0.03300165672101227,kNN,0.8,saltpepper_0.025,Clipart,vit
0,Base Tree,350.5,3964.374993469893,4265.646616541353,0.4542008207426405,0.404812030075188,0.7205263157894737,0.9209523809523809,0.6919340210992596,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.20806597890074052,0.05330858498528844,kNN,0.9,saltpepper_0.025,Clipart,vit
1,Detector Tree,350.5,2337.346284288409,2557.463157894737,0.45491489301232013,0.404812030075188,0.7205263157894737,0.9209523809523809,0.6919340210992596,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.20806597890074052,0.0535910477648489,kNN,0.9,saltpepper_0.025,Clipart,vit
0,Base Tree,350.5,4211.207973025712,4407.979949874687,0.4137363978646373,0.38147869674185464,0.7527568922305765,1.0,0.7991771541256238,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.2008228458743761,0.03783590875426444,kNN,1.0,saltpepper_0.025,Clipart,vit
1,Detector Tree,350.5,2360.533303416547,2540.370927318296,0.41641454034586456,0.38147869674185464,0.7527568922305765,1.0,0.7991771541256238,0.7152777777777779,0.33796296296296297,0.39814814814814814,0.8078703703703703,0.4907407407407407,0.2008228458743761,0.03977019402736472,kNN,1.0,saltpepper_0.025,Clipart,vit
0,Base Tree,350.5,3003.130221217252,2558.4110275689222,0.6117819309479916,0.6846867167919799,0.5168671679197996,0.0,0.2742957412912125,0.7152777777777779,0.33796296296296297,0.3726851851851852,0.8078703703703703,0.4907407407407407,0.2742957412912125,0.07913592466577725,kNN,0.0,saltpepper_0.05,Clipart,vit
1,Detector Tree,350.5,2247.048784492585,2336.364912280702,0.6048472999261387,0.6846867167919799,0.5168671679197996,0.0,0.2742957412912125,0.7152777777777779,0.33796296296296297,0.3726851851851852,0.8078703703703703,0.4907407407407407,0.2742957412912125,0.08399106869760807,kNN,0.0,saltpepper_0.05,Clipart,vit
0,Base Tree,350.5,2966.3703107593124,2734.378446115288,0.6178081457771619,0.6558395989974938,0.5399498746867167,0.07904761904761905,0.25832442346175505,0.7152777777777779,0.33796296296296297,0.3726851851851852,0.8078703703703703,0.4907407407407407,0.15832442346175504,0.06503536919746968,kNN,0.1,saltpepper_0.05,Clipart,vit
1,Detector Tree,350.5,2243.5956286441624,2361.773934837093,0.6105810131404943,0.6558395989974938,0.5399498746867167,0.07904761904761905,0.25832442346175505,0.7152777777777779,0.33796296296296297,0.3726851851851852,0.8078703703703703,0.4907407407407407,0.15832442346175504,0.06796537188400487,kNN,0.1,saltpepper_0.05,Clipart,vit
0,Base Tree,350.5,3035.5465794996385,2906.8295739348373,0.6064677738525183,0.6275689223057644,0.5541854636591479,0.18411027568922309,0.2883798877037554,0.7152777777777779,0.33796296296296297,0.3726851851851852,0.8078703703703703,0.4907407407407407,0.09101773814380901,0.04858476473087686,kNN,0.2,saltpepper_0.05,Clipart,vit
1,Detector Tree,350.5,2250.093915337381,2371.038596491228,0.5997910824454764,0.6275689223057644,0.5541854636591479,0.18411027568922309,0.2883798877037554,0.7152777777777779,0.33796296296296297,0.3726851851851852,0.8078703703703703,0.4907407407407407,0.09101773814380901,0.05075690109463178,kNN,0.2,saltpepper_0.05,Clipart,vit
0,Base Tree,350.5,3238.809417259053,3188.285714285714,0.573145997170647,0.5814285714285714,0.5853634085213033,0.2945363408521303,0.3766928173146042,0.7152777777777779,0.33796296296296297,0.3726851851851852,0.8078703703703703,0.4907407407407407,0.07669281731460414,0.03052845123323667,kNN,0.30000000000000004,saltpepper_0.05,Clipart,vit
1,Detector Tree,350.5,2269.188038479468,2362.752380952381,0.5680866847924382,0.5814285714285714,0.5853634085213033,0.2945363408521303,0.3766928173146042,0.7152777777777779,0.33796296296296297,0.3726851851851852,0.8078703703703703,0.4907407407407407,0.07669281731460414,0.03166075451133407,kNN,0.30000000000000004,saltpepper_0.05,Clipart,vit
0,Base Tree,350.5,3284.8446149971537,3399.1102756892233,0.5655992434430895,0.5468671679197995,0.6032330827067669,0.38654135338345863,0.3966940296477627,0.7152777777777779,0.33796296296296297,0.3726851851851852,0.8078703703703703,0.4907407407407407,0.060238938431349726,0.04349578087661015,kNN,0.4,saltpepper_0.05,Clipart,vit
1,Detector Tree,350.5,2273.512497117215,2399.0771929824564,0.5609062368993879,0.5468671679197995,0.6032330827067669,0.38654135338345863,0.3966940296477627,0.7152777777777779,0.33796296296296297,0.3726851851851852,0.8078703703703703,0.4907407407407407,0.060238938431349726,0.040094752191094075,kNN,0.4,saltpepper_0.05,Clipart,vit
0,Base Tree,350.5,3301.8483178661545,3626.5989974937343,0.5628117511694828,0.5095739348370927,0.6327067669172933,0.49270676691729326,0.40408173923180024,0.7152777777777779,0.33796296296296297,0.3726851851851852,0.8078703703703703,0.4907407407407407,0.1290019933554818,0.07594892442130309,kNN,0.5,saltpepper_0.05,Clipart,vit
1,Detector Tree,350.5,2275.1097925206986,2426.779448621554,0.55825404448057,0.5095739348370927,0.6327067669172933,0.49270676691729326,0.40408173923180024,0.7152777777777779,0.33796296296296297,0.3726851851851852,0.8078703703703703,0.4907407407407407,0.1290019933554818,0.07209384260117964,kNN,0.5,saltpepper_0.05,Clipart,vit
0,Base Tree,350.5,3699.299802197137,3720.1629072681703,0.4976557701316168,0.49423558897243103,0.677719298245614,0.6134586466165414,0.5767650754793959,0.7152777777777779,0.33796296296296297,0.3726851851851852,0.8078703703703703,0.4907407407407407,0.08926405937323934,0.044339077596373955,kNN,0.6000000000000001,saltpepper_0.05,Clipart,vit
1,Detector Tree,350.5,2312.445626598758,2353.42656641604,0.4962606174187354,0.49423558897243103,0.677719298245614,0.6134586466165414,0.5767650754793959,0.7152777777777779,0.33796296296296297,0.3726851851851852,0.8078703703703703,0.4907407407407407,0.08926405937323934,0.04298745229694827,kNN,0.6000000000000001,saltpepper_0.05,Clipart,vit
