,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,test_set,val_set,Model
0,Base Tree,350.5,1909.7079666557697,1294.3809523809523,0.7910314808761033,0.8919047619047619,0.1631829573934837,0.0,0.17151016672115066,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.17151016672115066,0.1008732810286586,Entropy,0.0,EtisLaribDB,EtisLaribDB,segformer
1,Detector Tree,350.5,1486.201336750572,1319.7899749373432,0.7899525873317359,0.8919047619047619,0.1631829573934837,0.0,0.17151016672115066,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.17151016672115066,0.10195217457302598,Entropy,0.0,EtisLaribDB,EtisLaribDB,segformer
0,Base Tree,350.5,2216.0945750245173,1802.7142857142858,0.7408041680287676,0.8085714285714286,0.25967418546365917,0.107468671679198,0.27410212487741087,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.17410212487741086,0.06776726054266098,Entropy,0.1,EtisLaribDB,EtisLaribDB,segformer
1,Detector Tree,350.5,1546.5573256445462,1536.424060150376,0.7378835777284005,0.8085714285714286,0.25967418546365917,0.107468671679198,0.27410212487741087,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.17410212487741086,0.07068785084302816,Entropy,0.1,EtisLaribDB,EtisLaribDB,segformer
0,Base Tree,350.5,2326.130578620464,2056.1929824561403,0.722765478914678,0.7670175438596492,0.3033082706766917,0.19042606516290728,0.3109471068976789,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.11094710689767892,0.046876642693690754,Entropy,0.2,EtisLaribDB,EtisLaribDB,segformer
1,Detector Tree,350.5,1568.233637955759,1648.0586466165414,0.7191834597354679,0.7670175438596492,0.3033082706766917,0.19042606516290728,0.3109471068976789,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.11094710689767892,0.049727946864679864,Entropy,0.2,EtisLaribDB,EtisLaribDB,segformer
0,Base Tree,350.5,2639.79168791544,2277.2606516290725,0.671345624931895,0.7307769423558896,0.40802005012531334,0.282531328320802,0.4159748937561294,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.11597489375612934,0.060209153318077746,Entropy,0.30000000000000004,EtisLaribDB,EtisLaribDB,segformer
1,Detector Tree,350.5,1630.0226519399948,1519.8822055137844,0.6658781818089053,0.7307769423558896,0.40802005012531334,0.282531328320802,0.4159748937561294,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.11597489375612934,0.06532790299688304,Entropy,0.30000000000000004,EtisLaribDB,EtisLaribDB,segformer
0,Base Tree,350.5,2899.9335894083024,2459.9548872180453,0.6286994115724094,0.7008270676691729,0.4820050125313283,0.39017543859649123,0.5030820529584831,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.10308205295848306,0.07217649013838942,Entropy,0.4,EtisLaribDB,EtisLaribDB,segformer
1,Detector Tree,350.5,1681.268761556064,1597.1488721804512,0.6216682496608283,0.7008270676691729,0.4820050125313283,0.39017543859649123,0.5030820529584831,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.10308205295848306,0.07915881800834465,Entropy,0.4,EtisLaribDB,EtisLaribDB,segformer
0,Base Tree,350.5,3241.4946044458966,2939.3934837092734,0.5727058025498529,0.6222305764411028,0.5950877192982456,0.5140601503759399,0.6174519777705132,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.11745197777051312,0.05678568159529255,Entropy,0.5,EtisLaribDB,EtisLaribDB,segformer
1,Detector Tree,350.5,1748.5538590999233,1712.0245614035089,0.563621509737023,0.6222305764411028,0.5950877192982456,0.5140601503759399,0.6174519777705132,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.11745197777051312,0.06346198969028413,Entropy,0.5,EtisLaribDB,EtisLaribDB,segformer
0,Base Tree,350.5,3418.1312648468993,3295.9147869674184,0.5437489729759182,0.5637844611528822,0.6542606516290728,0.6098245614035087,0.6765978424321673,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.07659784243216718,0.0351479541244415,Entropy,0.6000000000000001,EtisLaribDB,EtisLaribDB,segformer
1,Detector Tree,350.5,1783.350028456649,1685.9122807017543,0.5336029132465014,0.5637844611528822,0.6542606516290728,0.6098245614035087,0.6765978424321673,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.07659784243216718,0.040196728268107204,Entropy,0.6000000000000001,EtisLaribDB,EtisLaribDB,segformer
0,Base Tree,350.5,3779.5108820965447,3509.9498746867166,0.48450641277105816,0.5286967418546367,0.7604260651629073,0.7174686716791979,0.7976039228506046,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.09760392285060461,0.051482347172278474,Entropy,0.7000000000000001,EtisLaribDB,EtisLaribDB,segformer
1,Detector Tree,350.5,1854.53925007882,1753.363909774436,0.47218809207920376,0.5286967418546367,0.7604260651629073,0.7174686716791979,0.7976039228506046,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.09760392285060461,0.06035620231514531,Entropy,0.7000000000000001,EtisLaribDB,EtisLaribDB,segformer
0,Base Tree,350.5,3950.000065925683,4117.045112781955,0.4565573662416913,0.4291729323308271,0.8200000000000001,0.8095739348370927,0.8546913370382476,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.054691337038247606,0.04059364716138175,Entropy,0.8,EtisLaribDB,EtisLaribDB,segformer
1,Detector Tree,350.5,1888.1244101500124,1851.7283208020049,0.44321423125242715,0.4291729323308271,0.8200000000000001,0.8095739348370927,0.8546913370382476,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.054691337038247606,0.03666702129942623,Entropy,0.8,EtisLaribDB,EtisLaribDB,segformer
0,Base Tree,350.5,4117.750963277759,3924.872180451128,0.4290572191347936,0.4606766917293233,0.8739097744360902,0.8925313283208021,0.9108618502778685,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.020632886564236685,0.06414540699575023,Entropy,0.9,EtisLaribDB,EtisLaribDB,segformer
1,Detector Tree,350.5,1921.170147205695,1832.495739348371,0.4147057297493819,0.4606766917293233,0.8739097744360902,0.8925313283208021,0.9108618502778685,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.020632886564236685,0.06998188342130258,Entropy,0.9,EtisLaribDB,EtisLaribDB,segformer
0,Base Tree,350.5,4291.990516554065,4428.160401002507,0.4004933579419564,0.3781704260651629,0.958295739348371,1.0,0.9692050561185572,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.030794943881442802,0.033771841969053085,Entropy,1.0,EtisLaribDB,EtisLaribDB,segformer
1,Detector Tree,350.5,1955.4941034596152,1921.3814536340853,0.38509451070450174,0.3781704260651629,0.958295739348371,1.0,0.9692050561185572,0.875,0.38541666666666674,0.38541666666666674,0.9583333333333335,1.0,0.030794943881442802,0.03203762523796035,Entropy,1.0,EtisLaribDB,EtisLaribDB,segformer
0,Base Tree,350.5,1909.7079666557697,1294.3809523809523,0.7910314808761033,0.8919047619047619,0.1631829573934837,0.0,0.17151016672115066,0.875,0.38541666666666674,0.7697368421052632,0.9583333333333335,1.0,0.17151016672115066,0.1008732810286586,Entropy,0.0,CVC-ClinicDB,EtisLaribDB,segformer
1,Detector Tree,350.5,1486.201336750572,1319.7899749373432,0.7899525873317359,0.8919047619047619,0.1631829573934837,0.0,0.17151016672115066,0.875,0.38541666666666674,0.7697368421052632,0.9583333333333335,1.0,0.17151016672115066,0.10195217457302598,Entropy,0.0,CVC-ClinicDB,EtisLaribDB,segformer
0,Base Tree,350.5,2079.350515418982,1257.5363408521303,0.7632212269804948,0.8979448621553885,0.22729323308270677,0.107468671679198,0.22831408957175545,0.875,0.38541666666666674,0.7697368421052632,0.9583333333333335,1.0,0.12831408957175544,0.13472363517489375,Entropy,0.1,CVC-ClinicDB,EtisLaribDB,segformer
1,Detector Tree,350.5,1519.6197157182812,1259.0345864661654,0.7611226082810361,0.8979448621553885,0.22729323308270677,0.107468671679198,0.22831408957175545,0.875,0.38541666666666674,0.7697368421052632,0.9583333333333335,1.0,0.12831408957175544,0.1368222538743525,Entropy,0.1,CVC-ClinicDB,EtisLaribDB,segformer
0,Base Tree,350.5,2321.6826204097197,1662.9799498746868,0.7234946523918492,0.8314786967418546,0.30152882205513787,0.19042606516290728,0.30945773128473353,0.875,0.38541666666666674,0.7697368421052632,0.9583333333333335,1.0,0.10945773128473352,0.1079840443500054,Entropy,0.2,CVC-ClinicDB,EtisLaribDB,segformer
1,Detector Tree,350.5,1567.3574217340454,1558.1333333333332,0.7199393699889335,0.8314786967418546,0.30152882205513787,0.19042606516290728,0.30945773128473353,0.875,0.38541666666666674,0.7697368421052632,0.9583333333333335,1.0,0.10945773128473352,0.11153932675292112,Entropy,0.2,CVC-ClinicDB,EtisLaribDB,segformer
