Dataset,feature_name,Threshold Method,OoD Val Fold,InD Val Fold,OoD Test Fold,InD Test Fold,Shift,Shift Intensity,tpr,tnr,ba
Office31,Entropy,val_optimal,dslr,ind_val,contrast_0.025,ind_val,contrast,0.025,0.37857142857142856,0.6214285714285714,0.5
Office31,Entropy,val_optimal,dslr,ind_val,contrast_0.05,ind_val,contrast,0.05,0.39107142857142857,0.6214285714285714,0.50625
Office31,Entropy,val_optimal,dslr,ind_val,contrast_0.07500000000000001,ind_val,contrast,0.07500000000000001,0.39285714285714285,0.6214285714285714,0.5071428571428571
Office31,Entropy,val_optimal,dslr,ind_val,contrast_0.1,ind_val,contrast,0.1,0.4107142857142857,0.6214285714285714,0.5160714285714285
Office31,Entropy,val_optimal,dslr,ind_val,contrast_0.125,ind_val,contrast,0.125,0.4089285714285714,0.6214285714285714,0.5151785714285715
Office31,Entropy,val_optimal,dslr,ind_val,contrast_0.15000000000000002,ind_val,contrast,0.15000000000000002,0.4125,0.6214285714285714,0.5169642857142858
Office31,Entropy,val_optimal,dslr,ind_val,contrast_0.17500000000000002,ind_val,contrast,0.17500000000000002,0.4107142857142857,0.6214285714285714,0.5160714285714285
Office31,Entropy,val_optimal,dslr,ind_val,contrast_0.2,ind_val,contrast,0.2,0.41785714285714287,0.6214285714285714,0.5196428571428572
Office31,Entropy,val_optimal,dslr,ind_val,contrast_0.225,ind_val,contrast,0.225,0.44285714285714284,0.6214285714285714,0.5321428571428571
Office31,Entropy,val_optimal,dslr,ind_val,contrast_0.25,ind_val,contrast,0.25,0.38035714285714284,0.6214285714285714,0.5008928571428571
Office31,Entropy,val_optimal,dslr,ind_val,contrast_0.275,ind_val,contrast,0.275,0.4142857142857143,0.6214285714285714,0.5178571428571429
Office31,Entropy,val_optimal,dslr,ind_val,contrast_0.30000000000000004,ind_val,contrast,0.30000000000000004,0.4125,0.6214285714285714,0.5169642857142858
Office31,Entropy,val_optimal,dslr,ind_val,contrast_0.325,ind_val,contrast,0.325,0.4357142857142857,0.6214285714285714,0.5285714285714286
Office31,Entropy,val_optimal,dslr,ind_val,contrast_0.35000000000000003,ind_val,contrast,0.35000000000000003,0.4142857142857143,0.6214285714285714,0.5178571428571429
