Dataset,feature_name,Threshold Method,OoD Val Fold,InD Val Fold,OoD Test Fold,InD Test Fold,Shift,Shift Intensity,tpr,tnr,ba
NICO,kNN,val_optimal,water,ind_val,brightness_0.025,ind_val,brightness,0.025,0.7764423076923077,0.24118589743589747,0.5088141025641026
NICO,kNN,val_optimal,water,ind_val,brightness_0.05,ind_val,brightness,0.05,0.7860576923076923,0.24118589743589747,0.5136217948717949
NICO,kNN,val_optimal,water,ind_val,brightness_0.07500000000000001,ind_val,brightness,0.07500000000000001,0.8149038461538461,0.24118589743589747,0.5280448717948718
NICO,kNN,val_optimal,water,ind_val,brightness_0.1,ind_val,brightness,0.1,0.8333333333333334,0.24118589743589747,0.5372596153846154
NICO,kNN,val_optimal,water,ind_val,brightness_0.125,ind_val,brightness,0.125,0.8485576923076923,0.24118589743589747,0.5448717948717949
NICO,kNN,val_optimal,water,ind_val,brightness_0.15000000000000002,ind_val,brightness,0.15000000000000002,0.8397435897435898,0.24118589743589747,0.5404647435897436
NICO,kNN,val_optimal,water,ind_val,brightness_0.17500000000000002,ind_val,brightness,0.17500000000000002,0.8557692307692307,0.24118589743589747,0.5484775641025641
NICO,kNN,val_optimal,water,ind_val,brightness_0.2,ind_val,brightness,0.2,0.8421474358974359,0.24118589743589747,0.5416666666666667
NICO,kNN,val_optimal,water,ind_val,brightness_0.225,ind_val,brightness,0.225,0.8477564102564102,0.24118589743589747,0.5444711538461539
NICO,kNN,val_optimal,water,ind_val,brightness_0.25,ind_val,brightness,0.25,0.8589743589743589,0.24118589743589747,0.5500801282051282
NICO,kNN,val_optimal,water,ind_val,brightness_0.275,ind_val,brightness,0.275,0.8613782051282052,0.24118589743589747,0.5512820512820513
NICO,kNN,val_optimal,water,ind_val,brightness_0.30000000000000004,ind_val,brightness,0.30000000000000004,0.8629807692307693,0.24118589743589747,0.5520833333333334
NICO,kNN,val_optimal,water,ind_val,brightness_0.325,ind_val,brightness,0.325,0.8597756410256411,0.24118589743589747,0.5504807692307693
NICO,kNN,val_optimal,water,ind_val,brightness_0.35000000000000003,ind_val,brightness,0.35000000000000003,0.8669871794871795,0.24118589743589747,0.5540865384615385
NICO,kNN,val_optimal,water,ind_val,brightness_0.375,ind_val,brightness,0.375,0.8725961538461539,0.24118589743589747,0.5568910256410257
NICO,kNN,val_optimal,water,ind_val,brightness_0.4,ind_val,brightness,0.4,0.8709935897435898,0.24118589743589747,0.5560897435897436
NICO,kNN,val_optimal,water,ind_val,brightness_0.42500000000000004,ind_val,brightness,0.42500000000000004,0.8693910256410257,0.24118589743589747,0.5552884615384616
NICO,kNN,val_optimal,water,ind_val,brightness_0.45,ind_val,brightness,0.45,0.8573717948717948,0.24118589743589747,0.5492788461538461
NICO,kNN,val_optimal,water,ind_val,brightness_0.47500000000000003,ind_val,brightness,0.47500000000000003,0.8725961538461539,0.24118589743589747,0.5568910256410257
NICO,kNN,val_optimal,water,ind_val,brightness_0.5,ind_val,brightness,0.5,0.8685897435897436,0.24118589743589747,0.5548878205128205
NICO,kNN,val_optimal,water,ind_val,hue_0.025,ind_val,hue,0.025,0.8613782051282052,0.24118589743589747,0.5512820512820513
NICO,kNN,val_optimal,water,ind_val,hue_0.05,ind_val,hue,0.05,0.8589743589743589,0.24118589743589747,0.5500801282051282
NICO,kNN,val_optimal,water,ind_val,hue_0.07500000000000001,ind_val,hue,0.07500000000000001,0.8717948717948718,0.24118589743589747,0.5564903846153846
NICO,kNN,val_optimal,water,ind_val,hue_0.1,ind_val,hue,0.1,0.8709935897435898,0.24118589743589747,0.5560897435897436
NICO,kNN,val_optimal,water,ind_val,hue_0.125,ind_val,hue,0.125,0.8709935897435898,0.24118589743589747,0.5560897435897436
NICO,kNN,val_optimal,water,ind_val,hue_0.15000000000000002,ind_val,hue,0.15000000000000002,0.8629807692307693,0.24118589743589747,0.5520833333333334
NICO,kNN,val_optimal,water,ind_val,hue_0.17500000000000002,ind_val,hue,0.17500000000000002,0.8725961538461539,0.24118589743589747,0.5568910256410257
NICO,kNN,val_optimal,water,ind_val,hue_0.2,ind_val,hue,0.2,0.8597756410256411,0.24118589743589747,0.5504807692307693
NICO,kNN,val_optimal,water,ind_val,hue_0.225,ind_val,hue,0.225,0.8717948717948718,0.24118589743589747,0.5564903846153846
NICO,kNN,val_optimal,water,ind_val,hue_0.25,ind_val,hue,0.25,0.8725961538461539,0.24118589743589747,0.5568910256410257
NICO,kNN,val_optimal,water,ind_val,hue_0.275,ind_val,hue,0.275,0.8605769230769231,0.24118589743589747,0.5508814102564104
NICO,kNN,val_optimal,water,ind_val,hue_0.30000000000000004,ind_val,hue,0.30000000000000004,0.875,0.24118589743589747,0.5580929487179487
NICO,kNN,val_optimal,water,ind_val,hue_0.325,ind_val,hue,0.325,0.8637820512820513,0.24118589743589747,0.5524839743589745
NICO,kNN,val_optimal,water,ind_val,hue_0.35000000000000003,ind_val,hue,0.35000000000000003,0.8621794871794872,0.24118589743589747,0.5516826923076923
NICO,kNN,val_optimal,water,ind_val,hue_0.375,ind_val,hue,0.375,0.8645833333333334,0.24118589743589747,0.5528846153846154
NICO,kNN,val_optimal,water,ind_val,hue_0.4,ind_val,hue,0.4,0.8677884615384616,0.24118589743589747,0.5544871794871795
NICO,kNN,val_optimal,water,ind_val,hue_0.42500000000000004,ind_val,hue,0.42500000000000004,0.8685897435897436,0.24118589743589747,0.5548878205128205
NICO,kNN,val_optimal,water,ind_val,hue_0.45,ind_val,hue,0.45,0.8814102564102564,0.24118589743589747,0.5612980769230769
NICO,kNN,val_optimal,water,ind_val,hue_0.47500000000000003,ind_val,hue,0.47500000000000003,0.8645833333333334,0.24118589743589747,0.5528846153846154
NICO,kNN,val_optimal,water,ind_val,hue_0.5,ind_val,hue,0.5,0.8629807692307693,0.24118589743589747,0.5520833333333334
NICO,kNN,val_optimal,water,ind_val,contrast_0.025,ind_val,contrast,0.025,0.7640224358974359,0.24118589743589747,0.5026041666666667
NICO,kNN,val_optimal,water,ind_val,contrast_0.05,ind_val,contrast,0.05,0.7800480769230769,0.24118589743589747,0.5106169871794872
NICO,kNN,val_optimal,water,ind_val,contrast_0.07500000000000001,ind_val,contrast,0.07500000000000001,0.7892628205128205,0.24118589743589747,0.515224358974359
NICO,kNN,val_optimal,water,ind_val,contrast_0.1,ind_val,contrast,0.1,0.8125,0.24118589743589747,0.5268429487179487
NICO,kNN,val_optimal,water,ind_val,contrast_0.125,ind_val,contrast,0.125,0.8201121794871795,0.24118589743589747,0.5306490384615385
NICO,kNN,val_optimal,water,ind_val,contrast_0.15000000000000002,ind_val,contrast,0.15000000000000002,0.8249198717948718,0.24118589743589747,0.5330528846153846
NICO,kNN,val_optimal,water,ind_val,contrast_0.17500000000000002,ind_val,contrast,0.17500000000000002,0.8337339743589743,0.24118589743589747,0.5374599358974359
NICO,kNN,val_optimal,water,ind_val,contrast_0.2,ind_val,contrast,0.2,0.8341346153846154,0.24118589743589747,0.5376602564102564
NICO,kNN,val_optimal,water,ind_val,contrast_0.225,ind_val,contrast,0.225,0.8453525641025641,0.24118589743589747,0.5432692307692308
NICO,kNN,val_optimal,water,ind_val,contrast_0.25,ind_val,contrast,0.25,0.8477564102564102,0.24118589743589747,0.5444711538461539
NICO,kNN,val_optimal,water,ind_val,contrast_0.275,ind_val,contrast,0.275,0.8433493589743589,0.24118589743589747,0.5422676282051282
NICO,kNN,val_optimal,water,ind_val,contrast_0.30000000000000004,ind_val,contrast,0.30000000000000004,0.8497596153846154,0.24118589743589747,0.5454727564102564
NICO,kNN,val_optimal,water,ind_val,contrast_0.325,ind_val,contrast,0.325,0.8529647435897436,0.24118589743589747,0.5470753205128205
NICO,kNN,val_optimal,water,ind_val,contrast_0.35000000000000003,ind_val,contrast,0.35000000000000003,0.8441506410256411,0.24118589743589747,0.5426682692307693
NICO,kNN,val_optimal,water,ind_val,contrast_0.375,ind_val,contrast,0.375,0.8417467948717948,0.24118589743589747,0.5414663461538461
NICO,kNN,val_optimal,water,ind_val,contrast_0.4,ind_val,contrast,0.4,0.8501602564102564,0.24118589743589747,0.5456730769230769
NICO,kNN,val_optimal,water,ind_val,contrast_0.42500000000000004,ind_val,contrast,0.42500000000000004,0.8561698717948718,0.24118589743589747,0.5486778846153846
NICO,kNN,val_optimal,water,ind_val,contrast_0.45,ind_val,contrast,0.45,0.8501602564102564,0.24118589743589747,0.5456730769230769
NICO,kNN,val_optimal,water,ind_val,contrast_0.47500000000000003,ind_val,contrast,0.47500000000000003,0.8521634615384616,0.24118589743589747,0.5466746794871795
NICO,kNN,val_optimal,water,ind_val,contrast_0.5,ind_val,contrast,0.5,0.8513621794871795,0.24118589743589747,0.5462740384615385
NICO,kNN,val_optimal,water,ind_val,multnoise_0.025,ind_val,multnoise,0.025,0.7676282051282052,0.24118589743589747,0.5044070512820513
NICO,kNN,val_optimal,water,ind_val,multnoise_0.05,ind_val,multnoise,0.05,0.7668269230769231,0.24118589743589747,0.5040064102564104
