Dataset,feature_name,Threshold Method,OoD Val Fold,InD Val Fold,OoD Test Fold,InD Test Fold,Shift,Shift Intensity,tpr,tnr,ba
OfficeHome,Entropy,val_optimal,Clipart,ind_val,fog_0.025,ind_val,fog,0.025,0.5578703703703703,0.5949074074074074,0.5763888888888888
OfficeHome,Entropy,val_optimal,Clipart,ind_val,fog_0.05,ind_val,fog,0.05,0.5601851851851852,0.5949074074074074,0.5775462962962963
OfficeHome,Entropy,val_optimal,Clipart,ind_val,fog_0.07500000000000001,ind_val,fog,0.07500000000000001,0.5509259259259259,0.5949074074074074,0.5729166666666667
OfficeHome,Entropy,val_optimal,Clipart,ind_val,fog_0.1,ind_val,fog,0.1,0.5601851851851852,0.5949074074074074,0.5775462962962963
OfficeHome,Entropy,val_optimal,Clipart,ind_val,fog_0.125,ind_val,fog,0.125,0.5555555555555556,0.5949074074074074,0.5752314814814815
OfficeHome,Entropy,val_optimal,Clipart,ind_val,fog_0.15000000000000002,ind_val,fog,0.15000000000000002,0.5439814814814815,0.5949074074074074,0.5694444444444444
OfficeHome,Entropy,val_optimal,Clipart,ind_val,fog_0.17500000000000002,ind_val,fog,0.17500000000000002,0.5486111111111112,0.5949074074074074,0.5717592592592593
OfficeHome,Entropy,val_optimal,Clipart,ind_val,fog_0.2,ind_val,fog,0.2,0.5879629629629629,0.5949074074074074,0.5914351851851851
OfficeHome,Entropy,val_optimal,Clipart,ind_val,fog_0.225,ind_val,fog,0.225,0.5347222222222222,0.5949074074074074,0.5648148148148149
OfficeHome,Entropy,val_optimal,Clipart,ind_val,fog_0.25,ind_val,fog,0.25,0.5601851851851852,0.5949074074074074,0.5775462962962963
OfficeHome,Entropy,val_optimal,Clipart,ind_val,fog_0.275,ind_val,fog,0.275,0.5555555555555556,0.5949074074074074,0.5752314814814815
OfficeHome,Entropy,val_optimal,Clipart,ind_val,fog_0.30000000000000004,ind_val,fog,0.30000000000000004,0.5601851851851852,0.5949074074074074,0.5775462962962963
OfficeHome,Entropy,val_optimal,Clipart,ind_val,fog_0.325,ind_val,fog,0.325,0.5879629629629629,0.5949074074074074,0.5914351851851851
OfficeHome,Entropy,val_optimal,Clipart,ind_val,fog_0.35000000000000003,ind_val,fog,0.35000000000000003,0.5277777777777778,0.5949074074074074,0.5613425925925926
OfficeHome,Entropy,val_optimal,Clipart,ind_val,fog_0.375,ind_val,fog,0.375,0.5601851851851852,0.5949074074074074,0.5775462962962963
