Dataset,feature_name,Threshold Method,OoD Val Fold,InD Val Fold,OoD Test Fold,InD Test Fold,Shift,Shift Intensity,tpr,tnr,ba
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.025,ind_val,multnoise,0.025,0.7384259259259259,0.32638888888888884,0.5324074074074074
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.05,ind_val,multnoise,0.05,0.7662037037037037,0.32638888888888884,0.5462962962962963
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.07500000000000001,ind_val,multnoise,0.07500000000000001,0.7870370370370371,0.32638888888888884,0.556712962962963
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.1,ind_val,multnoise,0.1,0.7523148148148148,0.32638888888888884,0.5393518518518519
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.125,ind_val,multnoise,0.125,0.6689814814814815,0.32638888888888884,0.4976851851851852
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.15000000000000002,ind_val,multnoise,0.15000000000000002,0.5972222222222222,0.32638888888888884,0.4618055555555555
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.17500000000000002,ind_val,multnoise,0.17500000000000002,0.5555555555555556,0.32638888888888884,0.4409722222222222
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.2,ind_val,multnoise,0.2,0.5231481481481481,0.32638888888888884,0.4247685185185185
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.225,ind_val,multnoise,0.225,0.33796296296296297,0.32638888888888884,0.33217592592592593
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.25,ind_val,multnoise,0.25,0.23148148148148148,0.32638888888888884,0.2789351851851852
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.275,ind_val,multnoise,0.275,0.1712962962962963,0.32638888888888884,0.24884259259259256
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.30000000000000004,ind_val,multnoise,0.30000000000000004,0.14351851851851852,0.32638888888888884,0.23495370370370366
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.325,ind_val,multnoise,0.325,0.09722222222222222,0.32638888888888884,0.21180555555555552
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.35000000000000003,ind_val,multnoise,0.35000000000000003,0.06944444444444445,0.32638888888888884,0.19791666666666663
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.375,ind_val,multnoise,0.375,0.06018518518518518,0.32638888888888884,0.193287037037037
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.4,ind_val,multnoise,0.4,0.05092592592592592,0.32638888888888884,0.18865740740740738
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.42500000000000004,ind_val,multnoise,0.42500000000000004,0.05324074074074074,0.32638888888888884,0.1898148148148148
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.45,ind_val,multnoise,0.45,0.04861111111111111,0.32638888888888884,0.18749999999999997
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.47500000000000003,ind_val,multnoise,0.47500000000000003,0.041666666666666664,0.32638888888888884,0.18402777777777776
OfficeHome,Softmax,val_optimal,Art,ind_val,multnoise_0.5,ind_val,multnoise,0.5,0.034722222222222224,0.32638888888888884,0.18055555555555552
OfficeHome,Softmax,val_optimal,Art,ind_val,Art,ind_val,Art,Organic,0.8541666666666666,0.32638888888888884,0.5902777777777777
OfficeHome,Softmax,val_optimal,Art,ind_val,Clipart,ind_val,Clipart,Organic,0.7037037037037037,0.32638888888888884,0.5150462962962963
OfficeHome,Softmax,val_optimal,Art,ind_val,Product,ind_val,Product,Organic,0.7295454545454545,0.32638888888888884,0.5279671717171717
OfficeHome,Softmax,val_optimal,Art,ind_val,smear_0.025,ind_val,smear,0.025,0.7453703703703703,0.32638888888888884,0.5358796296296295
OfficeHome,Softmax,val_optimal,Art,ind_val,smear_0.05,ind_val,smear,0.05,0.7361111111111112,0.32638888888888884,0.53125
OfficeHome,Softmax,val_optimal,Art,ind_val,smear_0.07500000000000001,ind_val,smear,0.07500000000000001,0.7268518518518519,0.32638888888888884,0.5266203703703703
OfficeHome,Softmax,val_optimal,Art,ind_val,smear_0.1,ind_val,smear,0.1,0.7314814814814815,0.32638888888888884,0.5289351851851851
OfficeHome,Softmax,val_optimal,Art,ind_val,smear_0.125,ind_val,smear,0.125,0.7222222222222222,0.32638888888888884,0.5243055555555556
OfficeHome,Softmax,val_optimal,Art,ind_val,smear_0.15000000000000002,ind_val,smear,0.15000000000000002,0.7199074074074074,0.32638888888888884,0.5231481481481481
OfficeHome,Softmax,val_optimal,Art,ind_val,smear_0.17500000000000002,ind_val,smear,0.17500000000000002,0.7523148148148148,0.32638888888888884,0.5393518518518519
