Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,bias,k,tpr,tnr,ba
Office31,kNN,val_optimal,True,True,webcam,webcam,Unbiased,-1,0.8378378378378378,0.3793103448275862,0.608574091332712
Office31,kNN,val_optimal,True,True,webcam,webcam,Class,-1,0.8888888888888888,0.35416666666666663,0.6215277777777777
Office31,kNN,val_optimal,True,True,webcam,webcam,Synthetic,-1,0.9069767441860465,0.6956521739130435,0.8013144590495449
Office31,kNN,val_optimal,True,True,webcam,webcam,Temporal,-1,0.0,0.265625,0.1328125
Office31,kNN,val_optimal,True,True,webcam,dslr,Unbiased,-1,0.8125,0.6875,0.75
Office31,kNN,val_optimal,True,True,webcam,dslr,Class,-1,0.9333333333333333,0.48484848484848486,0.7090909090909091
Office31,kNN,val_optimal,True,True,webcam,dslr,Synthetic,-1,0.88,0.6956521739130435,0.7878260869565217
Office31,kNN,val_optimal,True,True,webcam,dslr,Temporal,-1,0.3333333333333333,0.33333333333333337,0.33333333333333337
Office31,kNN,val_optimal,True,True,dslr,webcam,Unbiased,-1,0.8378378378378378,0.3793103448275862,0.608574091332712
Office31,kNN,val_optimal,True,True,dslr,webcam,Class,-1,0.7777777777777778,0.41666666666666663,0.5972222222222222
Office31,kNN,val_optimal,True,True,dslr,webcam,Synthetic,-1,0.8372093023255814,0.7391304347826086,0.788169868554095
Office31,kNN,val_optimal,True,True,dslr,webcam,Temporal,-1,0.0,0.34375,0.171875
Office31,kNN,val_optimal,True,True,dslr,dslr,Unbiased,-1,0.8125,0.6875,0.75
Office31,kNN,val_optimal,True,True,dslr,dslr,Class,-1,0.9333333333333333,0.48484848484848486,0.7090909090909091
Office31,kNN,val_optimal,True,True,dslr,dslr,Synthetic,-1,0.88,0.6956521739130435,0.7878260869565217
Office31,kNN,val_optimal,True,True,dslr,dslr,Temporal,-1,0.3333333333333333,0.33333333333333337,0.33333333333333337
Office31,kNN,ind_span,True,True,webcam,webcam,Unbiased,-1,0.8918918918918919,0.3448275862068966,0.6183597390493942
Office31,kNN,ind_span,True,True,webcam,webcam,Class,-1,0.9444444444444444,0.27083333333333337,0.6076388888888888
Office31,kNN,ind_span,True,True,webcam,webcam,Synthetic,-1,0.9302325581395349,0.4347826086956522,0.6825075834175935
Office31,kNN,ind_span,True,True,webcam,webcam,Temporal,-1,0.5,0.234375,0.3671875
Office31,kNN,ind_span,True,True,webcam,dslr,Unbiased,-1,0.875,0.625,0.75
Office31,kNN,ind_span,True,True,webcam,dslr,Class,-1,0.9333333333333333,0.3939393939393939,0.6636363636363636
Office31,kNN,ind_span,True,True,webcam,dslr,Synthetic,-1,0.92,0.4347826086956522,0.6773913043478261
Office31,kNN,ind_span,True,True,webcam,dslr,Temporal,-1,0.6666666666666666,0.33333333333333337,0.5
Office31,kNN,ind_span,True,True,dslr,webcam,Unbiased,-1,0.8918918918918919,0.3448275862068966,0.6183597390493942
Office31,kNN,ind_span,True,True,dslr,webcam,Class,-1,0.9444444444444444,0.27083333333333337,0.6076388888888888
