Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,bias,k,tpr,tnr,ba
OfficeHome,kNN,val_optimal,True,True,Art,Art,Unbiased,-1,0.75,0.5526315789473684,0.6513157894736842
OfficeHome,kNN,val_optimal,True,True,Art,Art,Class,-1,0.5714285714285714,0.6285714285714286,0.6
OfficeHome,kNN,val_optimal,True,True,Art,Art,Synthetic,-1,0.5,0.5,0.5
OfficeHome,kNN,val_optimal,True,True,Art,Art,Temporal,-1,0.75,0.5882352941176471,0.6691176470588236
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Unbiased,-1,0.8888888888888888,0.4222222222222223,0.6555555555555556
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Class,-1,0.6666666666666666,0.5277777777777778,0.5972222222222222
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Synthetic,-1,0.6666666666666666,0.47619047619047616,0.5714285714285714
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Temporal,-1,0.9333333333333333,0.5128205128205128,0.7230769230769231
OfficeHome,kNN,val_optimal,True,True,Art,Product,Unbiased,-1,0.16666666666666666,0.8125,0.4895833333333333
OfficeHome,kNN,val_optimal,True,True,Art,Product,Class,-1,0.2222222222222222,0.7777777777777778,0.5
OfficeHome,kNN,val_optimal,True,True,Art,Product,Synthetic,-1,0.5,0.6538461538461539,0.5769230769230769
OfficeHome,kNN,val_optimal,True,True,Art,Product,Temporal,-1,0.0,0.7755102040816326,0.3877551020408163
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Unbiased,-1,0.75,0.736842105263158,0.743421052631579
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Class,-1,0.5714285714285714,0.6571428571428571,0.6142857142857143
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Synthetic,-1,0.5,0.6,0.55
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Temporal,-1,0.75,0.7647058823529411,0.7573529411764706
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Unbiased,-1,0.8888888888888888,0.5333333333333333,0.711111111111111
