Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,tpr,tnr,ba
NICO,kNN,val_optimal,True,True,autumn,autumn,0.945054945054945,0.8256880733944953,0.8853715092247202
NICO,kNN,val_optimal,True,True,autumn,brightness,0.0,0.9343434343434344,0.4671717171717172
NICO,kNN,val_optimal,True,True,autumn,contrast,0.0,0.9191919191919192,0.4595959595959596
NICO,kNN,val_optimal,True,True,autumn,grass,0.967032967032967,0.8256880733944953,0.8963605202137312
NICO,kNN,val_optimal,True,True,autumn,hue,0.94,0.6,0.77
NICO,kNN,val_optimal,True,True,autumn,multnoise,0.98,0.9,0.94
NICO,kNN,val_optimal,True,True,autumn,noise,0.9803921568627451,0.9183673469387755,0.9493797519007603
NICO,kNN,val_optimal,True,True,autumn,outdoor,0.9787234042553191,0.8584905660377359,0.9186069851465275
NICO,kNN,val_optimal,True,True,autumn,rock,0.9655172413793104,0.7964601769911505,0.8809887091852304
NICO,kNN,val_optimal,True,True,autumn,saltpepper,0.9803921568627451,0.9183673469387755,0.9493797519007603
NICO,kNN,val_optimal,True,True,autumn,smear,0.0,0.9242424242424242,0.4621212121212121
NICO,kNN,val_optimal,True,True,autumn,water,0.9775280898876404,0.8198198198198199,0.8986739548537301
NICO,kNN,val_optimal,True,True,grass,autumn,0.8571428571428571,0.8807339449541285,0.8689384010484928
NICO,kNN,val_optimal,True,True,grass,brightness,0.0,0.9747474747474747,0.48737373737373735
NICO,kNN,val_optimal,True,True,grass,contrast,0.0,0.9595959595959596,0.4797979797979798
NICO,kNN,val_optimal,True,True,grass,grass,0.9560439560439561,0.8807339449541285,0.9183889504990423
NICO,kNN,val_optimal,True,True,grass,hue,0.94,0.6666666666666667,0.8033333333333333
NICO,kNN,val_optimal,True,True,grass,multnoise,0.98,0.96,0.97
NICO,kNN,val_optimal,True,True,grass,noise,0.9803921568627451,0.9795918367346939,0.9799919967987194
NICO,kNN,val_optimal,True,True,grass,outdoor,0.9148936170212766,0.9150943396226415,0.9149939783219591
NICO,kNN,val_optimal,True,True,grass,rock,0.8505747126436781,0.8495575221238938,0.850066117383786
NICO,kNN,val_optimal,True,True,grass,saltpepper,0.9803921568627451,0.9795918367346939,0.9799919967987194
NICO,kNN,val_optimal,True,True,grass,smear,0.0,0.9696969696969697,0.48484848484848486
NICO,kNN,val_optimal,True,True,grass,water,0.9550561797752809,0.8738738738738738,0.9144650268245773
NICO,kNN,val_optimal,True,True,outdoor,autumn,0.9120879120879121,0.8715596330275229,0.8918237725577175
NICO,kNN,val_optimal,True,True,outdoor,brightness,0.0,0.9696969696969697,0.48484848484848486
NICO,kNN,val_optimal,True,True,outdoor,contrast,0.0,0.9494949494949495,0.47474747474747475
NICO,kNN,val_optimal,True,True,outdoor,grass,0.9560439560439561,0.8715596330275229,0.9138017945357395
NICO,kNN,val_optimal,True,True,outdoor,hue,0.94,0.64,0.79
NICO,kNN,val_optimal,True,True,outdoor,multnoise,0.98,0.95,0.965
NICO,kNN,val_optimal,True,True,outdoor,noise,0.9803921568627451,0.9693877551020408,0.9748899559823929
NICO,kNN,val_optimal,True,True,outdoor,outdoor,0.9787234042553191,0.9056603773584906,0.9421918908069049
NICO,kNN,val_optimal,True,True,outdoor,rock,0.9195402298850575,0.8407079646017699,0.8801240972434137
NICO,kNN,val_optimal,True,True,outdoor,saltpepper,0.9803921568627451,0.9693877551020408,0.9748899559823929
NICO,kNN,val_optimal,True,True,outdoor,smear,0.0,0.9545454545454546,0.4772727272727273
NICO,kNN,val_optimal,True,True,outdoor,water,0.9662921348314607,0.8648648648648649,0.9155784998481629
NICO,kNN,val_optimal,True,True,rock,autumn,0.945054945054945,0.8256880733944953,0.8853715092247202
NICO,kNN,val_optimal,True,True,rock,brightness,0.0,0.9343434343434344,0.4671717171717172
NICO,kNN,val_optimal,True,True,rock,contrast,0.0,0.9191919191919192,0.4595959595959596
NICO,kNN,val_optimal,True,True,rock,grass,0.967032967032967,0.8256880733944953,0.8963605202137312
NICO,kNN,val_optimal,True,True,rock,hue,0.94,0.6,0.77
NICO,kNN,val_optimal,True,True,rock,multnoise,0.98,0.9,0.94
NICO,kNN,val_optimal,True,True,rock,noise,0.9803921568627451,0.9183673469387755,0.9493797519007603
NICO,kNN,val_optimal,True,True,rock,outdoor,0.9787234042553191,0.8584905660377359,0.9186069851465275
NICO,kNN,val_optimal,True,True,rock,rock,0.9655172413793104,0.7964601769911505,0.8809887091852304
NICO,kNN,val_optimal,True,True,rock,saltpepper,0.9803921568627451,0.9183673469387755,0.9493797519007603
NICO,kNN,val_optimal,True,True,rock,smear,0.0,0.9191919191919192,0.4595959595959596
NICO,kNN,val_optimal,True,True,rock,water,0.9775280898876404,0.8198198198198199,0.8986739548537301
NICO,kNN,val_optimal,True,True,water,autumn,0.8461538461538461,0.8807339449541285,0.8634438955539874
NICO,kNN,val_optimal,True,True,water,brightness,0.0,0.9747474747474747,0.48737373737373735
NICO,kNN,val_optimal,True,True,water,contrast,0.0,0.9595959595959596,0.4797979797979798
NICO,kNN,val_optimal,True,True,water,grass,0.9560439560439561,0.8899082568807339,0.922976106462345
NICO,kNN,val_optimal,True,True,water,hue,0.94,0.6666666666666667,0.8033333333333333
NICO,kNN,val_optimal,True,True,water,multnoise,0.98,0.96,0.97
NICO,kNN,val_optimal,True,True,water,noise,0.9803921568627451,0.9795918367346939,0.9799919967987194
NICO,kNN,val_optimal,True,True,water,outdoor,0.9148936170212766,0.9150943396226415,0.9149939783219591
NICO,kNN,val_optimal,True,True,water,rock,0.8505747126436781,0.8495575221238938,0.850066117383786
NICO,kNN,val_optimal,True,True,water,saltpepper,0.9803921568627451,0.9795918367346939,0.9799919967987194
NICO,kNN,val_optimal,True,True,water,smear,0.0,0.9696969696969697,0.48484848484848486
NICO,kNN,val_optimal,True,True,water,water,0.9550561797752809,0.8738738738738738,0.9144650268245773
NICO,kNN,ind_span,True,True,autumn,autumn,0.3076923076923077,0.9174311926605505,0.6125617501764291
NICO,kNN,ind_span,True,True,autumn,brightness,0.0,0.9949494949494949,0.49747474747474746
NICO,kNN,ind_span,True,True,autumn,contrast,0.0,0.9747474747474747,0.48737373737373735
NICO,kNN,ind_span,True,True,autumn,grass,0.6813186813186813,0.926605504587156,0.8039620929529186
NICO,kNN,ind_span,True,True,autumn,hue,0.7,0.7333333333333334,0.7166666666666667
NICO,kNN,ind_span,True,True,autumn,multnoise,0.98,0.97,0.975
NICO,kNN,ind_span,True,True,autumn,noise,0.9803921568627451,0.9897959183673469,0.985094037615046
NICO,kNN,ind_span,True,True,autumn,outdoor,0.5425531914893617,0.9622641509433962,0.7524086712163789
NICO,kNN,ind_span,True,True,autumn,rock,0.4827586206896552,0.9026548672566371,0.6927067439731461
NICO,kNN,ind_span,True,True,autumn,saltpepper,0.9803921568627451,0.9897959183673469,0.985094037615046
NICO,kNN,ind_span,True,True,autumn,smear,0.0,0.9848484848484849,0.49242424242424243
NICO,kNN,ind_span,True,True,autumn,water,0.48314606741573035,0.9459459459459459,0.7145460066808381
NICO,kNN,ind_span,True,True,grass,autumn,0.3076923076923077,0.9174311926605505,0.6125617501764291
NICO,kNN,ind_span,True,True,grass,brightness,0.0,0.9949494949494949,0.49747474747474746
NICO,kNN,ind_span,True,True,grass,contrast,0.0,0.9747474747474747,0.48737373737373735
NICO,kNN,ind_span,True,True,grass,grass,0.6813186813186813,0.926605504587156,0.8039620929529186
NICO,kNN,ind_span,True,True,grass,hue,0.7,0.7333333333333334,0.7166666666666667
NICO,kNN,ind_span,True,True,grass,multnoise,0.98,0.97,0.975
NICO,kNN,ind_span,True,True,grass,noise,0.9803921568627451,0.9897959183673469,0.985094037615046
NICO,kNN,ind_span,True,True,grass,outdoor,0.5425531914893617,0.9622641509433962,0.7524086712163789
NICO,kNN,ind_span,True,True,grass,rock,0.4827586206896552,0.9026548672566371,0.6927067439731461
NICO,kNN,ind_span,True,True,grass,saltpepper,0.9803921568627451,0.9897959183673469,0.985094037615046
NICO,kNN,ind_span,True,True,grass,smear,0.0,0.9848484848484849,0.49242424242424243
