Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,bias,k,tpr,tnr,ba
OfficeHome,kNN,val_optimal,True,True,Art,Art,Unbiased,-1,0.5,0.368421052631579,0.4342105263157895
OfficeHome,kNN,val_optimal,True,True,Art,Art,Class,-1,0.7142857142857143,0.48571428571428577,0.6000000000000001
OfficeHome,kNN,val_optimal,True,True,Art,Art,Synthetic,-1,0.5,0.475,0.4875
OfficeHome,kNN,val_optimal,True,True,Art,Art,Temporal,-1,0.875,0.38235294117647056,0.6286764705882353
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Unbiased,-1,0.8181818181818182,0.32558139534883723,0.5718816067653277
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Class,-1,0.8333333333333334,0.4444444444444444,0.6388888888888888
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Synthetic,-1,0.6666666666666666,0.45238095238095233,0.5595238095238095
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Temporal,-1,1.0,0.33333333333333337,0.6666666666666667
OfficeHome,kNN,val_optimal,True,True,Art,Product,Unbiased,-1,0.2,0.7142857142857143,0.4571428571428572
OfficeHome,kNN,val_optimal,True,True,Art,Product,Class,-1,0.2222222222222222,0.6444444444444444,0.4333333333333333
OfficeHome,kNN,val_optimal,True,True,Art,Product,Synthetic,-1,0.5,0.5961538461538461,0.5480769230769231
OfficeHome,kNN,val_optimal,True,True,Art,Product,Temporal,-1,0.2,0.6122448979591837,0.4061224489795918
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Unbiased,-1,0.5,0.6578947368421053,0.5789473684210527
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Class,-1,0.5714285714285714,0.6571428571428571,0.6142857142857143
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Synthetic,-1,0.5,0.625,0.5625
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Temporal,-1,0.625,0.7941176470588236,0.7095588235294118
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Unbiased,-1,0.6363636363636364,0.4883720930232558,0.562367864693446
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Class,-1,0.5555555555555556,0.5555555555555556,0.5555555555555556
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Synthetic,-1,0.5833333333333334,0.5476190476190477,0.5654761904761905
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Temporal,-1,0.8666666666666667,0.641025641025641,0.7538461538461538
OfficeHome,kNN,val_optimal,True,True,Clipart,Product,Unbiased,-1,0.2,0.8571428571428572,0.5285714285714286
OfficeHome,kNN,val_optimal,True,True,Clipart,Product,Class,-1,0.2222222222222222,0.8222222222222222,0.5222222222222221
OfficeHome,kNN,val_optimal,True,True,Clipart,Product,Synthetic,-1,0.0,0.7115384615384616,0.3557692307692308
OfficeHome,kNN,val_optimal,True,True,Clipart,Product,Temporal,-1,0.0,0.8775510204081632,0.4387755102040816
OfficeHome,kNN,val_optimal,True,True,Product,Art,Unbiased,-1,0.0,0.8421052631578947,0.42105263157894735
OfficeHome,kNN,val_optimal,True,True,Product,Art,Class,-1,0.2857142857142857,0.7714285714285715,0.5285714285714286
OfficeHome,kNN,val_optimal,True,True,Product,Art,Synthetic,-1,0.0,0.7,0.35
OfficeHome,kNN,val_optimal,True,True,Product,Art,Temporal,-1,0.0,0.8235294117647058,0.4117647058823529
OfficeHome,kNN,val_optimal,True,True,Product,Clipart,Unbiased,-1,0.0,0.8604651162790697,0.43023255813953487
OfficeHome,kNN,val_optimal,True,True,Product,Clipart,Class,-1,0.1111111111111111,0.7777777777777778,0.4444444444444444
OfficeHome,kNN,val_optimal,True,True,Product,Clipart,Synthetic,-1,0.25,0.6904761904761905,0.47023809523809523
OfficeHome,kNN,val_optimal,True,True,Product,Clipart,Temporal,-1,0.0,0.8461538461538461,0.4230769230769231
OfficeHome,kNN,val_optimal,True,True,Product,Product,Unbiased,-1,0.4,0.5714285714285714,0.4857142857142857
OfficeHome,kNN,val_optimal,True,True,Product,Product,Class,-1,0.5555555555555556,0.6444444444444444,0.6
OfficeHome,kNN,val_optimal,True,True,Product,Product,Synthetic,-1,0.0,0.5384615384615384,0.2692307692307692
OfficeHome,kNN,val_optimal,True,True,Product,Product,Temporal,-1,0.8,0.6326530612244898,0.7163265306122449
OfficeHome,kNN,ind_span,True,True,Art,Art,Unbiased,-1,0.0,0.8421052631578947,0.42105263157894735
OfficeHome,kNN,ind_span,True,True,Art,Art,Class,-1,0.42857142857142855,0.7142857142857143,0.5714285714285714
OfficeHome,kNN,ind_span,True,True,Art,Art,Synthetic,-1,0.5,0.675,0.5875
OfficeHome,kNN,ind_span,True,True,Art,Art,Temporal,-1,0.5,0.9411764705882353,0.7205882352941176
OfficeHome,kNN,ind_span,True,True,Art,Clipart,Unbiased,-1,0.2727272727272727,0.6511627906976745,0.4619450317124736
OfficeHome,kNN,ind_span,True,True,Art,Clipart,Class,-1,0.6111111111111112,0.6666666666666667,0.638888888888889
