Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,InD Val Fold,OoD Test Fold,InD Test Fold,Shift,Shift Intensity,tpr,tnr,ba
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,Art,ind_test,Art,Organic,0.75,0.64,0.6950000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,Clipart,ind_test,Clipart,Organic,0.72,0.64,0.6799999999999999
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,Product,ind_test,Product,Organic,0.64,0.64,0.64
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,brightness_0.025,ind_test,brightness,0.025,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,brightness_0.05,ind_test,brightness,0.05,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,brightness_0.07500000000000001,ind_test,brightness,0.07500000000000001,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,brightness_0.1,ind_test,brightness,0.1,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,brightness_0.125,ind_test,brightness,0.125,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,brightness_0.15000000000000002,ind_test,brightness,0.15000000000000002,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,brightness_0.17500000000000002,ind_test,brightness,0.17500000000000002,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,brightness_0.2,ind_test,brightness,0.2,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,brightness_0.225,ind_test,brightness,0.225,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,brightness_0.25,ind_test,brightness,0.25,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,contrast_0.025,ind_test,contrast,0.025,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,contrast_0.05,ind_test,contrast,0.05,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,contrast_0.07500000000000001,ind_test,contrast,0.07500000000000001,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,contrast_0.1,ind_test,contrast,0.1,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,contrast_0.125,ind_test,contrast,0.125,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,contrast_0.15000000000000002,ind_test,contrast,0.15000000000000002,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,contrast_0.17500000000000002,ind_test,contrast,0.17500000000000002,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,contrast_0.2,ind_test,contrast,0.2,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,contrast_0.225,ind_test,contrast,0.225,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,contrast_0.25,ind_test,contrast,0.25,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,hue_0.025,ind_test,hue,0.025,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,hue_0.05,ind_test,hue,0.05,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,hue_0.07500000000000001,ind_test,hue,0.07500000000000001,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,hue_0.1,ind_test,hue,0.1,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,hue_0.125,ind_test,hue,0.125,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,hue_0.15000000000000002,ind_test,hue,0.15000000000000002,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,hue_0.17500000000000002,ind_test,hue,0.17500000000000002,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,hue_0.2,ind_test,hue,0.2,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,hue_0.225,ind_test,hue,0.225,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,hue_0.25,ind_test,hue,0.25,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,multnoise_0.05,ind_test,multnoise,0.05,0.0,0.64,0.32
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,multnoise_0.1,ind_test,multnoise,0.1,0.0,0.64,0.32
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,multnoise_0.15000000000000002,ind_test,multnoise,0.15000000000000002,0.02,0.64,0.33
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,multnoise_0.2,ind_test,multnoise,0.2,0.15,0.64,0.395
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,multnoise_0.25,ind_test,multnoise,0.25,0.39,0.64,0.515
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,multnoise_0.30000000000000004,ind_test,multnoise,0.30000000000000004,0.77,0.64,0.7050000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,noise_0.025,ind_test,noise,0.025,1.0,0.64,0.8200000000000001
OfficeHome,kNN,val_optimal,False,False,Art,ind_val,noise_0.05,ind_test,noise,0.05,1.0,0.64,0.8200000000000001
