Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,bias,k,tpr,tnr,ba
OfficeHome,kNN,val_optimal,True,True,Art,Art,Unbiased,-1,0.6363636363636364,0.3870967741935484,0.5117302052785924
OfficeHome,kNN,val_optimal,True,True,Art,Art,Class,-1,0.5714285714285714,0.6,0.5857142857142856
OfficeHome,kNN,val_optimal,True,True,Art,Art,Synthetic,-1,0.5,0.475,0.4875
OfficeHome,kNN,val_optimal,True,True,Art,Art,Temporal,-1,0.75,0.5,0.625
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Unbiased,-1,0.7916666666666666,0.4,0.5958333333333333
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Class,-1,0.6666666666666666,0.5,0.5833333333333333
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Synthetic,-1,0.6666666666666666,0.45238095238095233,0.5595238095238095
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Temporal,-1,1.0,0.41025641025641024,0.7051282051282051
OfficeHome,kNN,val_optimal,True,True,Art,Product,Unbiased,-1,0.125,0.7173913043478262,0.4211956521739131
OfficeHome,kNN,val_optimal,True,True,Art,Product,Class,-1,0.2222222222222222,0.7111111111111111,0.4666666666666667
OfficeHome,kNN,val_optimal,True,True,Art,Product,Synthetic,-1,0.5,0.6153846153846154,0.5576923076923077
OfficeHome,kNN,val_optimal,True,True,Art,Product,Temporal,-1,0.0,0.6938775510204082,0.3469387755102041
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Unbiased,-1,0.6363636363636364,0.4193548387096774,0.5278592375366569
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Class,-1,0.5714285714285714,0.6,0.5857142857142856
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Synthetic,-1,0.5,0.475,0.4875
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Temporal,-1,0.75,0.5294117647058824,0.6397058823529411
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Unbiased,-1,0.7916666666666666,0.43333333333333335,0.6125
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Class,-1,0.6666666666666666,0.5,0.5833333333333333
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Synthetic,-1,0.6666666666666666,0.45238095238095233,0.5595238095238095
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Temporal,-1,1.0,0.4358974358974359,0.717948717948718
OfficeHome,kNN,val_optimal,True,True,Clipart,Product,Unbiased,-1,0.125,0.7391304347826086,0.4320652173913043
OfficeHome,kNN,val_optimal,True,True,Clipart,Product,Class,-1,0.2222222222222222,0.7111111111111111,0.4666666666666667
OfficeHome,kNN,val_optimal,True,True,Clipart,Product,Synthetic,-1,0.5,0.6153846153846154,0.5576923076923077
OfficeHome,kNN,val_optimal,True,True,Clipart,Product,Temporal,-1,0.0,0.7142857142857143,0.35714285714285715
OfficeHome,kNN,val_optimal,True,True,Product,Art,Unbiased,-1,0.0,0.8709677419354839,0.43548387096774194
OfficeHome,kNN,val_optimal,True,True,Product,Art,Class,-1,0.0,0.8,0.4
OfficeHome,kNN,val_optimal,True,True,Product,Art,Synthetic,-1,0.0,0.8,0.4
OfficeHome,kNN,val_optimal,True,True,Product,Art,Temporal,-1,0.0,0.9411764705882353,0.47058823529411764
OfficeHome,kNN,val_optimal,True,True,Product,Clipart,Unbiased,-1,0.0,0.8666666666666667,0.43333333333333335
OfficeHome,kNN,val_optimal,True,True,Product,Clipart,Class,-1,0.05555555555555555,0.8055555555555556,0.4305555555555556
OfficeHome,kNN,val_optimal,True,True,Product,Clipart,Synthetic,-1,0.16666666666666666,0.7857142857142857,0.47619047619047616
OfficeHome,kNN,val_optimal,True,True,Product,Clipart,Temporal,-1,0.0,0.9487179487179487,0.47435897435897434
OfficeHome,kNN,val_optimal,True,True,Product,Product,Unbiased,-1,0.25,0.6739130434782609,0.46195652173913043
OfficeHome,kNN,val_optimal,True,True,Product,Product,Class,-1,0.4444444444444444,0.6666666666666667,0.5555555555555556
OfficeHome,kNN,val_optimal,True,True,Product,Product,Synthetic,-1,0.0,0.6730769230769231,0.33653846153846156
