Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,bias,k,tpr,tnr,ba
CCT,kNN,val_optimal,True,True,OoD Val,OoD Val,Unbiased,-1,0.9868421052631579,0.1385503527902502,0.562696229026704
CCT,kNN,val_optimal,True,True,OoD Val,OoD Val,Class,-1,0.9653465346534653,0.5531062124248497,0.7592263735391576
CCT,kNN,val_optimal,True,True,OoD Val,OoD Val,Synthetic,-1,1.0,0.3188585607940446,0.6594292803970223
CCT,kNN,val_optimal,True,True,OoD Val,OoD Val,Temporal,-1,1.0,0.14472822527832352,0.5723641126391618
CCT,kNN,val_optimal,True,True,OoD Val,OoD Test,Unbiased,-1,0.9947368421052631,0.14464168310322156,0.5696892626042424
CCT,kNN,val_optimal,True,True,OoD Val,OoD Test,Class,-1,0.9611336032388664,0.5483193277310925,0.7547264654849795
CCT,kNN,val_optimal,True,True,OoD Val,OoD Test,Synthetic,-1,1.0,0.30630068621334994,0.653150343106675
CCT,kNN,val_optimal,True,True,OoD Val,OoD Test,Temporal,-1,1.0,0.14755197853789404,0.573775989268947
CCT,kNN,val_optimal,True,True,OoD Test,OoD Val,Unbiased,-1,0.993421052631579,0.13470173187940992,0.5640613922554945
CCT,kNN,val_optimal,True,True,OoD Test,OoD Val,Class,-1,0.9942244224422442,0.46092184368737477,0.7275731330648094
CCT,kNN,val_optimal,True,True,OoD Test,OoD Val,Synthetic,-1,1.0,0.25,0.625
CCT,kNN,val_optimal,True,True,OoD Test,OoD Val,Temporal,-1,1.0,0.13752455795677798,0.568762278978389
CCT,kNN,val_optimal,True,True,OoD Test,OoD Test,Unbiased,-1,1.0,0.1393819855358317,0.5696909927679159
CCT,kNN,val_optimal,True,True,OoD Test,OoD Test,Class,-1,0.9959514170040485,0.45378151260504207,0.7248664648045453
CCT,kNN,val_optimal,True,True,OoD Test,OoD Test,Synthetic,-1,1.0,0.24329382407985023,0.6216469120399251
CCT,kNN,val_optimal,True,True,OoD Test,OoD Test,Temporal,-1,1.0,0.14017437961099932,0.5700871898054997
CCT,kNN,ind_span,True,True,OoD Val,OoD Val,Unbiased,-1,0.9671052631578947,0.16100064143681847,0.5640529522973565
CCT,kNN,ind_span,True,True,OoD Val,OoD Val,Class,-1,0.8935643564356436,0.597194388777555,0.7453793726065994
CCT,kNN,ind_span,True,True,OoD Val,OoD Val,Synthetic,-1,1.0,0.3653846153846154,0.6826923076923077
CCT,kNN,ind_span,True,True,OoD Val,OoD Val,Temporal,-1,1.0,0.16437459070072036,0.5821872953503602
CCT,kNN,ind_span,True,True,OoD Val,OoD Test,Unbiased,-1,0.9736842105263158,0.1597633136094675,0.5667237620678917
CCT,kNN,ind_span,True,True,OoD Val,OoD Test,Class,-1,0.902834008097166,0.5945378151260504,0.7486859116116082
CCT,kNN,ind_span,True,True,OoD Val,OoD Test,Synthetic,-1,1.0,0.35246412975670616,0.6762320648783531
CCT,kNN,ind_span,True,True,OoD Val,OoD Test,Temporal,-1,1.0,0.16297786720321927,0.5814889336016096
CCT,kNN,ind_span,True,True,OoD Test,OoD Val,Unbiased,-1,0.9671052631578947,0.16100064143681847,0.5640529522973565
CCT,kNN,ind_span,True,True,OoD Test,OoD Val,Class,-1,0.8935643564356436,0.597194388777555,0.7453793726065994
CCT,kNN,ind_span,True,True,OoD Test,OoD Val,Synthetic,-1,1.0,0.3653846153846154,0.6826923076923077
CCT,kNN,ind_span,True,True,OoD Test,OoD Val,Temporal,-1,1.0,0.16437459070072036,0.5821872953503602
CCT,kNN,ind_span,True,True,OoD Test,OoD Test,Unbiased,-1,0.9736842105263158,0.1597633136094675,0.5667237620678917
CCT,kNN,ind_span,True,True,OoD Test,OoD Test,Class,-1,0.902834008097166,0.5945378151260504,0.7486859116116082
CCT,kNN,ind_span,True,True,OoD Test,OoD Test,Synthetic,-1,1.0,0.35246412975670616,0.6762320648783531
CCT,kNN,ind_span,True,True,OoD Test,OoD Test,Temporal,-1,1.0,0.16297786720321927,0.5814889336016096
CCT,kNN,logistic,True,True,OoD Val,OoD Val,Unbiased,-1,0.993421052631579,0.13470173187940992,0.5640613922554945
CCT,kNN,logistic,True,True,OoD Val,OoD Val,Class,-1,0.985973597359736,0.4869739478957916,0.7364737726277638
CCT,kNN,logistic,True,True,OoD Val,OoD Val,Synthetic,-1,1.0,0.2667493796526055,0.6333746898263027
CCT,kNN,logistic,True,True,OoD Val,OoD Val,Temporal,-1,1.0,0.13883431565160442,0.5694171578258023
CCT,kNN,logistic,True,True,OoD Val,OoD Test,Unbiased,-1,1.0,0.14003944773175547,0.5700197238658777
CCT,kNN,logistic,True,True,OoD Val,OoD Test,Class,-1,0.988663967611336,0.4957983193277311,0.7422311434695336
CCT,kNN,logistic,True,True,OoD Val,OoD Test,Synthetic,-1,1.0,0.2613849033063007,0.6306924516531504
CCT,kNN,logistic,True,True,OoD Val,OoD Test,Temporal,-1,1.0,0.14084507042253525,0.5704225352112676
CCT,kNN,logistic,True,True,OoD Test,OoD Val,Unbiased,-1,0.993421052631579,0.13470173187940992,0.5640613922554945
CCT,kNN,logistic,True,True,OoD Test,OoD Val,Class,-1,0.9851485148514851,0.4929859719438878,0.7390672433976865
CCT,kNN,logistic,True,True,OoD Test,OoD Val,Synthetic,-1,1.0,0.2679900744416873,0.6339950372208436
CCT,kNN,logistic,True,True,OoD Test,OoD Val,Temporal,-1,1.0,0.13883431565160442,0.5694171578258023
CCT,kNN,logistic,True,True,OoD Test,OoD Test,Unbiased,-1,1.0,0.14003944773175547,0.5700197238658777
CCT,kNN,logistic,True,True,OoD Test,OoD Test,Class,-1,0.988663967611336,0.49789915966386555,0.7432815636376008
CCT,kNN,logistic,True,True,OoD Test,OoD Test,Synthetic,-1,1.0,0.2626325639426076,0.6313162819713038
CCT,kNN,logistic,True,True,OoD Test,OoD Test,Temporal,-1,1.0,0.14084507042253525,0.5704225352112676
CCT,kNN,val_optimal,True,False,OoD Val,OoD Val,Unbiased,-1,0.9933466400532269,1.0,0.9966733200266135
CCT,kNN,val_optimal,True,False,OoD Val,OoD Val,Class,-1,0.9653465346534653,0.5531062124248497,0.7592263735391576
CCT,kNN,val_optimal,True,False,OoD Val,OoD Val,Synthetic,-1,1.0,0.3188585607940446,0.6594292803970223
CCT,kNN,val_optimal,True,False,OoD Val,OoD Val,Temporal,-1,1.0,0.14472822527832352,0.5723641126391618
CCT,kNN,val_optimal,True,False,OoD Val,OoD Test,Unbiased,-1,0.9947368421052631,0.14464168310322156,0.5696892626042424
