Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,InD Val Fold,OoD Test Fold,InD Test Fold,Shift,Shift Intensity,tpr,tnr,ba
CCT,kNN,ind_span,False,False,OoD Test,ind_val,OoD Test,ind_test,OoD Test,Organic,1.0,0.98,0.99
CCT,kNN,ind_span,False,False,OoD Test,ind_val,OoD Val,ind_test,OoD Val,Organic,1.0,0.98,0.99
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.025,ind_test,brightness,0.025,0.06,0.98,0.52
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.05,ind_test,brightness,0.05,0.27,0.98,0.625
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.07500000000000001,ind_test,brightness,0.07500000000000001,0.49,0.98,0.735
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.1,ind_test,brightness,0.1,0.52,0.98,0.75
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.125,ind_test,brightness,0.125,0.58,0.98,0.78
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.15000000000000002,ind_test,brightness,0.15000000000000002,0.81,0.98,0.895
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.17500000000000002,ind_test,brightness,0.17500000000000002,0.78,0.98,0.88
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.2,ind_test,brightness,0.2,0.8,0.98,0.89
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.225,ind_test,brightness,0.225,0.81,0.98,0.895
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.25,ind_test,brightness,0.25,0.83,0.98,0.905
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.275,ind_test,brightness,0.275,0.9,0.98,0.94
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.30000000000000004,ind_test,brightness,0.30000000000000004,0.85,0.98,0.915
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.325,ind_test,brightness,0.325,0.84,0.98,0.9099999999999999
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.35000000000000003,ind_test,brightness,0.35000000000000003,0.91,0.98,0.9450000000000001
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.375,ind_test,brightness,0.375,0.86,0.98,0.9199999999999999
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.4,ind_test,brightness,0.4,0.83,0.98,0.905
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.42500000000000004,ind_test,brightness,0.42500000000000004,0.87,0.98,0.925
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.45,ind_test,brightness,0.45,0.86,0.98,0.9199999999999999
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.47500000000000003,ind_test,brightness,0.47500000000000003,0.94,0.98,0.96
CCT,kNN,ind_span,False,False,OoD Test,ind_val,brightness_0.5,ind_test,brightness,0.5,0.9,0.98,0.94
CCT,kNN,ind_span,False,False,OoD Test,ind_val,contrast_0.025,ind_test,contrast,0.025,0.01,0.98,0.495
CCT,kNN,ind_span,False,False,OoD Test,ind_val,contrast_0.05,ind_test,contrast,0.05,0.03,0.98,0.505
CCT,kNN,ind_span,False,False,OoD Test,ind_val,contrast_0.07500000000000001,ind_test,contrast,0.07500000000000001,0.04,0.98,0.51
CCT,kNN,ind_span,False,False,OoD Test,ind_val,contrast_0.1,ind_test,contrast,0.1,0.05,0.98,0.515
CCT,kNN,ind_span,False,False,OoD Test,ind_val,contrast_0.125,ind_test,contrast,0.125,0.08,0.98,0.53
CCT,kNN,ind_span,False,False,OoD Test,ind_val,contrast_0.15000000000000002,ind_test,contrast,0.15000000000000002,0.07,0.98,0.525
