Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,tpr,tnr,ba
OfficeHome,kNN,val_optimal,True,True,Art,multnoise,0.1761487964989059,0.8717277486910995,0.5239382725950027
OfficeHome,kNN,val_optimal,True,True,Art,contrast,0.19255759007678677,0.8909899888765295,0.5417737894766581
OfficeHome,kNN,val_optimal,True,True,Art,brightness,0.18760958503798947,0.8887627695800226,0.5381861773090061
OfficeHome,kNN,val_optimal,True,True,Art,smear,0.18826979472140762,0.8895152198421646,0.5388925072817862
OfficeHome,kNN,val_optimal,True,True,Art,saltpepper,0.17267348036578806,0.8663028649386084,0.5194881726521983
OfficeHome,kNN,val_optimal,True,True,Art,hue,0.18238636363636362,0.8822115384615384,0.5322989510489511
OfficeHome,kNN,val_optimal,True,True,Art,Art,0.27501337613697163,0.8508430609597925,0.562928218548382
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,0.26783310901749663,0.8503144654088051,0.5590737872131508
OfficeHome,kNN,val_optimal,True,True,Art,Product,0.2948356807511737,0.8501118568232662,0.5724737687872199
OfficeHome,kNN,val_optimal,True,True,Art,noise,0.1751227495908347,0.8708827404479578,0.5230027450193963
OfficeHome,kNN,val_optimal,True,True,Clipart,multnoise,0.09190371991247265,0.8429319371727748,0.4674178285426237
OfficeHome,kNN,val_optimal,True,True,Clipart,contrast,0.13939751919669227,0.8375973303670745,0.4884974247818834
OfficeHome,kNN,val_optimal,True,True,Clipart,brightness,0.13734658094681473,0.8263337116912599,0.4818401463190373
OfficeHome,kNN,val_optimal,True,True,Clipart,smear,0.12727272727272726,0.8286358511837655,0.47795428922824634
OfficeHome,kNN,val_optimal,True,True,Clipart,saltpepper,0.31845077998924154,0.82537517053206,0.5719129752606508
OfficeHome,kNN,val_optimal,True,True,Clipart,hue,0.17102272727272727,0.8088942307692308,0.48995847902097905
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,0.12359550561797752,0.8378728923476005,0.480734198982789
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,0.15522655899506504,0.8327044025157233,0.49396548075539415
OfficeHome,kNN,val_optimal,True,True,Clipart,Product,0.10422535211267606,0.8333333333333334,0.4687793427230047
OfficeHome,kNN,val_optimal,True,True,Clipart,noise,0.3060556464811784,0.7971014492753623,0.5515785478782703
OfficeHome,kNN,val_optimal,True,True,Product,multnoise,0.2111597374179431,0.8520942408376964,0.5316269891278197
OfficeHome,kNN,val_optimal,True,True,Product,contrast,0.22858830478440637,0.8731924360400445,0.5508903704122254
OfficeHome,kNN,val_optimal,True,True,Product,brightness,0.2232612507305669,0.8717366628830874,0.5474989568068271
OfficeHome,kNN,val_optimal,True,True,Product,smear,0.224633431085044,0.8703494926719278,0.547491461878486
OfficeHome,kNN,val_optimal,True,True,Product,saltpepper,0.20548682087143624,0.8458390177353342,0.5256629193033853
OfficeHome,kNN,val_optimal,True,True,Product,hue,0.21704545454545454,0.8641826923076923,0.5406140734265734
OfficeHome,kNN,val_optimal,True,True,Product,Art,0.3135366506153023,0.8300907911802853,0.5718137208977938
OfficeHome,kNN,val_optimal,True,True,Product,Clipart,0.3234634365186182,0.8289308176100629,0.5761971270643406
OfficeHome,kNN,val_optimal,True,True,Product,Product,0.34225352112676055,0.8277404921700224,0.5849970066483915
OfficeHome,kNN,val_optimal,True,True,Product,noise,0.20840152755046373,0.8511198945981555,0.5297607110743097
OfficeHome,kNN,ind_span,True,True,Art,multnoise,0.019693654266958426,0.9620418848167539,0.4908677695418562
OfficeHome,kNN,ind_span,True,True,Art,contrast,0.027170702894270527,0.9655172413793104,0.49634397213679043
OfficeHome,kNN,ind_span,True,True,Art,brightness,0.026300409117475162,0.9625425652667423,0.4944214871921087
OfficeHome,kNN,ind_span,True,True,Art,smear,0.025219941348973606,0.9650507328072153,0.4951353370780945
OfficeHome,kNN,ind_span,True,True,Art,saltpepper,0.24690693921463153,0.9495225102319236,0.5982147247232775
OfficeHome,kNN,ind_span,True,True,Art,hue,0.029545454545454545,0.9627403846153846,0.49614291958041956
OfficeHome,kNN,ind_span,True,True,Art,Art,0.025682182985553772,0.959792477302205,0.4927373301438794
