Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,InD Val Fold,OoD Test Fold,InD Test Fold,Shift,Shift Intensity,tpr,tnr,ba
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.025,ind_test,brightness,0.025,0.14,0.83,0.485
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.05,ind_test,brightness,0.05,0.03,0.83,0.43
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.07500000000000001,ind_test,brightness,0.07500000000000001,0.36,0.83,0.595
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.1,ind_test,brightness,0.1,0.22,0.83,0.525
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.125,ind_test,brightness,0.125,0.47,0.83,0.6499999999999999
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.15000000000000002,ind_test,brightness,0.15000000000000002,0.64,0.83,0.735
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.17500000000000002,ind_test,brightness,0.17500000000000002,0.37,0.83,0.6
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.2,ind_test,brightness,0.2,0.93,0.83,0.88
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.225,ind_test,brightness,0.225,0.49,0.83,0.6599999999999999
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.25,ind_test,brightness,0.25,0.91,0.83,0.87
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.275,ind_test,brightness,0.275,0.94,0.83,0.885
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.30000000000000004,ind_test,brightness,0.30000000000000004,0.96,0.83,0.895
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.325,ind_test,brightness,0.325,0.72,0.83,0.7749999999999999
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.35000000000000003,ind_test,brightness,0.35000000000000003,0.95,0.83,0.8899999999999999
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.375,ind_test,brightness,0.375,0.85,0.83,0.84
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.4,ind_test,brightness,0.4,0.71,0.83,0.77
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.42500000000000004,ind_test,brightness,0.42500000000000004,0.96,0.83,0.895
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.45,ind_test,brightness,0.45,0.69,0.83,0.76
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.47500000000000003,ind_test,brightness,0.47500000000000003,0.89,0.83,0.86
Office31,kNN,ind_span,False,False,dslr,ind_val,brightness_0.5,ind_test,brightness,0.5,0.73,0.83,0.78
Office31,kNN,ind_span,False,False,dslr,ind_val,contrast_0.025,ind_test,contrast,0.025,0.15,0.83,0.49
Office31,kNN,ind_span,False,False,dslr,ind_val,contrast_0.05,ind_test,contrast,0.05,0.15,0.83,0.49
Office31,kNN,ind_span,False,False,dslr,ind_val,contrast_0.07500000000000001,ind_test,contrast,0.07500000000000001,0.14,0.83,0.485
Office31,kNN,ind_span,False,False,dslr,ind_val,contrast_0.1,ind_test,contrast,0.1,0.11,0.83,0.47
Office31,kNN,ind_span,False,False,dslr,ind_val,contrast_0.125,ind_test,contrast,0.125,0.1,0.83,0.46499999999999997
Office31,kNN,ind_span,False,False,dslr,ind_val,contrast_0.15000000000000002,ind_test,contrast,0.15000000000000002,0.13,0.83,0.48
Office31,kNN,ind_span,False,False,dslr,ind_val,contrast_0.17500000000000002,ind_test,contrast,0.17500000000000002,0.06,0.83,0.44499999999999995
Office31,kNN,ind_span,False,False,dslr,ind_val,contrast_0.2,ind_test,contrast,0.2,0.07,0.83,0.44999999999999996
