Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,tpr,tnr,ba
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,CVC-ClinicDB,1.0,0.419889502762431,0.7099447513812155
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,EndoCV2020,1.0,0.4136125654450262,0.7068062827225131
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,EtisLaribDB,1.0,0.7307692307692308,0.8653846153846154
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,brightness,1.0,0.8291457286432161,0.914572864321608
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,contrast,1.0,0.78,0.89
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,hue,1.0,0.4064171122994652,0.7032085561497325
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,multnoise,1.0,0.76,0.88
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,noise,1.0,0.76,0.88
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,saltpepper,1.0,0.76,0.88
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,smear,0.1134020618556701,0.7669902912621359,0.44019617655890303
Polyp,kNN,val_optimal,True,True,EndoCV2020,CVC-ClinicDB,1.0,0.425414364640884,0.7127071823204421
Polyp,kNN,val_optimal,True,True,EndoCV2020,EndoCV2020,1.0,0.418848167539267,0.7094240837696335
Polyp,kNN,val_optimal,True,True,EndoCV2020,EtisLaribDB,1.0,0.7403846153846154,0.8701923076923077
Polyp,kNN,val_optimal,True,True,EndoCV2020,brightness,1.0,0.8341708542713568,0.9170854271356784
Polyp,kNN,val_optimal,True,True,EndoCV2020,contrast,1.0,0.79,0.895
Polyp,kNN,val_optimal,True,True,EndoCV2020,hue,1.0,0.4117647058823529,0.7058823529411764
Polyp,kNN,val_optimal,True,True,EndoCV2020,multnoise,1.0,0.77,0.885
Polyp,kNN,val_optimal,True,True,EndoCV2020,noise,1.0,0.77,0.885
Polyp,kNN,val_optimal,True,True,EndoCV2020,saltpepper,1.0,0.77,0.885
Polyp,kNN,val_optimal,True,True,EndoCV2020,smear,0.1134020618556701,0.7766990291262136,0.44505054549094186
Polyp,kNN,val_optimal,True,True,EtisLaribDB,CVC-ClinicDB,0.7368421052631579,0.6519337016574586,0.6943879034603082
Polyp,kNN,val_optimal,True,True,EtisLaribDB,EndoCV2020,1.0,0.6073298429319371,0.8036649214659686
Polyp,kNN,val_optimal,True,True,EtisLaribDB,EtisLaribDB,1.0,0.9134615384615384,0.9567307692307692
Polyp,kNN,val_optimal,True,True,EtisLaribDB,brightness,1.0,0.9698492462311558,0.9849246231155779
Polyp,kNN,val_optimal,True,True,EtisLaribDB,contrast,1.0,0.955,0.9775
Polyp,kNN,val_optimal,True,True,EtisLaribDB,hue,1.0,0.5080213903743316,0.7540106951871658
Polyp,kNN,val_optimal,True,True,EtisLaribDB,multnoise,1.0,0.95,0.975
Polyp,kNN,val_optimal,True,True,EtisLaribDB,noise,1.0,0.95,0.975
Polyp,kNN,val_optimal,True,True,EtisLaribDB,saltpepper,1.0,0.95,0.975
Polyp,kNN,val_optimal,True,True,EtisLaribDB,smear,0.010309278350515464,0.9514563106796117,0.48088279451506355
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,CVC-ClinicDB,1.0,0.419889502762431,0.7099447513812155
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,EndoCV2020,1.0,0.4136125654450262,0.7068062827225131
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,EtisLaribDB,1.0,0.7307692307692308,0.8653846153846154
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,brightness,1.0,0.8140703517587939,0.907035175879397
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,contrast,1.0,0.765,0.8825000000000001
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,hue,1.0,0.4064171122994652,0.7032085561497325
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,multnoise,1.0,0.76,0.88
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,noise,1.0,0.76,0.88
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,saltpepper,1.0,0.76,0.88
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,smear,0.12371134020618557,0.7669902912621359,0.44535081573416074
Polyp,kNN,ind_span,True,True,EndoCV2020,CVC-ClinicDB,1.0,0.419889502762431,0.7099447513812155
Polyp,kNN,ind_span,True,True,EndoCV2020,EndoCV2020,1.0,0.4136125654450262,0.7068062827225131
Polyp,kNN,ind_span,True,True,EndoCV2020,EtisLaribDB,1.0,0.7307692307692308,0.8653846153846154
Polyp,kNN,ind_span,True,True,EndoCV2020,brightness,1.0,0.8140703517587939,0.907035175879397
Polyp,kNN,ind_span,True,True,EndoCV2020,contrast,1.0,0.765,0.8825000000000001
Polyp,kNN,ind_span,True,True,EndoCV2020,hue,1.0,0.4064171122994652,0.7032085561497325
Polyp,kNN,ind_span,True,True,EndoCV2020,multnoise,1.0,0.76,0.88
Polyp,kNN,ind_span,True,True,EndoCV2020,noise,1.0,0.76,0.88
Polyp,kNN,ind_span,True,True,EndoCV2020,saltpepper,1.0,0.76,0.88
Polyp,kNN,ind_span,True,True,EndoCV2020,smear,0.12371134020618557,0.7669902912621359,0.44535081573416074
Polyp,kNN,ind_span,True,True,EtisLaribDB,CVC-ClinicDB,1.0,0.419889502762431,0.7099447513812155
Polyp,kNN,ind_span,True,True,EtisLaribDB,EndoCV2020,1.0,0.4136125654450262,0.7068062827225131
Polyp,kNN,ind_span,True,True,EtisLaribDB,EtisLaribDB,1.0,0.7307692307692308,0.8653846153846154
Polyp,kNN,ind_span,True,True,EtisLaribDB,brightness,1.0,0.8140703517587939,0.907035175879397
Polyp,kNN,ind_span,True,True,EtisLaribDB,contrast,1.0,0.765,0.8825000000000001
Polyp,kNN,ind_span,True,True,EtisLaribDB,hue,1.0,0.4064171122994652,0.7032085561497325
Polyp,kNN,ind_span,True,True,EtisLaribDB,multnoise,1.0,0.76,0.88
Polyp,kNN,ind_span,True,True,EtisLaribDB,noise,1.0,0.76,0.88
Polyp,kNN,ind_span,True,True,EtisLaribDB,saltpepper,1.0,0.76,0.88
Polyp,kNN,ind_span,True,True,EtisLaribDB,smear,0.12371134020618557,0.7669902912621359,0.44535081573416074
Polyp,kNN,logistic,True,True,CVC-ClinicDB,CVC-ClinicDB,0.9473684210526315,0.4530386740331491,0.7002035475428903
Polyp,kNN,logistic,True,True,CVC-ClinicDB,EndoCV2020,1.0,0.4397905759162304,0.7198952879581152
Polyp,kNN,logistic,True,True,CVC-ClinicDB,EtisLaribDB,1.0,0.7788461538461539,0.8894230769230769
Polyp,kNN,logistic,True,True,CVC-ClinicDB,brightness,1.0,0.864321608040201,0.9321608040201005
Polyp,kNN,logistic,True,True,CVC-ClinicDB,contrast,1.0,0.825,0.9125
Polyp,kNN,logistic,True,True,CVC-ClinicDB,hue,1.0,0.4331550802139037,0.7165775401069518
Polyp,kNN,logistic,True,True,CVC-ClinicDB,multnoise,1.0,0.81,0.905
Polyp,kNN,logistic,True,True,CVC-ClinicDB,noise,1.0,0.81,0.905
Polyp,kNN,logistic,True,True,CVC-ClinicDB,saltpepper,1.0,0.81,0.905
Polyp,kNN,logistic,True,True,CVC-ClinicDB,smear,0.10309278350515463,0.8155339805825242,0.4593133820438394
Polyp,kNN,logistic,True,True,EndoCV2020,CVC-ClinicDB,0.8947368421052632,0.5027624309392265,0.6987496365222448
