Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,InD Val Fold,OoD Test Fold,InD Test Fold,Shift,Shift Intensity,tpr,tnr,ba
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,OoD Test,ind_test,OoD Test,Organic,1.0,0.5235602094240838,0.7617801047120418
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,OoD Val,ind_test,OoD Val,Organic,1.0,0.5154639175257731,0.7577319587628866
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.025,ind_test,brightness,0.025,1.0,1.0,1.0
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.05,ind_test,brightness,0.05,1.0,1.0,1.0
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.07500000000000001,ind_test,brightness,0.07500000000000001,1.0,1.0,1.0
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.1,ind_test,brightness,0.1,1.0,0.995,0.9975
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.125,ind_test,brightness,0.125,1.0,0.955,0.9775
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.15000000000000002,ind_test,brightness,0.15000000000000002,1.0,0.945,0.9724999999999999
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.17500000000000002,ind_test,brightness,0.17500000000000002,1.0,0.915,0.9575
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.2,ind_test,brightness,0.2,1.0,0.94,0.97
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.225,ind_test,brightness,0.225,1.0,0.875,0.9375
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.25,ind_test,brightness,0.25,1.0,0.835,0.9175
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.275,ind_test,brightness,0.275,1.0,0.84,0.9199999999999999
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.30000000000000004,ind_test,brightness,0.30000000000000004,1.0,0.84,0.9199999999999999
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.325,ind_test,brightness,0.325,1.0,0.81,0.905
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.35000000000000003,ind_test,brightness,0.35000000000000003,1.0,0.815,0.9075
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.375,ind_test,brightness,0.375,1.0,0.765,0.8825000000000001
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.4,ind_test,brightness,0.4,1.0,0.735,0.8674999999999999
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.42500000000000004,ind_test,brightness,0.42500000000000004,1.0,0.745,0.8725
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.45,ind_test,brightness,0.45,1.0,0.755,0.8775
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.47500000000000003,ind_test,brightness,0.47500000000000003,1.0,0.725,0.8625
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,brightness_0.5,ind_test,brightness,0.5,0.75,0.7040816326530612,0.7270408163265306
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,contrast_0.025,ind_test,contrast,0.025,1.0,1.0,1.0
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,contrast_0.05,ind_test,contrast,0.05,1.0,1.0,1.0
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,contrast_0.07500000000000001,ind_test,contrast,0.07500000000000001,1.0,1.0,1.0
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,contrast_0.1,ind_test,contrast,0.1,1.0,1.0,1.0
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,contrast_0.125,ind_test,contrast,0.125,1.0,1.0,1.0
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,contrast_0.15000000000000002,ind_test,contrast,0.15000000000000002,1.0,1.0,1.0
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,contrast_0.17500000000000002,ind_test,contrast,0.17500000000000002,1.0,1.0,1.0
CCT,kNN,val_optimal,True,True,OoD Test,ind_val,contrast_0.2,ind_test,contrast,0.2,1.0,0.995,0.9975
