Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,tpr,tnr,ba
NICO,kNN,val_optimal,True,True,autumn,autumn,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,autumn,brightness,0.0,1.0,0.5
NICO,kNN,val_optimal,True,True,autumn,contrast,0.0,1.0,0.5
NICO,kNN,val_optimal,True,True,autumn,grass,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,autumn,hue,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,autumn,multnoise,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,autumn,noise,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,autumn,outdoor,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,autumn,rock,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,autumn,saltpepper,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,autumn,smear,0.0,1.0,0.5
NICO,kNN,val_optimal,True,True,autumn,water,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,grass,autumn,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,grass,brightness,0.0,1.0,0.5
NICO,kNN,val_optimal,True,True,grass,contrast,0.0,1.0,0.5
NICO,kNN,val_optimal,True,True,grass,grass,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,grass,hue,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,grass,multnoise,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,grass,noise,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,grass,outdoor,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,grass,rock,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,grass,saltpepper,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,grass,smear,0.0,1.0,0.5
NICO,kNN,val_optimal,True,True,grass,water,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,outdoor,autumn,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,outdoor,brightness,0.0,1.0,0.5
NICO,kNN,val_optimal,True,True,outdoor,contrast,0.0,1.0,0.5
NICO,kNN,val_optimal,True,True,outdoor,grass,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,outdoor,hue,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,outdoor,multnoise,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,outdoor,noise,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,outdoor,outdoor,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,outdoor,rock,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,outdoor,saltpepper,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,outdoor,smear,0.0,1.0,0.5
NICO,kNN,val_optimal,True,True,outdoor,water,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,rock,autumn,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,rock,brightness,0.0,1.0,0.5
NICO,kNN,val_optimal,True,True,rock,contrast,0.0,1.0,0.5
NICO,kNN,val_optimal,True,True,rock,grass,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,rock,hue,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,rock,multnoise,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,rock,noise,0.9174311926605505,1.0,0.9587155963302753
NICO,kNN,val_optimal,True,True,rock,outdoor,0.9174311926605505,1.0,0.9587155963302753
