Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,InD Val Fold,OoD Test Fold,InD Test Fold,Shift,Shift Intensity,tpr,tnr,ba
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.025,ind_test,brightness,0.025,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.05,ind_test,brightness,0.05,0.01,1.0,0.505
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.07500000000000001,ind_test,brightness,0.07500000000000001,0.02,1.0,0.51
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.1,ind_test,brightness,0.1,0.01,1.0,0.505
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.125,ind_test,brightness,0.125,0.04,1.0,0.52
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.15000000000000002,ind_test,brightness,0.15000000000000002,0.02,1.0,0.51
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.17500000000000002,ind_test,brightness,0.17500000000000002,0.02,1.0,0.51
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.2,ind_test,brightness,0.2,0.13,1.0,0.565
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.225,ind_test,brightness,0.225,0.05,1.0,0.525
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.25,ind_test,brightness,0.25,0.08,1.0,0.54
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.275,ind_test,brightness,0.275,0.24,1.0,0.62
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.30000000000000004,ind_test,brightness,0.30000000000000004,0.16,1.0,0.58
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.325,ind_test,brightness,0.325,0.09,1.0,0.545
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.35000000000000003,ind_test,brightness,0.35000000000000003,0.23,1.0,0.615
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.375,ind_test,brightness,0.375,0.08,1.0,0.54
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.4,ind_test,brightness,0.4,0.07,1.0,0.535
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.42500000000000004,ind_test,brightness,0.42500000000000004,0.23,1.0,0.615
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.45,ind_test,brightness,0.45,0.14,1.0,0.5700000000000001
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.47500000000000003,ind_test,brightness,0.47500000000000003,0.15,1.0,0.575
Office31,kNN,val_optimal,False,False,dslr,ind_val,brightness_0.5,ind_test,brightness,0.5,0.13,1.0,0.565
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.025,ind_test,contrast,0.025,0.01,1.0,0.505
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.05,ind_test,contrast,0.05,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.07500000000000001,ind_test,contrast,0.07500000000000001,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.1,ind_test,contrast,0.1,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.125,ind_test,contrast,0.125,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.15000000000000002,ind_test,contrast,0.15000000000000002,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.17500000000000002,ind_test,contrast,0.17500000000000002,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.2,ind_test,contrast,0.2,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.225,ind_test,contrast,0.225,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.25,ind_test,contrast,0.25,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.275,ind_test,contrast,0.275,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.30000000000000004,ind_test,contrast,0.30000000000000004,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.325,ind_test,contrast,0.325,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.35000000000000003,ind_test,contrast,0.35000000000000003,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.375,ind_test,contrast,0.375,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.4,ind_test,contrast,0.4,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.42500000000000004,ind_test,contrast,0.42500000000000004,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.45,ind_test,contrast,0.45,0.0,1.0,0.5
Office31,kNN,val_optimal,False,False,dslr,ind_val,contrast_0.47500000000000003,ind_test,contrast,0.47500000000000003,0.0,1.0,0.5
