Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,bias,k,tpr,tnr,ba
Office31,kNN,val_optimal,True,True,dslr,dslr,Unbiased,-1,0.896551724137931,0.736842105263158,0.8166969147005445
Office31,kNN,val_optimal,True,True,dslr,dslr,Class,-1,0.9333333333333333,0.48484848484848486,0.7090909090909091
Office31,kNN,val_optimal,True,True,dslr,dslr,Synthetic,-1,0.875,0.6666666666666667,0.7708333333333334
Office31,kNN,val_optimal,True,True,dslr,dslr,Temporal,-1,0.3333333333333333,0.33333333333333337,0.33333333333333337
Office31,kNN,val_optimal,True,True,dslr,webcam,Unbiased,-1,0.925,0.5384615384615384,0.7317307692307693
Office31,kNN,val_optimal,True,True,dslr,webcam,Class,-1,0.7777777777777778,0.41666666666666663,0.5972222222222222
Office31,kNN,val_optimal,True,True,dslr,webcam,Synthetic,-1,0.85,0.6538461538461539,0.7519230769230769
Office31,kNN,val_optimal,True,True,dslr,webcam,Temporal,-1,0.0,0.34375,0.171875
Office31,kNN,val_optimal,True,True,webcam,dslr,Unbiased,-1,0.896551724137931,0.736842105263158,0.8166969147005445
Office31,kNN,val_optimal,True,True,webcam,dslr,Class,-1,0.9333333333333333,0.48484848484848486,0.7090909090909091
Office31,kNN,val_optimal,True,True,webcam,dslr,Synthetic,-1,0.875,0.6666666666666667,0.7708333333333334
Office31,kNN,val_optimal,True,True,webcam,dslr,Temporal,-1,0.3333333333333333,0.33333333333333337,0.33333333333333337
Office31,kNN,val_optimal,True,True,webcam,webcam,Unbiased,-1,0.925,0.5384615384615384,0.7317307692307693
Office31,kNN,val_optimal,True,True,webcam,webcam,Class,-1,0.8888888888888888,0.375,0.6319444444444444
Office31,kNN,val_optimal,True,True,webcam,webcam,Synthetic,-1,0.875,0.6538461538461539,0.7644230769230769
Office31,kNN,val_optimal,True,True,webcam,webcam,Temporal,-1,0.0,0.28125,0.140625
Office31,kNN,ind_span,True,True,dslr,dslr,Unbiased,-1,0.896551724137931,0.736842105263158,0.8166969147005445
Office31,kNN,ind_span,True,True,dslr,dslr,Class,-1,0.9333333333333333,0.36363636363636365,0.6484848484848484
Office31,kNN,ind_span,True,True,dslr,dslr,Synthetic,-1,0.9166666666666666,0.33333333333333337,0.625
Office31,kNN,ind_span,True,True,dslr,dslr,Temporal,-1,0.6666666666666666,0.33333333333333337,0.5
Office31,kNN,ind_span,True,True,dslr,webcam,Unbiased,-1,0.925,0.5384615384615384,0.7317307692307693
Office31,kNN,ind_span,True,True,dslr,webcam,Class,-1,0.9444444444444444,0.25,0.5972222222222222
Office31,kNN,ind_span,True,True,dslr,webcam,Synthetic,-1,0.95,0.34615384615384615,0.648076923076923
Office31,kNN,ind_span,True,True,dslr,webcam,Temporal,-1,0.5,0.234375,0.3671875
Office31,kNN,ind_span,True,True,webcam,dslr,Unbiased,-1,0.896551724137931,0.736842105263158,0.8166969147005445
Office31,kNN,ind_span,True,True,webcam,dslr,Class,-1,0.9333333333333333,0.36363636363636365,0.6484848484848484
Office31,kNN,ind_span,True,True,webcam,dslr,Synthetic,-1,0.9166666666666666,0.33333333333333337,0.625
Office31,kNN,ind_span,True,True,webcam,dslr,Temporal,-1,0.6666666666666666,0.33333333333333337,0.5
Office31,kNN,ind_span,True,True,webcam,webcam,Unbiased,-1,0.925,0.5384615384615384,0.7317307692307693
Office31,kNN,ind_span,True,True,webcam,webcam,Class,-1,0.9444444444444444,0.25,0.5972222222222222
Office31,kNN,ind_span,True,True,webcam,webcam,Synthetic,-1,0.95,0.34615384615384615,0.648076923076923
Office31,kNN,ind_span,True,True,webcam,webcam,Temporal,-1,0.5,0.234375,0.3671875
Office31,kNN,val_optimal,True,False,dslr,dslr,Unbiased,-1,1.0,1.0,1.0
Office31,kNN,val_optimal,True,False,dslr,dslr,Class,-1,0.9333333333333333,0.48484848484848486,0.7090909090909091
Office31,kNN,val_optimal,True,False,dslr,dslr,Synthetic,-1,0.875,0.6666666666666667,0.7708333333333334
Office31,kNN,val_optimal,True,False,dslr,dslr,Temporal,-1,0.3333333333333333,0.33333333333333337,0.33333333333333337
Office31,kNN,val_optimal,True,False,dslr,webcam,Unbiased,-1,0.925,0.5384615384615384,0.7317307692307693
Office31,kNN,val_optimal,True,False,dslr,webcam,Class,-1,0.7777777777777778,0.41666666666666663,0.5972222222222222
Office31,kNN,val_optimal,True,False,dslr,webcam,Synthetic,-1,0.85,0.6538461538461539,0.7519230769230769
Office31,kNN,val_optimal,True,False,dslr,webcam,Temporal,-1,0.0,0.34375,0.171875
Office31,kNN,val_optimal,True,False,webcam,dslr,Unbiased,-1,1.0,1.0,1.0
Office31,kNN,val_optimal,True,False,webcam,dslr,Class,-1,0.9333333333333333,0.48484848484848486,0.7090909090909091
Office31,kNN,val_optimal,True,False,webcam,dslr,Synthetic,-1,0.875,0.6666666666666667,0.7708333333333334
Office31,kNN,val_optimal,True,False,webcam,dslr,Temporal,-1,0.3333333333333333,0.33333333333333337,0.33333333333333337
Office31,kNN,val_optimal,True,False,webcam,webcam,Unbiased,-1,0.925,0.5384615384615384,0.7317307692307693
Office31,kNN,val_optimal,True,False,webcam,webcam,Class,-1,0.8888888888888888,0.375,0.6319444444444444
Office31,kNN,val_optimal,True,False,webcam,webcam,Synthetic,-1,0.875,0.6538461538461539,0.7644230769230769
Office31,kNN,val_optimal,True,False,webcam,webcam,Temporal,-1,0.0,0.28125,0.140625
Office31,kNN,ind_span,True,False,dslr,dslr,Unbiased,-1,1.0,1.0,1.0
Office31,kNN,ind_span,True,False,dslr,dslr,Class,-1,0.9333333333333333,0.36363636363636365,0.6484848484848484
Office31,kNN,ind_span,True,False,dslr,dslr,Synthetic,-1,0.9166666666666666,0.33333333333333337,0.625
Office31,kNN,ind_span,True,False,dslr,dslr,Temporal,-1,0.6666666666666666,0.33333333333333337,0.5
Office31,kNN,ind_span,True,False,dslr,webcam,Unbiased,-1,0.925,0.5384615384615384,0.7317307692307693
Office31,kNN,ind_span,True,False,dslr,webcam,Class,-1,0.9444444444444444,0.25,0.5972222222222222
Office31,kNN,ind_span,True,False,dslr,webcam,Synthetic,-1,0.95,0.34615384615384615,0.648076923076923
Office31,kNN,ind_span,True,False,dslr,webcam,Temporal,-1,0.5,0.234375,0.3671875
Office31,kNN,ind_span,True,False,webcam,dslr,Unbiased,-1,1.0,1.0,1.0
Office31,kNN,ind_span,True,False,webcam,dslr,Class,-1,0.9333333333333333,0.36363636363636365,0.6484848484848484
Office31,kNN,ind_span,True,False,webcam,dslr,Synthetic,-1,0.9166666666666666,0.33333333333333337,0.625
Office31,kNN,ind_span,True,False,webcam,dslr,Temporal,-1,0.6666666666666666,0.33333333333333337,0.5
Office31,kNN,ind_span,True,False,webcam,webcam,Unbiased,-1,0.925,0.5384615384615384,0.7317307692307693
Office31,kNN,ind_span,True,False,webcam,webcam,Class,-1,0.9444444444444444,0.25,0.5972222222222222
Office31,kNN,ind_span,True,False,webcam,webcam,Synthetic,-1,0.95,0.34615384615384615,0.648076923076923
Office31,kNN,ind_span,True,False,webcam,webcam,Temporal,-1,0.5,0.234375,0.3671875
Office31,kNN,val_optimal,False,False,dslr,dslr,Unbiased,-1,1.0,1.0,1.0
Office31,kNN,val_optimal,False,False,dslr,dslr,Class,-1,1.0,1.0,1.0
Office31,kNN,val_optimal,False,False,dslr,dslr,Synthetic,-1,0.9354838709677419,1.0,0.967741935483871
Office31,kNN,val_optimal,False,False,dslr,dslr,Temporal,-1,1.0,1.0,1.0
