Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,tpr,tnr,ba
NICO,kNN,val_optimal,True,True,autumn,autumn,0.9345794392523364,0.989247311827957,0.9619133755401468
NICO,kNN,val_optimal,True,True,autumn,brightness,0.0,0.989247311827957,0.4946236559139785
NICO,kNN,val_optimal,True,True,autumn,contrast,0.0,0.9946808510638298,0.4973404255319149
NICO,kNN,val_optimal,True,True,autumn,grass,0.9345794392523364,0.989247311827957,0.9619133755401468
NICO,kNN,val_optimal,True,True,autumn,hue,0.9191919191919192,0.9108910891089109,0.9150415041504151
NICO,kNN,val_optimal,True,True,autumn,multnoise,0.9345794392523364,0.989247311827957,0.9619133755401468
NICO,kNN,val_optimal,True,True,autumn,noise,0.9345794392523364,0.989247311827957,0.9619133755401468
NICO,kNN,val_optimal,True,True,autumn,outdoor,0.9345794392523364,0.989247311827957,0.9619133755401468
NICO,kNN,val_optimal,True,True,autumn,rock,0.9345794392523364,0.989247311827957,0.9619133755401468
NICO,kNN,val_optimal,True,True,autumn,saltpepper,0.9345794392523364,0.989247311827957,0.9619133755401468
NICO,kNN,val_optimal,True,True,autumn,smear,0.0,0.9947368421052631,0.49736842105263157
NICO,kNN,val_optimal,True,True,autumn,water,0.9345794392523364,0.989247311827957,0.9619133755401468
NICO,kNN,val_optimal,True,True,grass,autumn,0.9252336448598131,1.0,0.9626168224299065
NICO,kNN,val_optimal,True,True,grass,brightness,0.0,1.0,0.5
NICO,kNN,val_optimal,True,True,grass,contrast,0.0,1.0,0.5
NICO,kNN,val_optimal,True,True,grass,grass,0.9345794392523364,1.0,0.9672897196261683
NICO,kNN,val_optimal,True,True,grass,hue,0.9090909090909091,0.9306930693069306,0.9198919891989199
NICO,kNN,val_optimal,True,True,grass,multnoise,0.9345794392523364,1.0,0.9672897196261683
NICO,kNN,val_optimal,True,True,grass,noise,0.9345794392523364,1.0,0.9672897196261683
NICO,kNN,val_optimal,True,True,grass,outdoor,0.897196261682243,1.0,0.9485981308411215
NICO,kNN,val_optimal,True,True,grass,rock,0.9345794392523364,1.0,0.9672897196261683
