,fold,feature_name,feature,loss,acc,idx,class
0,train,softmax,0.9990567564964294,1.6689287e-06,1.0,2573.0,2.0
1,train,softmax,1.0,0.024258109,1.0,4741.0,0.0
2,train,softmax,0.9999665021896362,0.016702691,1.0,109.0,7.0
3,train,softmax,1.0,0.026875284,1.0,173.0,1.0
4,train,softmax,0.9987645149230957,0.51918364,1.0,10955.0,0.0
5,train,softmax,0.9999814033508301,1.7523613e-05,1.0,2130.0,7.0
6,train,softmax,0.8275529742240906,0.00045050963,1.0,7428.0,5.0
7,train,softmax,0.9734826683998108,5.566919e-05,1.0,10147.0,7.0
8,train,softmax,0.9999045133590698,0.0061713373,1.0,6266.0,2.0
9,train,softmax,0.9994959831237793,5.960463e-07,1.0,3018.0,2.0
10,train,softmax,0.9923547506332397,0.012627763,1.0,6576.0,0.0
11,train,softmax,0.9987788796424866,0.016769279,1.0,611.0,0.0
12,train,softmax,0.9996566772460938,1.28745205e-05,1.0,4892.0,11.0
13,train,softmax,0.9999998807907104,-0.0,1.0,604.0,6.0
14,train,softmax,0.9998304843902588,0.7959788,1.0,3135.0,6.0
15,train,softmax,0.9999955892562866,0.03597579,1.0,7810.0,0.0
16,train,softmax,0.999575674533844,0.00041428566,1.0,12872.0,2.0
17,train,softmax,0.9999995231628418,4.7683704e-07,1.0,10722.0,8.0
18,train,softmax,0.9999978542327881,0.009511866,1.0,683.0,6.0
19,train,softmax,0.9999459981918335,1.1920928e-07,1.0,2297.0,0.0
20,train,softmax,0.9999978542327881,0.86892545,0.0,3092.0,6.0
21,train,softmax,1.0,2.3841855e-07,1.0,9934.0,7.0
22,train,softmax,0.9516909122467041,1.072883e-06,1.0,101.0,1.0
23,train,softmax,0.9997549653053284,0.0022144814,1.0,7561.0,8.0
24,train,softmax,0.9995917677879333,2.9697874,0.0,4854.0,1.0
25,train,softmax,1.0,0.2836697,1.0,9053.0,2.0
26,train,softmax,0.6217889189720154,-0.0,1.0,6581.0,7.0
27,train,softmax,0.9425826668739319,0.16793495,1.0,10998.0,0.0
28,train,softmax,1.0,0.0014206803,1.0,1952.0,0.0
29,train,softmax,0.996239423751831,1.6689287e-06,1.0,4284.0,1.0
30,train,softmax,0.6959438920021057,0.6195246,1.0,3347.0,0.0
31,train,softmax,0.9996119141578674,4.708656e-05,1.0,6880.0,7.0
32,train,softmax,0.908416748046875,0.069619715,1.0,5657.0,9.0
33,train,softmax,0.9185183644294739,1.9073468e-06,1.0,8454.0,2.0
34,train,softmax,0.9951179027557373,1.3708975e-05,1.0,5438.0,7.0
35,train,softmax,0.24973902106285095,5.960463e-07,1.0,675.0,11.0
36,train,softmax,0.9511221051216125,0.19547558,1.0,3014.0,0.0
37,train,softmax,0.9994145631790161,0.002558413,1.0,12487.0,4.0
38,train,softmax,0.9998782873153687,1.1920928e-07,1.0,12026.0,6.0
39,train,softmax,0.9999991655349731,0.00011550713,1.0,8009.0,14.0
40,train,softmax,1.0,0.0058849403,1.0,9766.0,9.0
41,train,softmax,0.9090511798858643,0.002185934,1.0,10418.0,2.0
42,train,softmax,0.9889037013053894,0.21376072,1.0,5765.0,5.0
43,train,softmax,0.9999833106994629,0.000135055,1.0,3570.0,14.0
44,train,softmax,0.9992967844009399,0.10258933,1.0,3925.0,9.0
45,train,softmax,0.604081928730011,0.29066268,1.0,12592.0,0.0
46,train,softmax,1.0,0.028586805,1.0,6932.0,9.0
47,train,softmax,0.6347051858901978,0.781684,0.0,3875.0,1.0
48,train,softmax,0.900107741355896,4.887569e-06,1.0,10448.0,7.0
49,train,softmax,0.9860615730285645,0.0008742563,1.0,13012.0,9.0
50,train,softmax,0.761563241481781,0.028760333,1.0,269.0,4.0
51,train,softmax,0.999775230884552,5.245195e-06,1.0,10266.0,1.0
52,train,softmax,1.0,0.044607468,1.0,10872.0,9.0
53,train,softmax,0.9980300068855286,2.3841855e-07,1.0,13262.0,6.0
54,train,softmax,0.9999996423721313,0.029812785,1.0,1484.0,5.0
55,train,softmax,1.0,9.881962e-05,1.0,1655.0,14.0
56,train,softmax,0.9999805688858032,3.2543605e-05,1.0,11324.0,7.0
57,train,softmax,1.0,9.5367386e-07,1.0,3248.0,7.0
58,train,softmax,0.9602977633476257,1.5258673e-05,1.0,323.0,4.0
59,train,softmax,0.9877513647079468,0.0062399325,1.0,967.0,9.0
60,train,softmax,0.9598293304443359,8.106199e-06,1.0,8292.0,9.0
61,train,softmax,0.9691067934036255,0.12921305,1.0,7359.0,3.0
