,Tree,t,Risk Estimate,E[f(x)=y],Accuracy,ood_pred,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,Rate Error,Accuracy Error,dsd,ba,tpr,tnr,rate,test_set,val_set
0,Base Tree,350.5,1643.3337362919497,0.8346993874931231,0.8629824561403509,0.03566416040100251,0.165300612506877,1.0,0.0,0.0,0.165300612506877,0.03894005291975586,knn,0.9903333333333334,0.9286666666666668,0.9595,0.0,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,1099.164855371092,0.7236000265097177,0.8629824561403509,0.03566416040100251,0.165300612506877,1.0,0.0,0.0,0.165300612506877,0.13938242963063313,knn,0.9903333333333334,0.9286666666666668,0.9595,0.0,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,1789.392531974536,0.8107553226271252,0.683734335839599,0.06694235588972432,0.18924467737287476,1.0,0.0,0.0,0.08924467737287475,0.12702098678752624,knn,0.9903333333333334,0.9286666666666668,0.9595,0.1,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,1141.3938596007274,0.7028429417060235,0.683734335839599,0.06694235588972432,0.18924467737287476,1.0,0.0,0.0,0.08924467737287475,0.029736182701286897,knn,0.9903333333333334,0.9286666666666668,0.9595,0.1,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,2321.3047973068565,0.7235565906054333,0.3017042606516291,0.18358395989974938,0.27644340939456663,1.0,0.0,0.0,0.0764434093945666,0.42185232995380434,knn,0.9903333333333334,0.9286666666666668,0.9595,0.2,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,1295.1821008192017,0.6272504520649193,0.3017042606516291,0.18358395989974938,0.27644340939456663,1.0,0.0,0.0,0.0764434093945666,0.32554619141329016,knn,0.9903333333333334,0.9286666666666668,0.9595,0.2,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,2817.729694584894,0.6421754599041157,0.18614035087719297,0.29621553884711777,0.3578245400958843,1.0,0.0,0.0,0.057824540095884266,0.4560351090269227,knn,0.9903333333333334,0.9286666666666668,0.9595,0.30000000000000004,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,1438.710116293246,0.5567012349273309,0.18614035087719297,0.29621553884711777,0.3578245400958843,1.0,0.0,0.0,0.057824540095884266,0.37056088405013793,knn,0.9903333333333334,0.9286666666666668,0.9595,0.30000000000000004,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,4084.20905137408,0.43455589321736393,0.03441102756892231,0.5857393483709273,0.565444106782636,1.0,0.0,0.0,0.16544410678263602,0.40014486564844165,knn,0.9903333333333334,0.9286666666666668,0.9595,0.4,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,1804.8788352988665,0.3767160495905232,0.03441102756892231,0.5857393483709273,0.565444106782636,1.0,0.0,0.0,0.16544410678263602,0.3423050220216009,knn,0.9903333333333334,0.9286666666666668,0.9595,0.4,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,5142.791193681067,0.26101783710146453,0.007769423558897244,0.8352130325814536,0.7389821628985355,1.0,0.0,0.0,0.23898216289853547,0.2532484135425673,knn,0.9903333333333334,0.9286666666666668,0.9595,0.5,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,2110.9396209981132,0.22627609014231487,0.007769423558897244,0.8352130325814536,0.7389821628985355,1.0,0.0,0.0,0.23898216289853547,0.21850666658341764,knn,0.9903333333333334,0.9286666666666668,0.9595,0.5,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,5513.359505750438,0.2002689334835347,0.002506265664160401,0.91,0.7997310665164653,1.0,0.0,0.0,0.19973106651646522,0.1977626678193743,knn,0.9903333333333334,0.9286666666666668,0.9595,0.6000000000000001,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,2218.0795624485004,0.17361292909652762,0.002506265664160401,0.91,0.7997310665164653,1.0,0.0,0.0,0.19973106651646522,0.17110666343236722,knn,0.9903333333333334,0.9286666666666668,0.9595,0.6000000000000001,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,5802.246179403212,0.1529104623929161,0.0,0.9745363408521303,0.8470895376070838,1.0,0.0,0.0,0.14708953760708382,0.1529104623929161,knn,0.9903333333333334,0.9286666666666668,0.9595,0.7000000000000001,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,2301.603437245331,0.13255792001169872,0.0,0.9745363408521303,0.8470895376070838,1.0,0.0,0.0,0.14708953760708382,0.13255792001169872,knn,0.9903333333333334,0.9286666666666668,0.9595,0.7000000000000001,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,5862.555521521574,0.1430236849964633,0.0,0.9867167919799499,0.8569763150035367,1.0,0.0,0.0,0.05697631500353665,0.1430236849964633,knn,0.9903333333333334,0.9286666666666668,0.9595,0.8,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,2319.0402745922415,0.12398708302132427,0.0,0.9867167919799499,0.8569763150035367,1.0,0.0,0.0,0.05697631500353665,0.12398708302132427,knn,0.9903333333333334,0.9286666666666668,0.9595,0.8,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,5911.865159414215,0.1349401378009484,0.0,0.9974937343358395,0.8650598621990516,1.0,0.0,0.0,0.034940137800948366,0.1349401378009484,knn,0.9903333333333334,0.9286666666666668,0.9595,0.9,EtisLaribDB,EtisLaribDB
