,Tree,t,Risk Estimate,E[f(x)=y],Accuracy,ood_pred,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,Rate Error,Accuracy Error,dsd,ba,tpr,tnr,rate,test_set,val_set
0,Base Tree,350.5,1512.7872846608277,0.8561004451375692,0.9864912280701754,0.020827067669172934,0.14389955486243078,1.0,0.0,0.0,0.14389955486243078,0.13039078293260623,energy,0.99975,0.9995,0.999625,0.0,webcam,noise
1,Detector Tree,350.5,1057.9624213622096,0.7437960598207589,0.9864912280701754,0.020827067669172934,0.14389955486243078,1.0,0.0,0.0,0.14389955486243078,0.24269516824941645,energy,0.99975,0.9995,0.999625,0.0,webcam,noise
0,Base Tree,350.5,1649.092094625299,0.8337553943237214,0.9637343358395989,0.05288220551378447,0.16624460567627855,1.0,0.0,0.0,0.06624460567627855,0.12997894151587752,energy,0.99975,0.9995,0.999625,0.1,webcam,noise
1,Detector Tree,350.5,1097.2209260983263,0.7243822622386729,0.9637343358395989,0.05288220551378447,0.16624460567627855,1.0,0.0,0.0,0.06624460567627855,0.2393520736009261,energy,0.99975,0.9995,0.999625,0.1,webcam,noise
0,Base Tree,350.5,1918.9252771007184,0.7895204463769314,0.9178446115288221,0.10699248120300751,0.21047955362306858,1.0,0.0,0.0,0.02393480645294552,0.1283241651518906,energy,0.99975,0.9995,0.999625,0.2,webcam,noise
1,Detector Tree,350.5,1174.9382661902416,0.6859501130953423,0.9178446115288221,0.10699248120300751,0.21047955362306858,1.0,0.0,0.0,0.02393480645294552,0.2318944984334798,energy,0.99975,0.9995,0.999625,0.2,webcam,noise
0,Base Tree,350.5,2432.0824157233737,0.7053963252912502,0.8600250626566416,0.22491228070175437,0.2946036747087498,1.0,0.0,0.0,0.012797675507449981,0.1546287373653914,energy,0.99975,0.9995,0.999625,0.30000000000000004,webcam,noise
1,Detector Tree,350.5,1322.7377602964348,0.6128615051465875,0.8600250626566416,0.22491228070175437,0.2946036747087498,1.0,0.0,0.0,0.012797675507449981,0.24716355751005403,energy,0.99975,0.9995,0.999625,0.30000000000000004,webcam,noise
0,Base Tree,350.5,3250.831491985458,0.5711751652482856,0.7532330827067669,0.39528822055137847,0.4288248347517144,1.0,0.0,0.0,0.03010496571098073,0.18205791745848135,energy,0.99975,0.9995,0.999625,0.4,webcam,noise
1,Detector Tree,350.5,1558.5538294175797,0.49624765387299535,0.7532330827067669,0.39528822055137847,0.4288248347517144,1.0,0.0,0.0,0.03010496571098073,0.25698542883377157,energy,0.99975,0.9995,0.999625,0.4,webcam,noise
0,Base Tree,350.5,4451.8335301165,0.3742895852268033,0.5630576441102757,0.6619548872180451,0.6257104147731967,1.0,0.0,0.0,0.12571041477319672,0.18876805888347242,energy,0.99975,0.9995,0.999625,0.5,webcam,noise
1,Detector Tree,350.5,1904.4663780234819,0.3251897838680674,0.5630576441102757,0.6619548872180451,0.6257104147731967,1.0,0.0,0.0,0.12571041477319672,0.2378678602422083,energy,0.99975,0.9995,0.999625,0.5,webcam,noise
0,Base Tree,350.5,5558.574276212509,0.19285667603073609,0.37528822055137845,0.9096491228070175,0.8071433239692639,1.0,0.0,0.0,0.20714332396926385,0.18243154452064236,energy,0.99975,0.9995,0.999625,0.6000000000000001,webcam,noise
1,Detector Tree,350.5,2223.229793882312,0.16755748295252826,0.37528822055137845,0.9096491228070175,0.8071433239692639,1.0,0.0,0.0,0.20714332396926385,0.2077307375988502,energy,0.99975,0.9995,0.999625,0.6000000000000001,webcam,noise
