,Tree,t,Risk Estimate,E[f(x)=y],Accuracy,ood_pred,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,Rate Error,Accuracy Error,dsd,ba,tpr,tnr,rate,test_set,val_set
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.9709273182957393,0.0,0.010010822510822527,1.0,0.0,0.0,0.010010822510822527,0.019917244409725622,energy,1.0,1.0,1.0,0.0,Art,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.9709273182957393,0.0,0.010010822510822527,1.0,0.0,0.0,0.010010822510822527,0.012987271832706213,energy,1.0,1.0,1.0,0.0,Art,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.9416791979949876,0.0,0.010010822510822527,1.0,0.0,0.0,0.08998917748917747,0.04830997949419002,energy,1.0,1.0,1.0,0.1,Art,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.9416791979949876,0.0,0.010010822510822527,1.0,0.0,0.0,0.08998917748917747,0.03839937355071065,energy,1.0,1.0,1.0,0.1,Art,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.9036340852130326,0.0,0.010010822510822527,1.0,0.0,0.0,0.18998917748917746,0.08635509227614488,energy,1.0,1.0,1.0,0.2,Art,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.9036340852130326,0.0,0.010010822510822527,1.0,0.0,0.0,0.18998917748917746,0.07644448633266551,energy,1.0,1.0,1.0,0.2,Art,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.7690977443609023,0.0,0.010010822510822527,1.0,0.0,0.0,0.2899891774891775,0.22089143312827522,energy,1.0,1.0,1.0,0.30000000000000004,Art,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.7690977443609023,0.0,0.010010822510822527,1.0,0.0,0.0,0.2899891774891775,0.21098082718479585,energy,1.0,1.0,1.0,0.30000000000000004,Art,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.6016040100250626,0.0,0.010010822510822527,1.0,0.0,0.0,0.38998917748917744,0.38838516746411483,energy,1.0,1.0,1.0,0.4,Art,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.6016040100250626,0.0,0.010010822510822527,1.0,0.0,0.0,0.38998917748917744,0.37847456152063547,energy,1.0,1.0,1.0,0.4,Art,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.3793233082706767,0.0,0.010010822510822527,1.0,0.0,0.0,0.4899891774891775,0.6106658692185007,energy,1.0,1.0,1.0,0.5,Art,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.3793233082706767,0.0,0.010010822510822527,1.0,0.0,0.0,0.4899891774891775,0.6007552632750214,energy,1.0,1.0,1.0,0.5,Art,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.19729323308270677,0.0,0.010010822510822527,1.0,0.0,0.0,0.5899891774891776,0.7926959444064706,energy,1.0,1.0,1.0,0.6000000000000001,Art,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.19729323308270677,0.0,0.010010822510822527,1.0,0.0,0.0,0.5899891774891776,0.7827853384629914,energy,1.0,1.0,1.0,0.6000000000000001,Art,noise
0,Base Tree,350.5,847.8049816098688,0.9651139374410052,0.06353383458646616,0.029373433583959902,0.034886062558994894,1.0,0.0,0.0,0.6651139374410052,0.9015801028545389,energy,1.0,1.0,1.0,0.7000000000000001,Art,noise
1,Detector Tree,350.5,694.4556889959639,0.9554523531105622,0.06353383458646616,0.029373433583959902,0.034886062558994894,1.0,0.0,0.0,0.6651139374410052,0.891918518524096,energy,1.0,1.0,1.0,0.7000000000000001,Art,noise
0,Base Tree,350.5,5852.531476079267,0.14466697113454632,0.013859649122807018,0.8596741854636591,0.8553330288654537,1.0,0.0,0.0,0.05533302886545363,0.1308073220117393,energy,1.0,1.0,1.0,0.8,Art,noise
1,Detector Tree,350.5,1787.371405746525,0.1432187357633401,0.013859649122807018,0.8596741854636591,0.8553330288654537,1.0,0.0,0.0,0.05533302886545363,0.12935908664053308,energy,1.0,1.0,1.0,0.8,Art,noise
0,Base Tree,350.5,6673.933982683983,0.010010822510822526,0.005012531328320802,1.0,0.9899891774891775,1.0,0.0,0.0,0.08998917748917745,0.006951062721739425,energy,1.0,1.0,1.0,0.9,Art,noise
1,Detector Tree,350.5,1966.7465844378387,0.009910605943479334,0.005012531328320802,1.0,0.9899891774891775,1.0,0.0,0.0,0.08998917748917745,0.006925104405132603,energy,1.0,1.0,1.0,0.9,Art,noise
0,Base Tree,350.5,6673.933982683983,0.010010822510822526,0.0,1.0,0.9899891774891775,1.0,0.0,0.0,0.010010822510822526,0.010010822510822526,energy,1.0,1.0,1.0,1.0,Art,noise
1,Detector Tree,350.5,1966.7465844378387,0.009910605943479334,0.0,1.0,0.9899891774891775,1.0,0.0,0.0,0.010010822510822526,0.009910605943479334,energy,1.0,1.0,1.0,1.0,Art,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.9843609022556391,0.0,0.010010822510822527,1.0,0.0,0.0,0.010010822510822527,0.009997097722661639,energy,1.0,1.0,1.0,0.0,Clipart,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.9843609022556391,0.0,0.010010822510822527,1.0,0.0,0.0,0.010010822510822527,0.007339366304234842,energy,1.0,1.0,1.0,0.0,Clipart,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.9427318295739348,0.0,0.010010822510822527,1.0,0.0,0.0,0.08998917748917747,0.04725734791524265,energy,1.0,1.0,1.0,0.1,Clipart,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.9427318295739348,0.0,0.010010822510822527,1.0,0.0,0.0,0.08998917748917747,0.037346741971763284,energy,1.0,1.0,1.0,0.1,Clipart,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.8720300751879699,0.0,0.010010822510822527,1.0,0.0,0.0,0.18998917748917746,0.11795910230120754,energy,1.0,1.0,1.0,0.2,Clipart,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.8720300751879699,0.0,0.010010822510822527,1.0,0.0,0.0,0.18998917748917746,0.10804849635772817,energy,1.0,1.0,1.0,0.2,Clipart,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.7312781954887217,0.0,0.010010822510822527,1.0,0.0,0.0,0.2899891774891775,0.25871098200045567,energy,1.0,1.0,1.0,0.30000000000000004,Clipart,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.7312781954887217,0.0,0.010010822510822527,1.0,0.0,0.0,0.2899891774891775,0.2488003760569763,energy,1.0,1.0,1.0,0.30000000000000004,Clipart,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.5363157894736842,0.0,0.010010822510822527,1.0,0.0,0.0,0.38998917748917744,0.45367338801549323,energy,1.0,1.0,1.0,0.4,Clipart,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.5363157894736842,0.0,0.010010822510822527,1.0,0.0,0.0,0.38998917748917744,0.443762782072014,energy,1.0,1.0,1.0,0.4,Clipart,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.28854636591478694,0.0,0.010010822510822527,1.0,0.0,0.0,0.4899891774891775,0.7014428115743905,energy,1.0,1.0,1.0,0.5,Clipart,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.28854636591478694,0.0,0.010010822510822527,1.0,0.0,0.0,0.4899891774891775,0.6915322056309111,energy,1.0,1.0,1.0,0.5,Clipart,noise
0,Base Tree,350.5,820.0850535158241,0.9696581879482256,0.1274185463659148,0.023182957393483708,0.030341812051774462,1.0,0.0,0.0,0.5696581879482256,0.8422396415823107,energy,1.0,1.0,1.0,0.6000000000000001,Clipart,noise
1,Detector Tree,350.5,688.4023022395337,0.95995111193251,0.1274185463659148,0.023182957393483708,0.030341812051774462,1.0,0.0,0.0,0.5696581879482256,0.8325325655665953,energy,1.0,1.0,1.0,0.6000000000000001,Clipart,noise
0,Base Tree,350.5,4377.5352546816175,0.3864696303800627,0.039072681704260655,0.6157142857142857,0.6135303696199372,1.0,0.0,0.0,0.08646963038006276,0.34739694867580206,energy,1.0,1.0,1.0,0.7000000000000001,Clipart,noise
1,Detector Tree,350.5,1465.2665805788329,0.3826007515045047,0.039072681704260655,0.6157142857142857,0.6135303696199372,1.0,0.0,0.0,0.08646963038006276,0.34352806980024403,energy,1.0,1.0,1.0,0.7000000000000001,Clipart,noise
0,Base Tree,350.5,6673.933982683983,0.010010822510822526,0.004210526315789474,1.0,0.9899891774891775,1.0,0.0,0.0,0.18998917748917743,0.005800296195033052,energy,1.0,1.0,1.0,0.8,Clipart,noise
1,Detector Tree,350.5,1966.7465844378387,0.009910605943479334,0.004210526315789474,1.0,0.9899891774891775,1.0,0.0,0.0,0.18998917748917743,0.005775358833180947,energy,1.0,1.0,1.0,0.8,Clipart,noise
0,Base Tree,350.5,6673.933982683983,0.010010822510822526,0.0,1.0,0.9899891774891775,1.0,0.0,0.0,0.08998917748917745,0.010010822510822526,energy,1.0,1.0,1.0,0.9,Clipart,noise
1,Detector Tree,350.5,1966.7465844378387,0.009910605943479334,0.0,1.0,0.9899891774891775,1.0,0.0,0.0,0.08998917748917745,0.009910605943479334,energy,1.0,1.0,1.0,0.9,Clipart,noise
0,Base Tree,350.5,6673.933982683983,0.010010822510822526,0.0,1.0,0.9899891774891775,1.0,0.0,0.0,0.010010822510822526,0.010010822510822526,energy,1.0,1.0,1.0,1.0,Clipart,noise
1,Detector Tree,350.5,1966.7465844378387,0.009910605943479334,0.0,1.0,0.9899891774891775,1.0,0.0,0.0,0.010010822510822526,0.009910605943479334,energy,1.0,1.0,1.0,1.0,Clipart,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.9843609022556391,0.0,0.010010822510822527,1.0,0.0,1.0,0.010010822510822527,0.009997097722661639,energy,1.0,1.0,1.0,0.0,Product,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.9843609022556391,0.0,0.010010822510822527,1.0,0.0,1.0,0.010010822510822527,0.007339366304234842,energy,1.0,1.0,1.0,0.0,Product,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.9530827067669172,0.0,0.010010822510822527,1.0,0.0,1.0,0.08998917748917747,0.036906796211307505,energy,1.0,1.0,1.0,0.1,Product,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.9530827067669172,0.0,0.010010822510822527,1.0,0.0,1.0,0.08998917748917747,0.027294253604474135,energy,1.0,1.0,1.0,0.1,Product,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.9311528822055137,0.0,0.010010822510822527,1.0,0.0,1.0,0.18998917748917746,0.05883667502088554,energy,1.0,1.0,1.0,0.2,Product,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.9311528822055137,0.0,0.010010822510822527,1.0,0.0,1.0,0.18998917748917746,0.049273809636826496,energy,1.0,1.0,1.0,0.2,Product,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.9212781954887217,0.0,0.010010822510822527,1.0,0.0,1.0,0.2899891774891775,0.06871098200045567,energy,1.0,1.0,1.0,0.30000000000000004,Product,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.9212781954887217,0.0,0.010010822510822527,1.0,0.0,1.0,0.2899891774891775,0.05880037605697631,energy,1.0,1.0,1.0,0.30000000000000004,Product,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.9113533834586466,0.0,0.010010822510822527,1.0,0.0,1.0,0.38998917748917744,0.07863579403053085,energy,1.0,1.0,1.0,0.4,Product,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.9113533834586466,0.0,0.010010822510822527,1.0,0.0,1.0,0.38998917748917744,0.06872518808705148,energy,1.0,1.0,1.0,0.4,Product,noise
0,Base Tree,350.5,696.0660173160175,0.9899891774891775,0.8728822055137844,0.0,0.010010822510822527,1.0,0.0,1.0,0.4899891774891775,0.117106971975393,energy,1.0,1.0,1.0,0.5,Product,noise
1,Detector Tree,350.5,661.3194328781788,0.9800785715456981,0.8728822055137844,0.0,0.010010822510822527,1.0,0.0,1.0,0.4899891774891775,0.10719636603191365,energy,1.0,1.0,1.0,0.5,Product,noise
0,Base Tree,350.5,712.9583635088804,0.9872199404083802,0.8643358395989975,0.002506265664160401,0.012780059591619757,1.0,0.0,1.0,0.5872199404083803,0.12288410080938277,energy,1.0,1.0,1.0,0.6000000000000001,Product,noise
1,Detector Tree,350.5,665.0083278991901,0.9773370568058071,0.8643358395989975,0.002506265664160401,0.012780059591619757,1.0,0.0,1.0,0.5872199404083803,0.11300121720680965,energy,1.0,1.0,1.0,0.6000000000000001,Product,noise
0,Base Tree,350.5,2455.1068526700947,0.701621827431132,0.8276190476190477,0.29894736842105263,0.298378172568868,1.0,0.0,1.0,0.40162182743113206,0.12599722018791565,energy,1.0,1.0,1.0,0.7000000000000001,Product,noise
1,Detector Tree,350.5,1045.4529869273356,0.694598015847,0.8276190476190477,0.29894736842105263,0.298378172568868,1.0,0.0,1.0,0.40162182743113206,0.1330210317720477,energy,1.0,1.0,1.0,0.7000000000000001,Product,noise
