,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,% Accuracy Error,ba,rate,test_set,val_set,Dataset
0,Base Tree,350.5,3016.3956878485774,1033.4110275689222,0.6096072642871185,0.9346867167919799,0.4767919799498747,0.0,0.477971679197995,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.5,0.5,0.477971679197995,0.3250794525048614,0.3477109366994607,0.5,0.0,water,outdoor,NICO
1,Detector Tree,350.5,2403.702289609258,1427.3578947368421,0.6142107357131168,0.9346867167919799,0.4767919799498747,0.0,0.477971679197995,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.5,0.5,0.477971679197995,0.32047598107886305,0.3427808075772888,0.5,0.0,water,outdoor,NICO
0,Base Tree,350.5,2596.0623355631283,1033.4110275689222,0.6785143712191594,0.9346867167919799,0.42401002506265667,0.0,0.37603057644110277,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.55,0.55,0.37603057644110277,0.2561723455728206,0.27337290765340333,0.55,0.0,water,outdoor,NICO
1,Detector Tree,350.5,2116.095780630113,1392.9288220551377,0.6831915915321487,0.9346867167919799,0.42401002506265667,0.0,0.37603057644110277,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.55,0.55,0.37603057644110277,0.2514951252598312,0.2683693783800165,0.55,0.0,water,outdoor,NICO
0,Base Tree,350.5,2153.1696965491597,1033.4110275689222,0.7511197218771869,0.9346867167919799,0.38285714285714284,0.0,0.26861829573934837,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.6,0.6,0.26861829573934837,0.18356699491479303,0.19515829013243463,0.6,0.0,water,outdoor,NICO
1,Detector Tree,350.5,1846.256139636593,1358.0105263157893,0.7572501395551893,0.9346867167919799,0.38285714285714284,0.0,0.26861829573934837,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.6,0.6,0.26861829573934837,0.17743657723679065,0.18860600947390616,0.6,0.0,water,outdoor,NICO
0,Base Tree,350.5,2054.9632551097484,1033.4110275689222,0.7672191385065985,0.9346867167919799,0.32731829573934834,0.0,0.24480083542188805,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.65,0.65,0.24480083542188805,0.16746757828538136,0.17897008561685723,0.65,0.0,water,outdoor,NICO
1,Detector Tree,350.5,1708.9584924482997,1320.829573934837,0.7768510367814291,0.9346867167919799,0.32731829573934834,0.0,0.24480083542188805,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.65,0.65,0.24480083542188805,0.15783568001055082,0.168657294740195,0.65,0.0,water,outdoor,NICO
0,Base Tree,350.5,1762.3747488539357,1033.4110275689222,0.8151844674009942,0.9346867167919799,0.27112781954887216,0.0,0.17384097744360902,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.7,0.7,0.17384097744360902,0.11950224939098576,0.12724919414798289,0.7,0.0,water,outdoor,NICO
1,Detector Tree,350.5,1541.8585811576363,1267.5654135338345,0.824663554780837,0.9346867167919799,0.27112781954887216,0.0,0.17384097744360902,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.7,0.7,0.17384097744360902,0.11002316201114298,0.11710361486625044,0.7,0.0,water,outdoor,NICO
0,Base Tree,350.5,1692.9271782459064,1033.4110275689222,0.8265693150416548,0.9346867167919799,0.21250626566416042,0.0,0.15699824561403508,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.75,0.75,0.15699824561403508,0.10811740175032519,0.11560278468799752,0.75,0.0,water,outdoor,NICO
1,Detector Tree,350.5,1467.8934432915876,1213.4756892230575,0.8323016914393357,0.9346867167919799,0.21250626566416042,0.0,0.15699824561403508,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.75,0.75,0.15699824561403508,0.10238502535264418,0.10946642248448091,0.75,0.0,water,outdoor,NICO
0,Base Tree,350.5,1587.1296694429834,1033.4110275689222,0.8439131689437732,0.9346867167919799,0.16270676691729324,0.0,0.13133976608187137,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.8,0.8,0.13133976608187137,0.0907735478482067,0.09642902747583862,0.8,0.0,water,outdoor,NICO
1,Detector Tree,350.5,1365.0948282172749,1169.2315789473685,0.8510421360794724,0.9346867167919799,0.16270676691729324,0.0,0.13133976608187137,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.8,0.8,0.13133976608187137,0.08364458071250748,0.08879684534985495,0.8,0.0,water,outdoor,NICO
0,Base Tree,350.5,1327.7534300230845,1033.4110275689222,0.8864338639306418,0.9346867167919799,0.1367919799498747,0.0,0.06843469387755108,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.8500000000000001,0.8500000000000001,0.06843469387755108,0.04837752715848529,0.05135387356692254,0.8500000000000001,0.0,water,outdoor,NICO
1,Detector Tree,350.5,1221.2103323976296,1148.1644110275688,0.8963876654455911,0.9346867167919799,0.1367919799498747,0.0,0.06843469387755108,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.8500000000000001,0.8500000000000001,0.06843469387755108,0.0392866074355144,0.0416477810468833,0.8500000000000001,0.0,water,outdoor,NICO
0,Base Tree,350.5,1210.4527050543197,1033.4110275689222,0.9056634909747017,0.9346867167919799,0.09062656641604011,0.0,0.039986403508771945,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.9,0.9,0.039986403508771945,0.030510634217993115,0.03223660402204956,0.9,0.0,water,outdoor,NICO
1,Detector Tree,350.5,1133.0481702986792,1117.221052631579,0.9136959630651531,0.9346867167919799,0.09062656641604011,0.0,0.039986403508771945,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.9,0.9,0.039986403508771945,0.02470689472985714,0.02609800720172815,0.9,0.0,water,outdoor,NICO
0,Base Tree,350.5,1130.5409357530964,1033.4110275689222,0.9187637810240825,0.9346867167919799,0.03423558897243108,0.0,0.020605847953216364,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.95,0.95,0.020605847953216364,0.02311064682366793,0.024424646854140166,0.95,0.0,water,outdoor,NICO
1,Detector Tree,350.5,1075.8653358543434,1075.1784461152884,0.9242472561277066,0.9346867167919799,0.03423558897243108,0.0,0.020605847953216364,0.9326923076923077,0.25674212598425195,0.23401041666666664,0.95,0.95,0.020605847953216364,0.021587833725334127,0.02290339562829361,0.95,0.0,water,outdoor,NICO
0,Base Tree,350.5,1045.5769230769229,1033.4110275689222,0.9326923076923077,0.9346867167919799,0.0,0.0,0.0,0.9326923076923077,0.25674212598425195,0.23401041666666664,1.0,1.0,0.0,0.01825814536340848,0.01952366066246224,1.0,0.0,water,outdoor,NICO
