,Tree,t,Risk Estimate,E[f(x)=y],Accuracy,ood_pred,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,Rate Error,Accuracy Error,dsd,ba,tpr,tnr,rate,test_set,val_set
0,Base Tree,350.5,6735.0,0.0,0.02175438596491228,0.0,0.13310104529616726,0.0,0.0,0.0,0.13310104529616726,0.02175438596491228,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.0,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,5626.610181500322,0.0,0.02175438596491228,0.0,0.13310104529616726,0.0,0.0,0.0,0.13310104529616726,0.02175438596491228,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.0,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,6735.0,0.0,0.0,0.002506265664160401,0.13521324303790838,0.0,0.0,0.0,0.03521324303790836,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.1,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,5619.165885543162,0.0,0.0,0.002506265664160401,0.13521324303790838,0.0,0.0,0.0,0.03521324303790836,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.1,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,6735.0,0.0,0.0,0.02711779448621554,0.15512509758717352,0.0,0.0,0.0,0.044874902412826476,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.2,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,5548.987920956176,0.0,0.0,0.02711779448621554,0.15512509758717352,0.0,0.0,0.0,0.044874902412826476,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.2,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,6735.0,0.0,0.0,0.32982456140350874,0.3656217405884048,0.0,0.0,0.0,0.06562174058840477,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.30000000000000004,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,4807.106951422612,0.0,0.0,0.32982456140350874,0.3656217405884048,0.0,0.0,0.0,0.06562174058840477,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.30000000000000004,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,6735.0,0.0,0.0,0.7793984962406015,0.699743836944277,0.0,0.0,0.0,0.29974383694427703,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.4,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,3629.516557329575,0.0,0.0,0.7793984962406015,0.699743836944277,0.0,0.0,0.0,0.29974383694427703,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.4,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,6735.0,0.0,0.0,0.9802756892230576,0.8524039632181498,0.0,0.0,0.0,0.3524039632181499,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.5,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,3091.4764210385906,0.0,0.0,0.9802756892230576,0.8524039632181498,0.0,0.0,0.0,0.3524039632181499,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.5,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,6735.0,0.0,0.0,1.0,0.8668989547038328,0.0,0.0,0.0,0.26689895470383274,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.6000000000000001,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,3040.3898184996783,0.0,0.0,1.0,0.8668989547038328,0.0,0.0,0.0,0.26689895470383274,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.6000000000000001,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,6735.0,0.0,0.0,1.0,0.8668989547038328,0.0,0.0,0.0,0.16689895470383276,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.7000000000000001,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,3040.3898184996783,0.0,0.0,1.0,0.8668989547038328,0.0,0.0,0.0,0.16689895470383276,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.7000000000000001,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,6735.0,0.0,0.0,1.0,0.8668989547038328,0.0,0.0,0.0,0.06689895470383278,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.8,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,3040.3898184996783,0.0,0.0,1.0,0.8668989547038328,0.0,0.0,0.0,0.06689895470383278,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.8,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,6735.0,0.0,0.0,1.0,0.8668989547038328,0.0,0.0,0.0,0.0331010452961672,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.9,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,3040.3898184996783,0.0,0.0,1.0,0.8668989547038328,0.0,0.0,0.0,0.0331010452961672,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.9,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,6735.0,0.0,0.0,1.0,0.8668989547038328,0.0,0.0,0.0,0.13310104529616718,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,1.0,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,3040.3898184996783,0.0,0.0,1.0,0.8668989547038328,0.0,0.0,0.0,0.13310104529616718,0.0,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,1.0,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,6735.0,0.0,0.009197994987468672,0.0,0.13310104529616726,0.0,0.0,0.0,0.13310104529616726,0.009197994987468672,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.0,CVC-ClinicDB,EtisLaribDB
1,Detector Tree,350.5,5626.610181500322,0.0,0.009197994987468672,0.0,0.13310104529616726,0.0,0.0,0.0,0.13310104529616726,0.009197994987468672,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.0,CVC-ClinicDB,EtisLaribDB
0,Base Tree,350.5,6735.0,0.0,0.004260651629072682,0.004110275689223058,0.13536092216604229,0.0,0.0,0.0,0.03536092216604229,0.004260651629072682,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.1,CVC-ClinicDB,EtisLaribDB
1,Detector Tree,350.5,5618.6454005929145,0.0,0.004260651629072682,0.004110275689223058,0.13536092216604229,0.0,0.0,0.0,0.03536092216604229,0.004260651629072682,knn,0.9997777777777777,0.9963333333333334,0.9980555555555556,0.1,CVC-ClinicDB,EtisLaribDB
