,Tree,t,Risk Estimate,E[f(x)=y],Accuracy,ood_pred,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,Rate Error,Accuracy Error,dsd,ba,tpr,tnr,rate,test_set,val_set
0,Base Tree,350.5,1405.6815356120499,0.8736587646537625,0.9962406015037594,0.0033834586466165418,0.12634123534623767,1.0,0.0,0.0,0.12634123534623767,0.12258183684999703,cross_entropy,1.0,0.998,0.9990000000000001,0.0,outdoor,outdoor
1,Detector Tree,350.5,1012.5607841222057,0.7663583794004252,0.9962406015037594,0.0033834586466165418,0.12634123534623767,1.0,0.0,0.0,0.12634123534623767,0.22988222210333428,cross_entropy,1.0,0.998,0.9990000000000001,0.0,outdoor,outdoor
0,Base Tree,350.5,1395.5614110371346,0.8753178014693223,0.994110275689223,0.002105263157894737,0.12468219853067779,1.0,0.0,0.0,0.02468219853067778,0.1187924742199008,cross_entropy,1.0,0.998,0.9990000000000001,0.1,outdoor,outdoor
1,Detector Tree,350.5,1009.6946365126095,0.7678136578418221,0.994110275689223,0.002105263157894737,0.12468219853067779,1.0,0.0,0.0,0.02468219853067778,0.22629661784740096,cross_entropy,1.0,0.998,0.9990000000000001,0.1,outdoor,outdoor
0,Base Tree,350.5,1501.4404032564712,0.8579605896300867,0.8961904761904762,0.024962406015037596,0.1420394103699133,1.0,0.0,0.0,0.05796058963008672,0.04007601591048229,cross_entropy,1.0,0.998,0.9990000000000001,0.2,outdoor,outdoor
1,Detector Tree,350.5,1039.6809097258983,0.7525882113927179,0.8961904761904762,0.024962406015037596,0.1420394103699133,1.0,0.0,0.0,0.05796058963008672,0.1436022647977583,cross_entropy,1.0,0.998,0.9990000000000001,0.2,outdoor,outdoor
0,Base Tree,350.5,1671.7272128131635,0.8300447192109568,0.7617794486215539,0.061704260651629074,0.16995528078904323,1.0,0.0,0.0,0.13004471921095684,0.06826527058940289,cross_entropy,1.0,0.998,0.9990000000000001,0.30000000000000004,outdoor,outdoor
1,Detector Tree,350.5,1087.9082935435324,0.7281008919958419,0.7617794486215539,0.061704260651629074,0.16995528078904323,1.0,0.0,0.0,0.13004471921095684,0.04113618923583931,cross_entropy,1.0,0.998,0.9990000000000001,0.30000000000000004,outdoor,outdoor
0,Base Tree,350.5,2371.47241444678,0.7153323910742984,0.293609022556391,0.21298245614035088,0.2846676089257017,1.0,0.0,0.0,0.11533239107429834,0.42172336851790737,cross_entropy,1.0,0.998,0.9990000000000001,0.4,outdoor,outdoor
1,Detector Tree,350.5,1286.0850078855624,0.6274772189501089,0.293609022556391,0.21298245614035088,0.2846676089257017,1.0,0.0,0.0,0.11533239107429834,0.33386819639371784,cross_entropy,1.0,0.998,0.9990000000000001,0.4,outdoor,outdoor
0,Base Tree,350.5,3636.813214246255,0.5078994730743844,0.10411027568922306,0.5020802005012531,0.49210052692561557,1.0,0.0,0.0,0.020846955604660516,0.4037891973851614,cross_entropy,1.0,0.998,0.9990000000000001,0.5,outdoor,outdoor
1,Detector Tree,350.5,1644.445567760432,0.4455206458529277,0.10411027568922306,0.5020802005012531,0.49210052692561557,1.0,0.0,0.0,0.020846955604660516,0.34141037016370457,cross_entropy,1.0,0.998,0.9990000000000001,0.5,outdoor,outdoor
