,Tree,t,Risk Estimate,E[f(x)=y],Accuracy,ood_pred,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,Rate Error,Accuracy Error,dsd,ba,tpr,tnr,rate,test_set,val_set
0,Base Tree,350.5,635.0,1.0,0.990250626566416,0.15330827067669173,0.24813381496323214,1.0,1.0,1.0,0.24813381496323214,0.009749373433583968,energy,0.98575,0.9285000000000001,0.957125,0.0,webcam,noise
1,Detector Tree,350.5,1251.8730198557275,0.8688186813186813,0.990250626566416,0.15330827067669173,0.24813381496323214,1.0,1.0,1.0,0.24813381496323214,0.12143194524773468,energy,0.98575,0.9285000000000001,0.957125,0.0,webcam,noise
0,Base Tree,350.5,635.0,1.0,0.990250626566416,0.15330827067669173,0.24813381496323214,1.0,1.0,1.0,0.14813381496323214,0.009749373433583968,energy,0.98575,0.9285000000000001,0.957125,0.1,webcam,noise
1,Detector Tree,350.5,1251.8730198557275,0.8688186813186813,0.990250626566416,0.15330827067669173,0.24813381496323214,1.0,1.0,1.0,0.14813381496323214,0.12143194524773468,energy,0.98575,0.9285000000000001,0.957125,0.1,webcam,noise
0,Base Tree,350.5,635.0,1.0,0.9683458646616542,0.20874686716791982,0.2887168109146491,1.0,1.0,1.0,0.08871681091464916,0.031654135338345886,energy,0.98575,0.9285000000000001,0.957125,0.2,webcam,noise
1,Detector Tree,350.5,1324.9371294788978,0.8688186813186813,0.9683458646616542,0.20874686716791982,0.2887168109146491,1.0,1.0,1.0,0.08871681091464916,0.09952718334297277,energy,0.98575,0.9285000000000001,0.957125,0.2,webcam,noise
0,Base Tree,350.5,635.0,1.0,0.9564160401002506,0.3279448621553885,0.37470369743038917,1.0,1.0,1.0,0.0747036974303891,0.04358395989974939,energy,0.98575,0.9285000000000001,0.957125,0.30000000000000004,webcam,noise
1,Detector Tree,350.5,1479.7447072649775,0.8688186813186813,0.9564160401002506,0.3279448621553885,0.37470369743038917,1.0,1.0,1.0,0.0747036974303891,0.08759735878156927,energy,0.98575,0.9285000000000001,0.957125,0.30000000000000004,webcam,noise
0,Base Tree,350.5,635.0,1.0,0.936766917293233,0.42238095238095236,0.43467990064446826,1.0,1.0,1.0,0.03467990064446828,0.06323308270676693,energy,0.98575,0.9285000000000001,0.957125,0.4,webcam,noise
1,Detector Tree,350.5,1587.7236226624746,0.8688186813186813,0.936766917293233,0.42238095238095236,0.43467990064446826,1.0,1.0,1.0,0.03467990064446828,0.06794823597455174,energy,0.98575,0.9285000000000001,0.957125,0.4,webcam,noise
0,Base Tree,350.5,635.0,1.0,0.9140601503759398,0.591453634085213,0.5659965442452285,1.0,1.0,1.0,0.06599654424522845,0.08593984962406014,energy,0.98575,0.9285000000000001,0.957125,0.5,webcam,noise
1,Detector Tree,350.5,1824.1412014651485,0.8688186813186813,0.9140601503759398,0.591453634085213,0.5659965442452285,1.0,1.0,1.0,0.06599654424522845,0.04618159409512792,energy,0.98575,0.9285000000000001,0.957125,0.5,webcam,noise
0,Base Tree,350.5,635.0,1.0,0.9140601503759398,0.591453634085213,0.5659965442452285,1.0,1.0,1.0,0.03400345575477163,0.08593984962406014,energy,0.98575,0.9285000000000001,0.957125,0.6000000000000001,webcam,noise
1,Detector Tree,350.5,1824.1412014651485,0.8688186813186813,0.9140601503759398,0.591453634085213,0.5659965442452285,1.0,1.0,1.0,0.03400345575477163,0.04618159409512792,energy,0.98575,0.9285000000000001,0.957125,0.6000000000000001,webcam,noise
0,Base Tree,350.5,635.0,1.0,0.8302005012531328,0.7525563909774435,0.685303564198959,1.0,1.0,1.0,0.015200551171885754,0.16979949874686717,energy,0.98575,0.9285000000000001,0.957125,0.7000000000000001,webcam,noise
1,Detector Tree,350.5,2038.9371025649236,0.8688186813186813,0.8302005012531328,0.7525563909774435,0.685303564198959,1.0,1.0,1.0,0.015200551171885754,0.040748368173180234,energy,0.98575,0.9285000000000001,0.957125,0.7000000000000001,webcam,noise
0,Base Tree,350.5,635.0,1.0,0.7295488721804511,0.896140350877193,0.7945809344790549,1.0,1.0,1.0,0.01653294637693132,0.2704511278195489,energy,0.98575,0.9285000000000001,0.957125,0.8,webcam,noise
1,Detector Tree,350.5,2235.6759971264505,0.8688186813186813,0.7295488721804511,0.896140350877193,0.7945809344790549,1.0,1.0,1.0,0.01653294637693132,0.13926980913823023,energy,0.98575,0.9285000000000001,0.957125,0.8,webcam,noise
0,Base Tree,350.5,635.0,1.0,0.5629573934837093,0.9841102756892229,0.8563075012393622,1.0,1.0,1.0,0.04369249876063784,0.43704260651629073,energy,0.98575,0.9285000000000001,0.957125,0.9,webcam,noise
1,Detector Tree,350.5,2346.8062016543786,0.8688186813186813,0.5629573934837093,0.9841102756892229,0.8563075012393622,1.0,1.0,1.0,0.04369249876063784,0.3058612878349721,energy,0.98575,0.9285000000000001,0.957125,0.9,webcam,noise
0,Base Tree,350.5,635.0,1.0,0.32363408521303255,0.9974937343358395,0.867354498884574,1.0,1.0,1.0,0.1326455011154259,0.6763659147869674,energy,0.98575,0.9285000000000001,0.957125,1.0,webcam,noise
1,Detector Tree,350.5,2366.694803469851,0.8688186813186813,0.32363408521303255,0.9974937343358395,0.867354498884574,1.0,1.0,1.0,0.1326455011154259,0.5451845961056487,energy,0.98575,0.9285000000000001,0.957125,1.0,webcam,noise
0,Base Tree,350.5,635.0,1.0,0.9828320802005012,0.16045112781954887,0.2436388488391307,1.0,1.0,1.0,0.2436388488391307,0.017167919799498763,energy,0.98575,0.9285000000000001,0.957125,0.0,dslr,noise
1,Detector Tree,350.5,1243.7804507896847,0.8688186813186813,0.9828320802005012,0.16045112781954887,0.2436388488391307,1.0,1.0,1.0,0.2436388488391307,0.1140133988818199,energy,0.98575,0.9285000000000001,0.957125,0.0,dslr,noise
0,Base Tree,350.5,635.0,1.0,0.9828320802005012,0.16045112781954887,0.2436388488391307,1.0,1.0,1.0,0.1436388488391307,0.017167919799498763,energy,0.98575,0.9285000000000001,0.957125,0.1,dslr,noise
1,Detector Tree,350.5,1243.7804507896847,0.8688186813186813,0.9828320802005012,0.16045112781954887,0.2436388488391307,1.0,1.0,1.0,0.1436388488391307,0.1140133988818199,energy,0.98575,0.9285000000000001,0.957125,0.1,dslr,noise
0,Base Tree,350.5,635.0,1.0,0.9763408521303258,0.18894736842105264,0.2653828823432206,1.0,1.0,1.0,0.06538288234322058,0.023659147869674206,energy,0.98575,0.9285000000000001,0.957125,0.2,dslr,noise
1,Detector Tree,350.5,1282.9275962960094,0.8688186813186813,0.9763408521303258,0.18894736842105264,0.2653828823432206,1.0,1.0,1.0,0.06538288234322058,0.10752217081164445,energy,0.98575,0.9285000000000001,0.957125,0.2,dslr,noise
0,Base Tree,350.5,635.0,1.0,0.964561403508772,0.25513784461152883,0.31618354230356105,1.0,1.0,1.0,0.018716697306452885,0.0354385964912281,energy,0.98575,0.9285000000000001,0.957125,0.30000000000000004,dslr,noise
1,Detector Tree,350.5,1374.3872064419704,0.8688186813186813,0.964561403508772,0.25513784461152883,0.31618354230356105,1.0,1.0,1.0,0.018716697306452885,0.09574272219009056,energy,0.98575,0.9285000000000001,0.957125,0.30000000000000004,dslr,noise
0,Base Tree,350.5,635.0,1.0,0.9368671679197995,0.3740350877192983,0.41177801681401305,1.0,1.0,1.0,0.01364440118152523,0.0631328320802005,energy,0.98575,0.9285000000000001,0.957125,0.4,dslr,noise
