,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,test_set,val_set
0,Base Tree,350.5,4489.86111111111,4212.749373433584,0.3680555555555556,0.41348370927318295,0.281453634085213,0.0,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.0,0.05393971038707879,GradNorm,0.0,Art,Art
1,Detector Tree,350.5,3243.8398300849576,3568.9624060150377,0.39699964815386424,0.41348370927318295,0.281453634085213,0.0,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.0,0.042233168243296156,GradNorm,0.0,Art,Art
0,Base Tree,350.5,4489.86111111111,4611.466165413533,0.3680555555555556,0.3481203007518797,0.2588471177944862,0.0949624060150376,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.10000000000000002,0.04070662768031189,GradNorm,0.1,Art,Art
1,Detector Tree,350.5,3243.8398300849576,3780.6431077694238,0.39699964815386424,0.3481203007518797,0.2588471177944862,0.0949624060150376,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.10000000000000002,0.05343085988472297,GradNorm,0.1,Art,Art
0,Base Tree,350.5,4489.86111111111,4783.152882205513,0.3680555555555556,0.3199749373433584,0.2844360902255639,0.20403508771929824,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.20000000000000004,0.04835909217488167,GradNorm,0.2,Art,Art
1,Detector Tree,350.5,3243.8398300849576,3912.152380952381,0.39699964815386424,0.3199749373433584,0.2844360902255639,0.20403508771929824,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.20000000000000004,0.07702471081050584,GradNorm,0.2,Art,Art
0,Base Tree,350.5,4489.86111111111,4937.716791979949,0.3680555555555556,0.29463659147869675,0.2708270676691729,0.2997744360902256,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.30000000000000004,0.07341896407685884,GradNorm,0.30000000000000004,Art,Art
1,Detector Tree,350.5,3243.8398300849576,4249.318796992481,0.39699964815386424,0.29463659147869675,0.2708270676691729,0.2997744360902256,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.30000000000000004,0.1023630566751675,GradNorm,0.30000000000000004,Art,Art
0,Base Tree,350.5,4489.86111111111,4963.248120300752,0.3680555555555556,0.29045112781954885,0.29471177944862154,0.401077694235589,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.4000000000000001,0.07780214424951269,GradNorm,0.4,Art,Art
1,Detector Tree,350.5,3243.8398300849576,4102.184962406015,0.39699964815386424,0.29045112781954885,0.29471177944862154,0.401077694235589,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.4000000000000001,0.10654852033431537,GradNorm,0.4,Art,Art
0,Base Tree,350.5,4489.86111111111,5229.721804511279,0.3680555555555556,0.2467669172932331,0.30416040100250624,0.5041102756892231,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.5,0.1212886382623225,GradNorm,0.5,Art,Art
1,Detector Tree,350.5,3243.8398300849576,4158.6596491228065,0.39699964815386424,0.2467669172932331,0.30416040100250624,0.5041102756892231,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.5,0.15023273086063116,GradNorm,0.5,Art,Art
0,Base Tree,350.5,4489.86111111111,5272.375939849624,0.3680555555555556,0.23977443609022556,0.29927318295739347,0.5989223057644111,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.6000000000000001,0.12828111946533002,GradNorm,0.6000000000000001,Art,Art
1,Detector Tree,350.5,3243.8398300849576,4145.05313283208,0.39699964815386424,0.23977443609022556,0.29927318295739347,0.5989223057644111,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.6000000000000001,0.15722521206363868,GradNorm,0.6000000000000001,Art,Art
0,Base Tree,350.5,4489.86111111111,5653.0526315789475,0.3680555555555556,0.17736842105263156,0.39511278195488725,0.7002255639097744,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.7000000000000001,0.190687134502924,GradNorm,0.7000000000000001,Art,Art
1,Detector Tree,350.5,3243.8398300849576,4054.5162907268173,0.39699964815386424,0.17736842105263156,0.39511278195488725,0.7002255639097744,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.7000000000000001,0.21963122710123265,GradNorm,0.7000000000000001,Art,Art
0,Base Tree,350.5,4489.86111111111,5700.44611528822,0.3680555555555556,0.16959899749373433,0.35390977443609023,0.7959649122807019,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.8000000000000002,0.19845655806182122,GradNorm,0.8,Art,Art
1,Detector Tree,350.5,3243.8398300849576,4256.810025062657,0.39699964815386424,0.16959899749373433,0.35390977443609023,0.7959649122807019,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.8000000000000002,0.22740065066012988,GradNorm,0.8,Art,Art
0,Base Tree,350.5,4489.86111111111,5856.691729323308,0.3680555555555556,0.14398496240601505,0.3925062656641604,0.9050375939849624,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.9,0.22407059314954056,GradNorm,0.9,Art,Art
1,Detector Tree,350.5,3243.8398300849576,4225.010526315789,0.39699964815386424,0.14398496240601505,0.3925062656641604,0.9050375939849624,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,0.9,0.2530146857478492,GradNorm,0.9,Art,Art
0,Base Tree,350.5,4489.86111111111,6223.914786967419,0.3680555555555556,0.08378446115288221,0.38734335839599,1.0,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,1.0,0.2842710944026734,GradNorm,1.0,Art,Art
1,Detector Tree,350.5,3243.8398300849576,4457.666666666667,0.39699964815386424,0.08378446115288221,0.38734335839599,1.0,0.0,0.3680555555555556,0.1125,0.1125,0.5063405797101449,0.5063405797101449,1.0,0.31321518700098205,GradNorm,1.0,Art,Art
0,Base Tree,350.5,4489.86111111111,4212.749373433584,0.3680555555555556,0.41348370927318295,0.281453634085213,0.0,0.0,0.3680555555555556,0.1125,0.09722222222222224,0.5063405797101449,0.5063405797101449,0.0,0.05393971038707879,GradNorm,0.0,Clipart,Art
