,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,test_set,val_set
0,Base Tree,350.5,1268.2349783336117,1122.0827067669172,0.8961909871584243,0.9201503759398496,0.2986967418546366,0.0,0.08847790702138279,0.9499999999999998,0.34183673469387754,0.34183673469387754,0.7443850267379679,0.7443850267379679,0.08847790702138279,0.03814573566054645,Energy,0.0,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,1262.1060297217393,1415.5553884711778,0.9075084142869515,0.9201503759398496,0.2986967418546366,0.0,0.08847790702138279,0.9499999999999998,0.34183673469387754,0.34183673469387754,0.7443850267379679,0.7443850267379679,0.08847790702138279,0.03598715375403723,Energy,0.0,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,2041.3948451253623,1508.2631578947369,0.7694434680122357,0.8568421052631578,0.403734335839599,0.10295739348370928,0.29688825729531704,0.9499999999999998,0.34183673469387754,0.34183673469387754,0.7443850267379679,0.7443850267379679,0.19688825729531706,0.0874210508296374,Energy,0.1,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,1526.5938701063478,1506.245112781955,0.7812829427000472,0.8568421052631578,0.403734335839599,0.10295739348370928,0.29688825729531704,0.9499999999999998,0.34183673469387754,0.34183673469387754,0.7443850267379679,0.7443850267379679,0.19688825729531706,0.07576115632858942,Energy,0.1,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,2301.7682763869443,1798.4335839598998,0.7267592989529601,0.8092731829573935,0.44095238095238093,0.21017543859649124,0.36707363594983083,0.9499999999999998,0.34183673469387754,0.34183673469387754,0.7443850267379679,0.7443850267379679,0.16707363594983082,0.08364860664589623,Energy,0.2,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,1615.6642027578162,1471.6937343358397,0.7387745811550139,0.8092731829573935,0.44095238095238093,0.21017543859649124,0.36707363594983083,0.9499999999999998,0.34183673469387754,0.34183673469387754,0.7443850267379679,0.7443850267379679,0.16707363594983082,0.07360878702054491,Energy,0.2,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,2656.5400357064236,2162.2932330827066,0.6685999941464881,0.749624060150376,0.4845112781954887,0.3010526315789474,0.4627047076114794,0.9499999999999998,0.34183673469387754,0.34183673469387754,0.7443850267379679,0.7443850267379679,0.16270470761147943,0.08102406600388795,Energy,0.30000000000000004,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,1737.0269641763816,1699.2741854636593,0.680854822836934,0.749624060150376,0.4845112781954887,0.3010526315789474,0.4627047076114794,0.9499999999999998,0.34183673469387754,0.34183673469387754,0.7443850267379679,0.7443850267379679,0.16270470761147943,0.06887809944633205,Energy,0.30000000000000004,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,3376.7077414766763,2565.2907268170425,0.5505397145120202,0.6835588972431078,0.5734085213032581,0.39511278195488725,0.6568306707688257,0.9499999999999998,0.34183673469387754,0.34183673469387754,0.7443850267379679,0.7443850267379679,0.25683067076882576,0.13301918273108757,Energy,0.4,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,1983.386881956771,1610.9694235588975,0.563280809768051,0.6835588972431078,0.5734085213032581,0.39511278195488725,0.6568306707688257,0.9499999999999998,0.34183673469387754,0.34183673469387754,0.7443850267379679,0.7443850267379679,0.25683067076882576,0.12027808747505682,Energy,0.4,EtisLaribDB,EtisLaribDB
