,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,test_set,val_set
0,Base Tree,350.5,1283.0689597689,2054.3583959899747,0.8937591869231312,0.7673182957393484,0.003483709273182958,0.0,0.0036454590290988516,0.897,0.008,0.008,0.998,0.998,0.0036454590290988516,0.12644089118378274,kNN,0.0,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1345.5245770202214,2058.608521303258,0.879026784819603,0.7673182957393484,0.003483709273182958,0.0,0.0036454590290988516,0.897,0.008,0.008,0.998,0.998,0.0036454590290988516,0.11170848908025462,kNN,0.0,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,1839.6854241527512,2486.7092731829575,0.802510586204467,0.6964411027568922,0.1030827067669173,0.09959899749373434,0.10628730460689878,0.897,0.008,0.008,0.998,0.998,0.018692313112097514,0.1060694834475748,kNN,0.1,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1399.0148557437772,2004.916290726817,0.7887804814147723,0.6964411027568922,0.1030827067669173,0.09959899749373434,0.10628730460689878,0.897,0.008,0.008,0.998,0.998,0.018692313112097514,0.09245479795288843,kNN,0.1,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,2468.8160027830622,2917.2255639097743,0.6993744257732685,0.6258646616541353,0.2085964912280702,0.20511278195488722,0.22230098338215018,0.897,0.008,0.008,0.998,0.998,0.04679494922044066,0.07423837278940325,kNN,0.2,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1459.4736674350534,1935.8135338345865,0.6867771942084248,0.6258646616541353,0.2085964912280702,0.20511278195488722,0.22230098338215018,0.897,0.008,0.008,0.998,0.998,0.04679494922044066,0.06277677903753318,kNN,0.2,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,2982.303788839569,3422.1954887218044,0.6151961001902346,0.5430827067669173,0.3109774436090226,0.3074937343358396,0.3169897635655404,0.897,0.008,0.008,0.998,0.998,0.034161709494620066,0.07226525802457953,kNN,0.30000000000000004,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1508.8193238336805,1956.4526315789474,0.6035235042795309,0.5430827067669173,0.3109774436090226,0.3074937343358396,0.3169897635655404,0.897,0.008,0.008,0.998,0.998,0.034161709494620066,0.06163327761428729,kNN,0.30000000000000004,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,3492.1959036144576,3852.25313283208,0.5316072289156627,0.4725814536340852,0.4071679197994988,0.40368421052631576,0.41101549053356284,0.897,0.008,0.008,0.998,0.998,0.045455002969270554,0.059987023281094315,kNN,0.4,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1557.8194398623064,1917.1007518796991,0.5208527939464421,0.4725814536340852,0.4071679197994988,0.40368421052631576,0.41101549053356284,0.897,0.008,0.008,0.998,0.998,0.045455002969270554,0.05087623599027963,kNN,0.4,CVC-ClinicDB,CVC-ClinicDB
