,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,test_set,val_set
0,Base Tree,350.5,1736.1700736842108,1186.4461152882207,0.8194803157894737,0.9095989974937344,0.14265664160401004,0.0,0.1328250626566416,0.9450000000000001,0.0,0.0,1.0,1.0,0.1328250626566416,0.09011868170426071,Typicality,0.0,dslr,dslr
1,Detector Tree,350.5,1078.7501507615195,1274.7203007518797,0.8209940235203392,0.9095989974937344,0.14265664160401004,0.0,0.1328250626566416,0.9450000000000001,0.0,0.0,1.0,1.0,0.1328250626566416,0.08860497397339509,Typicality,0.0,dslr,dslr
0,Base Tree,350.5,2214.8301710526316,1720.0050125313282,0.7410114473684211,0.8221303258145363,0.22919799498746868,0.09669172932330827,0.21586090225563911,0.9450000000000001,0.0,0.0,1.0,1.0,0.1158609022556391,0.08111887844611529,Typicality,0.1,dslr,dslr
1,Detector Tree,350.5,1153.079510610847,1324.0401002506267,0.7423802108822352,0.8221303258145363,0.22919799498746868,0.09669172932330827,0.21586090225563911,0.9450000000000001,0.0,0.0,1.0,1.0,0.1158609022556391,0.07975011493230116,Typicality,0.1,dslr,dslr
0,Base Tree,350.5,2715.0573000000004,2282.0,0.6590069999999999,0.73,0.31704260651629074,0.19446115288220553,0.30263809523809526,0.9450000000000001,0.0,0.0,1.0,1.0,0.10263809523809524,0.07099300000000006,Typicality,0.2,dslr,dslr
1,Detector Tree,350.5,1230.7579351930121,1427.388471177945,0.6602242885319808,0.73,0.31704260651629074,0.19446115288220553,0.30263809523809526,0.9450000000000001,0.0,0.0,1.0,1.0,0.10263809523809524,0.06977962658124608,Typicality,0.2,dslr,dslr
0,Base Tree,350.5,3209.977910526316,2781.31328320802,0.5778724736842105,0.6481453634085214,0.4044360902255639,0.2934085213032582,0.3884947368421053,0.9450000000000001,0.0,0.0,1.0,1.0,0.08855187969924806,0.0702728897243108,Typicality,0.30000000000000004,dslr,dslr
1,Detector Tree,350.5,1307.612330115229,1470.5624060150376,0.5789398941139832,0.6481453634085214,0.4044360902255639,0.2934085213032582,0.3884947368421053,0.9450000000000001,0.0,0.0,1.0,1.0,0.08855187969924806,0.06920546929453814,Typicality,0.30000000000000004,dslr,dslr
0,Base Tree,350.5,3613.5781500000003,3257.6942355889723,0.5117085,0.5700501253132831,0.47498746867167924,0.3792481203007519,0.4585095238095238,0.9450000000000001,0.0,0.0,1.0,1.0,0.05952456140350875,0.058643447368421045,Typicality,0.4,dslr,dslr
1,Detector Tree,350.5,1370.2859216680756,1509.394486215539,0.5126537052690899,0.5700501253132831,0.47498746867167924,0.3792481203007519,0.4585095238095238,0.9450000000000001,0.0,0.0,1.0,1.0,0.05952456140350875,0.05773389094036867,Typicality,0.4,dslr,dslr
0,Base Tree,350.5,4094.9023421052634,3776.7293233082705,0.43280289473684214,0.4849624060150376,0.5587468671679198,0.48045112781954885,0.5420075187969925,0.9450000000000001,0.0,0.0,1.0,1.0,0.046625563909774445,0.05291623809523811,Typicality,0.5,dslr,dslr
1,Detector Tree,350.5,1445.0289789562667,1513.277694235589,0.43360234906793604,0.4849624060150376,0.5587468671679198,0.48045112781954885,0.5420075187969925,0.9450000000000001,0.0,0.0,1.0,1.0,0.046625563909774445,0.0521580875265086,Typicality,0.5,dslr,dslr
0,Base Tree,350.5,4857.591923684211,4663.751879699248,0.30777181578947366,0.3395488721804511,0.667669172932331,0.6207518796992482,0.6743155388471178,0.9450000000000001,0.0,0.0,1.0,1.0,0.07431553884711772,0.041250071428571435,Typicality,0.6000000000000001,dslr,dslr
1,Detector Tree,350.5,1563.464229093444,1620.3258145363409,0.30834031825124936,0.3395488721804511,0.667669172932331,0.6207518796992482,0.6743155388471178,0.9450000000000001,0.0,0.0,1.0,1.0,0.07431553884711772,0.041007667096735936,Typicality,0.6000000000000001,dslr,dslr
0,Base Tree,350.5,5261.192163157894,5140.1328320802,0.24160784210526315,0.26145363408521305,0.7382205513784461,0.7065914786967419,0.7443303258145363,0.9450000000000001,0.0,0.0,1.0,1.0,0.04433032581453627,0.03492096240601504,Typicality,0.7000000000000001,dslr,dslr
1,Detector Tree,350.5,1626.1378206462903,1659.157894736842,0.24205412940635612,0.26145363408521305,0.7382205513784461,0.7065914786967419,0.7443303258145363,0.9450000000000001,0.0,0.0,1.0,1.0,0.04433032581453627,0.0347126989070309,Typicality,0.7000000000000001,dslr,dslr
0,Base Tree,350.5,5756.112773684211,5639.44611528822,0.1604733157894737,0.1795989974937343,0.8256140350877194,0.8055388471177946,0.8301869674185464,0.9450000000000001,0.0,0.0,1.0,1.0,0.031197994987468627,0.03203461403508771,Typicality,0.8,dslr,dslr
1,Detector Tree,350.5,1702.992215568507,1702.3318295739348,0.16076973498835848,0.1795989974937343,0.8256140350877194,0.8055388471177946,0.8301869674185464,0.9450000000000001,0.0,0.0,1.0,1.0,0.031197994987468627,0.03191036763506399,Typicality,0.8,dslr,dslr
0,Base Tree,350.5,6256.339902631579,6201.441102756892,0.0784688684210526,0.08746867167919799,0.9134586466165414,0.9033082706766917,0.9169641604010025,0.9450000000000001,0.0,0.0,1.0,1.0,0.01715213032581454,0.019379850877192992,Typicality,0.9,dslr,dslr
1,Detector Tree,350.5,1780.6706401506726,1805.6802005012532,0.0786138126381041,0.08746867167919799,0.9134586466165414,0.9033082706766917,0.9169641604010025,0.9450000000000001,0.0,0.0,1.0,1.0,0.01715213032581454,0.019329447880055178,Typicality,0.9,dslr,dslr
0,Base Tree,350.5,6735.0,6735.0,0.0,0.0,1.0,1.0,1.0,0.9450000000000001,0.0,0.0,1.0,1.0,0.0,0.0,Typicality,1.0,dslr,dslr
1,Detector Tree,350.5,1855.0,1855.0,0.0,0.0,1.0,1.0,1.0,0.9450000000000001,0.0,0.0,1.0,1.0,0.0,0.0,Typicality,1.0,dslr,dslr
0,Base Tree,350.5,1736.1700736842108,1186.4461152882207,0.8194803157894737,0.9095989974937344,0.14265664160401004,0.0,0.1328250626566416,0.9450000000000001,0.0,0.0,1.0,1.0,0.1328250626566416,0.09011868170426071,Typicality,0.0,webcam,dslr
1,Detector Tree,350.5,1078.7501507615195,1274.7203007518797,0.8209940235203392,0.9095989974937344,0.14265664160401004,0.0,0.1328250626566416,0.9450000000000001,0.0,0.0,1.0,1.0,0.1328250626566416,0.08860497397339509,Typicality,0.0,webcam,dslr
0,Base Tree,350.5,2214.8301710526316,1720.0050125313282,0.7410114473684211,0.8221303258145363,0.22919799498746868,0.09669172932330827,0.21586090225563911,0.9450000000000001,0.0,0.0,1.0,1.0,0.1158609022556391,0.08111887844611529,Typicality,0.1,webcam,dslr
1,Detector Tree,350.5,1153.079510610847,1324.0401002506267,0.7423802108822352,0.8221303258145363,0.22919799498746868,0.09669172932330827,0.21586090225563911,0.9450000000000001,0.0,0.0,1.0,1.0,0.1158609022556391,0.07975011493230116,Typicality,0.1,webcam,dslr
0,Base Tree,350.5,2715.0573000000004,2282.0,0.6590069999999999,0.73,0.31704260651629074,0.19446115288220553,0.30263809523809526,0.9450000000000001,0.0,0.0,1.0,1.0,0.10263809523809524,0.07099300000000006,Typicality,0.2,webcam,dslr
1,Detector Tree,350.5,1230.7579351930121,1427.388471177945,0.6602242885319808,0.73,0.31704260651629074,0.19446115288220553,0.30263809523809526,0.9450000000000001,0.0,0.0,1.0,1.0,0.10263809523809524,0.06977962658124608,Typicality,0.2,webcam,dslr
0,Base Tree,350.5,3209.977910526316,2781.31328320802,0.5778724736842105,0.6481453634085214,0.4044360902255639,0.2934085213032582,0.3884947368421053,0.9450000000000001,0.0,0.0,1.0,1.0,0.08855187969924806,0.0702728897243108,Typicality,0.30000000000000004,webcam,dslr
