,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,test_set,val_set
0,Base Tree,350.5,3510.6225513454933,2916.155388471178,0.5285864669925421,0.6260401002506265,0.10451127819548874,0.0,0.052558946738479974,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.052558946738479974,0.09745363325808444,Typicality,0.0,webcam,webcam
1,Detector Tree,350.5,3306.925838093155,2726.2756892230577,0.5160321100206995,0.6260401002506265,0.10451127819548874,0.0,0.052558946738479974,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.052558946738479974,0.11000799022992709,Typicality,0.0,webcam,webcam
0,Base Tree,350.5,3772.8533101485887,2882.5213032581455,0.48559781800842794,0.6315538847117794,0.20481203007518797,0.10017543859649122,0.15129282812057074,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.05129282812057074,0.14595606670335146,Typicality,0.1,webcam,webcam
1,Detector Tree,350.5,3181.725277929638,2422.865664160401,0.47346348617595646,0.6315538847117794,0.20481203007518797,0.10017543859649122,0.15129282812057074,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.05129282812057074,0.15809039853582293,Typicality,0.1,webcam,webcam
0,Base Tree,350.5,4124.770447106368,3799.3558897243106,0.4279064840809233,0.4812531328320802,0.2999749373433584,0.1956641604010025,0.28379499916757783,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.08379499916757785,0.05551025990099336,Typicality,0.2,webcam,webcam
1,Detector Tree,350.5,3013.7044748805993,2764.465664160401,0.41633583152533166,0.4812531328320802,0.2999749373433584,0.1956641604010025,0.28379499916757783,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.08379499916757785,0.06540259650031792,Typicality,0.2,webcam,webcam
0,Base Tree,350.5,4175.763708332242,4176.974937343359,0.41954693306028834,0.4193483709273183,0.31914786967418546,0.3067669172932331,0.30299473999181076,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.021430848215691838,0.038332654889414904,Typicality,0.30000000000000004,webcam,webcam
1,Detector Tree,350.5,2989.3580370363725,2791.0671679197994,0.4080579583816594,0.4193483709273183,0.31914786967418546,0.3067669172932331,0.30299473999181076,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.021430848215691838,0.03827783594891463,Typicality,0.30000000000000004,webcam,webcam
0,Base Tree,350.5,4498.069387682314,4453.691729323308,0.3667099364455222,0.37398496240601503,0.4328571428571429,0.4094736842105263,0.42434774548579707,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.02434774548579706,0.03766306162453641,Typicality,0.4,webcam,webcam
1,Detector Tree,350.5,2835.475053275447,2730.128320802005,0.35573721122789115,0.37398496240601503,0.4328571428571429,0.4094736842105263,0.42434774548579707,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.02434774548579706,0.04073712462701828,Typicality,0.4,webcam,webcam
0,Base Tree,350.5,4749.8226105021995,4725.057644110276,0.3254389163111148,0.3294987468671679,0.5190225563909775,0.5137092731829573,0.5191366747209136,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.020152067781662432,0.04809572925834795,Typicality,0.5,webcam,webcam
1,Detector Tree,350.5,2715.276932109624,2651.4857142857145,0.3148694339586027,0.3294987468671679,0.5190225563909775,0.5137092731829573,0.5191366747209136,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.020152067781662432,0.0483322530828288,Typicality,0.5,webcam,webcam
0,Base Tree,350.5,4873.113687961247,4840.330827067669,0.30522726426864805,0.3106015037593985,0.5722055137844612,0.5905263157894737,0.5655576463600653,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.042377631691436886,0.01818060007712808,Typicality,0.6000000000000001,webcam,webcam
1,Detector Tree,350.5,2656.4123197678396,2530.4641604010026,0.29485526199905715,0.3106015037593985,0.5722055137844612,0.5905263157894737,0.5655576463600653,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.042377631691436886,0.02182998518620662,Typicality,0.6000000000000001,webcam,webcam
0,Base Tree,350.5,5205.647542292925,5237.213032581453,0.2507135176568974,0.24553884711779447,0.6731077694235589,0.693233082706767,0.6907617157795746,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.018852769266073627,0.027648623363169332,Typicality,0.7000000000000001,webcam,webcam
1,Detector Tree,350.5,2497.6459529781937,2465.8255639097747,0.24087414771140458,0.24553884711779447,0.6731077694235589,0.693233082706767,0.6907617157795746,0.5514705882352942,0.11607142857142858,0.11607142857142858,0.93515625,0.93515625,0.018852769266073627,0.02748131728198696,Typicality,0.7000000000000001,webcam,webcam
