,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,test_set,val_set
0,Base Tree,350.5,1678.0999999999997,2800.5764411027567,0.8289999999999998,0.6449874686716792,0.0,0.0,0.0,0.8289999999999998,0.0,0.0,1.0,1.0,0.0,0.18401253132832074,kNN,0.0,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1580.5,2800.5764411027567,0.845,0.6449874686716792,0.0,0.0,0.0,0.8289999999999998,0.0,0.0,1.0,1.0,0.0,0.20001253132832078,kNN,0.0,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,2192.176342681704,3200.5162907268173,0.7447251897243108,0.5794235588972431,0.10157894736842106,0.10157894736842106,0.10165839598997495,0.8289999999999998,0.0,0.0,1.0,1.0,0.0166062656641604,0.1653016308270676,kNN,0.1,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1608.4052296992481,2704.8110275689223,0.7590986553884711,0.5794235588972431,0.10157894736842106,0.10157894736842106,0.10165839598997495,0.8289999999999998,0.0,0.0,1.0,1.0,0.0166062656641604,0.17967509649122804,kNN,0.1,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,2715.0445939599,3641.5814536340854,0.6590090829573935,0.5071177944862155,0.20533834586466168,0.20533834586466168,0.20505538847117794,0.8289999999999998,0.0,0.0,1.0,1.0,0.02197268170426065,0.15189128847117794,kNN,0.2,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1636.7877041353386,2639.5303258145364,0.6717281967418546,0.5071177944862155,0.20533834586466168,0.20533834586466168,0.20505538847117794,0.8289999999999998,0.0,0.0,1.0,1.0,0.02197268170426065,0.16461040225563908,kNN,0.2,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,3295.316898295739,4098.546365914787,0.563882475689223,0.43220551378446115,0.32273182957393487,0.32273182957393487,0.31980401002506265,0.8289999999999998,0.0,0.0,1.0,1.0,0.028115288220551357,0.13167696190476186,kNN,0.30000000000000004,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1668.28620075188,2523.615037593985,0.574765611528822,0.43220551378446115,0.32273182957393487,0.32273182957393487,0.31980401002506265,0.8289999999999998,0.0,0.0,1.0,1.0,0.028115288220551357,0.14256009774436088,kNN,0.30000000000000004,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,3745.9487905764413,4456.596491228071,0.4900083949874687,0.37350877192982457,0.40984962406015035,0.40984962406015035,0.40891629072681707,0.8289999999999998,0.0,0.0,1.0,1.0,0.023722305764411016,0.11649962305764411,kNN,0.4,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1692.7475218045115,2456.5303258145364,0.49946573433583963,0.37350877192982457,0.40984962406015035,0.40984962406015035,0.40891629072681707,0.8289999999999998,0.0,0.0,1.0,1.0,0.023722305764411016,0.12595696240601506,kNN,0.4,CVC-ClinicDB,CVC-ClinicDB
