,fold,feature_name,feature,loss,acc,idx,class
0,contrast_0.025,grad_magnitude,7.463538646697998,5.233151e-05,1.0,479.0,7.0
1,contrast_0.025,grad_magnitude,2.627155303955078,0.00015567521,1.0,491.0,7.0
2,contrast_0.025,grad_magnitude,3.0639359951019287,0.0004868514,1.0,1511.0,3.0
3,contrast_0.025,grad_magnitude,13.099844932556152,3.4689303e-05,1.0,627.0,0.0
4,contrast_0.025,grad_magnitude,4.611753940582275,3.610553,0.0,1468.0,4.0
5,contrast_0.025,grad_magnitude,1.938140630722046,2.741776e-05,1.0,1610.0,9.0
6,contrast_0.025,grad_magnitude,1.269150733947754,4.9828242e-05,1.0,128.0,8.0
7,contrast_0.025,grad_magnitude,4.726524353027344,5.0067774e-06,1.0,654.0,4.0
8,contrast_0.025,grad_magnitude,6.73209285736084,0.00038354192,1.0,1117.0,14.0
9,contrast_0.025,grad_magnitude,21.073625564575195,0.9612115,0.0,1500.0,7.0
10,contrast_0.025,grad_magnitude,2.0020012855529785,2.3722367e-05,1.0,680.0,0.0
11,contrast_0.025,grad_magnitude,4.73466682434082,2.0280118,0.0,837.0,0.0
12,contrast_0.025,grad_magnitude,3.5431926250457764,0.00013696209,1.0,261.0,1.0
13,contrast_0.025,grad_magnitude,6.629727840423584,0.0001802282,1.0,828.0,0.0
14,contrast_0.025,grad_magnitude,21.718942642211914,3.445089e-05,1.0,805.0,7.0
15,contrast_0.025,grad_magnitude,4.0442891120910645,0.00027497803,1.0,193.0,6.0
16,contrast_0.025,grad_magnitude,9.19417953491211,0.000978706,1.0,1282.0,2.0
17,contrast_0.025,grad_magnitude,19.85735321044922,0.00020561488,1.0,1391.0,3.0
18,contrast_0.025,grad_magnitude,2.484610080718994,0.00012408917,1.0,681.0,14.0
19,contrast_0.025,grad_magnitude,45.3831901550293,9.894322e-06,1.0,1623.0,5.0
20,contrast_0.025,grad_magnitude,9.273360252380371,0.00027819577,1.0,1599.0,1.0
21,contrast_0.025,grad_magnitude,9.380440711975098,9.750845e-05,1.0,320.0,7.0
22,contrast_0.025,grad_magnitude,4.163496971130371,5.769563e-05,1.0,427.0,9.0
23,contrast_0.025,grad_magnitude,34.752864837646484,3.5285328e-05,1.0,747.0,6.0
